DATUM;1(DAL1);2(DBR1);3(DBL1);4(DBL2);5(DC1);6(DC2);7(DC3);8(DEG11);9(DEG12);10(DEG13);11(DEG14);12(DEG15);13(DEG16);14(DEG17)
2019-08-21 00:00:00;9;1;1;1;11;3;8;16;8;24;16;8;24;0
2019-08-21 00:15:00;8;3;3;1;20;9;5;20;10;30;20;10;30;0
2019-08-21 00:30:00;8;0;3;1;14;8;5;20;10;30;20;10;30;0
2019-08-21 00:45:00;4;4;4;0;9;4;5;20;10;30;20;10;30;0
2019-08-21 01:00:00;5;3;2;1;9;1;5;24;12;36;24;12;36;0
2019-08-21 01:15:00;4;1;1;0;12;5;5;26;13;39;26;13;39;0
2019-08-21 01:30:00;6;2;2;1;11;4;1;26;13;39;26;13;39;0
2019-08-21 01:45:00;3;5;4;0;9;4;3;24;12;36;24;12;36;0
2019-08-21 02:00:00;3;4;1;0;10;6;3;26;13;39;26;13;39;0
2019-08-21 02:15:00;2;5;0;0;9;1;1;26;13;39;26;13;39;0
2019-08-21 02:30:00;2;1;0;0;7;1;2;26;13;39;26;13;39;0
2019-08-21 02:45:00;3;2;1;2;4;2;1;26;13;39;26;13;39;0
2019-08-21 03:00:00;1;2;2;0;5;2;5;26;13;39;26;13;39;0
2019-08-21 03:15:00;1;3;2;0;6;4;3;26;13;39;26;13;39;0
2019-08-21 03:30:00;3;0;0;0;6;3;0;24;12;36;24;12;36;0
2019-08-21 03:45:00;2;4;4;0;9;3;2;26;13;39;26;13;39;0
2019-08-21 04:00:00;1;2;6;1;16;6;3;26;13;39;26;13;39;0
2019-08-21 04:15:00;2;2;1;2;13;3;0;26;13;39;26;13;39;0
2019-08-21 04:30:00;2;5;2;1;17;4;1;26;13;39;26;13;39;0
2019-08-21 04:45:00;7;8;4;1;18;8;3;26;13;39;26;13;39;0
2019-08-21 05:00:00;11;11;10;7;34;7;2;20;10;30;20;10;30;0
2019-08-21 05:15:00;17;21;18;11;32;8;3;20;10;30;20;10;30;0
2019-08-21 05:30:00;35;49;36;28;61;21;8;20;10;31;20;10;31;0
2019-08-21 05:45:00;41;59;34;30;60;20;12;20;10;29;20;10;29;0
2019-08-21 06:00:00;32;36;31;28;52;24;11;20;10;31;20;10;31;0
2019-08-21 06:15:00;43;50;52;48;66;31;14;20;10;30;20;10;30;0
2019-08-21 06:30:00;81;66;68;56;107;48;28;20;10;30;20;10;30;0
2019-08-21 06:45:00;63;77;64;65;89;53;18;21;11;30;21;11;30;0
2019-08-21 07:00:00;84;68;58;60;82;49;14;20;10;30;20;10;30;0
2019-08-21 07:15:00;92;62;67;60;106;45;31;20;10;29;20;10;29;0
2019-08-21 07:30:00;87;69;63;60;109;58;29;20;10;30;20;10;30;0
2019-08-21 07:45:00;99;78;73;65;120;68;41;20;10;30;20;10;30;0
2019-08-21 08:00:00;90;69;52;51;84;44;29;20;10;31;20;10;31;0
2019-08-21 08:15:00;74;63;41;34;90;45;23;21;11;29;21;11;29;0
2019-08-21 08:30:00;54;64;36;34;89;46;24;18;9;27;18;9;27;0
2019-08-21 08:45:00;92;59;48;37;97;44;33;20;10;30;20;10;30;0
2019-08-21 09:00:00;69;60;40;25;83;54;45;20;10;30;20;10;30;0
2019-08-21 09:15:00;70;54;39;27;91;44;24;20;10;30;20;10;30;0
2019-08-21 09:30:00;78;52;46;37;93;47;49;20;10;30;20;10;30;0
