DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-10-13 00:00:00;0;11;4;10;6;0;0
2020-10-13 00:15:00;0;8;5;6;7;3;3
2020-10-13 00:30:00;0;10;4;7;1;0;0
2020-10-13 00:45:00;0;6;2;5;3;0;0
2020-10-13 01:00:00;0;5;3;2;3;0;0
2020-10-13 01:15:00;0;3;3;3;1;0;0
2020-10-13 01:30:00;0;4;2;4;2;0;0
2020-10-13 01:45:00;0;7;2;6;3;0;0
2020-10-13 02:00:00;0;2;1;6;3;0;0
2020-10-13 02:15:00;0;1;0;5;0;0;0
2020-10-13 02:30:00;0;4;1;4;2;0;0
2020-10-13 02:45:00;0;6;2;1;3;0;0
2020-10-13 03:00:00;0;6;3;3;3;0;0
2020-10-13 03:15:00;0;3;1;9;3;0;0
2020-10-13 03:30:00;0;2;0;4;2;0;0
2020-10-13 03:45:00;0;6;2;4;0;0;0
2020-10-13 04:00:00;0;11;1;10;1;0;0
2020-10-13 04:15:00;0;11;8;12;2;0;0
2020-10-13 04:30:00;0;9;9;15;7;0;0
2020-10-13 04:45:00;0;35;15;17;11;0;0
2020-10-13 05:00:00;0;55;45;22;21;0;0
2020-10-13 05:15:00;16;77;79;32;24;0;0
2020-10-13 05:30:00;5;76;79;36;29;2;2
2020-10-13 05:45:00;28;58;77;57;45;2;2
2020-10-13 06:00:00;5;65;79;64;67;5;5
2020-10-13 06:15:00;5;89;109;60;60;3;3
2020-10-13 06:30:00;10;116;141;56;69;8;8
2020-10-13 06:45:00;14;96;131;71;69;3;3
2020-10-13 07:00:00;18;129;136;62;66;5;5
2020-10-13 07:15:00;12;144;156;77;77;6;6
2020-10-13 07:30:00;21;212;177;94;114;5;5
2020-10-13 07:45:00;21;166;138;111;121;6;6
2020-10-13 08:00:00;9;142;152;97;104;5;5
2020-10-13 08:15:00;17;134;140;91;70;4;4
2020-10-13 08:30:00;3;112;115;81;87;5;4
2020-10-13 08:45:00;28;105;103;81;91;2;3
2020-10-13 09:00:00;5;87;96;82;66;4;4
2020-10-13 09:15:00;25;90;98;91;77;3;3
2020-10-13 09:30:00;2;107;84;84;77;4;4
2020-10-13 09:45:00;3;103;106;110;95;4;4
2020-10-13 10:00:00;6;104;91;96;83;3;3
2020-10-13 10:15:00;0;38;19;6;30;2;1
2020-10-13 10:30:00;2;2;0;0;0;0;0
2020-10-13 10:45:00;0;0;0;0;0;0;0
2020-10-13 11:00:00;13;1;0;0;0;0;2
2020-10-13 11:15:00;29;0;139;1;2;0;0
2020-10-13 11:30:00;34;3;190;30;31;2;2
2020-10-13 11:45:00;22;96;101;107;101;3;3
2020-10-13 12:00:00;13;87;91;98;95;4;4
2020-10-13 12:15:00;37;91;98;109;103;2;2
2020-10-13 12:30:00;10;101;103;95;115;5;5
2020-10-13 12:45:00;15;105;121;119;122;5;5
2020-10-13 13:00:00;34;124;131;131;120;2;2
2020-10-13 13:15:00;70;135;134;101;112;9;9
2020-10-13 13:30:00;22;123;129;121;121;5;6
2020-10-13 13:45:00;9;109;115;122;104;3;3
2020-10-13 14:00:00;22;99;96;114;123;2;2
2020-10-13 14:15:00;52;112;97;132;142;4;4
2020-10-13 14:30:00;30;112;96;137;142;4;4
2020-10-13 14:45:00;5;124;124;127;127;4;4
2020-10-13 15:00:00;12;101;97;123;131;5;5
2020-10-13 15:15:00;119;126;120;122;148;3;3
2020-10-13 15:30:00;46;122;102;134;150;4;4
2020-10-13 15:45:00;22;112;101;122;156;5;5
2020-10-13 16:00:00;34;151;120;141;161;3;3
2020-10-13 16:15:00;24;95;91;144;173;3;3
2020-10-13 16:30:00;30;130;125;153;187;4;4
2020-10-13 16:45:00;25;124;110;161;199;6;6
2020-10-13 17:00:00;40;125;114;155;175;3;3
2020-10-13 17:15:00;8;119;110;140;167;3;3
2020-10-13 17:30:00;15;123;117;129;148;3;3
2020-10-13 17:45:00;7;127;103;141;167;6;5
2020-10-13 18:00:00;7;109;110;115;148;2;3
2020-10-13 18:15:00;10;102;103;130;134;5;5
2020-10-13 18:30:00;32;90;90;114;116;4;4
2020-10-13 18:45:00;4;114;97;119;123;4;4
2020-10-13 19:00:00;1;83;81;86;74;3;3
2020-10-13 19:15:00;4;89;80;97;88;4;4
2020-10-13 19:30:00;3;80;71;69;69;4;4
2020-10-13 19:45:00;6;68;70;66;52;2;2
2020-10-13 20:00:00;2;47;51;65;55;3;3
2020-10-13 20:15:00;0;50;53;70;52;2;2
2020-10-13 20:30:00;14;49;46;79;54;1;1
2020-10-13 20:45:00;5;50;52;59;43;3;3
2020-10-13 21:00:00;0;71;65;61;44;3;3
2020-10-13 21:15:00;1;63;52;62;48;1;1
2020-10-13 21:30:00;2;32;28;52;32;1;1
2020-10-13 21:45:00;0;25;13;58;35;1;1
2020-10-13 22:00:00;1;27;22;62;69;2;2
2020-10-13 22:15:00;2;30;30;62;70;1;1
2020-10-13 22:30:00;0;23;22;35;24;3;3
2020-10-13 22:45:00;0;12;9;30;23;1;1
2020-10-13 23:00:00;1;22;9;28;16;2;2
2020-10-13 23:15:00;3;18;10;29;8;0;0
2020-10-13 23:30:00;0;17;9;21;9;2;2
