DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(DD2);8(DE1);9(TAFGB);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-03-17 00:00:00;3;7;1;8;5;1;0;0;0;0;0;0;0
2020-03-17 00:15:00;2;5;2;10;3;0;0;0;0;0;0;0;0
2020-03-17 00:30:00;2;3;4;5;8;0;0;0;0;0;0;0;0
2020-03-17 00:45:00;1;2;1;5;6;1;0;0;0;0;0;0;0
2020-03-17 01:00:00;2;6;3;8;5;0;0;0;0;0;0;0;0
2020-03-17 01:15:00;1;0;3;7;4;0;0;0;0;0;0;0;0
2020-03-17 01:30:00;1;1;2;4;2;0;0;0;0;0;0;0;0
2020-03-17 01:45:00;2;7;2;3;0;0;0;0;0;0;0;0;0
2020-03-17 02:00:00;1;1;1;5;5;0;0;0;0;0;0;0;0
2020-03-17 02:15:00;1;3;1;6;1;0;0;0;0;0;0;0;0
2020-03-17 02:30:00;3;0;2;4;3;0;0;0;0;0;0;0;0
2020-03-17 02:45:00;5;5;0;6;4;0;0;0;0;0;0;0;0
2020-03-17 03:00:00;0;2;4;3;4;2;0;0;0;0;0;0;0
2020-03-17 03:15:00;1;5;0;6;2;0;0;0;0;0;0;0;0
2020-03-17 03:30:00;1;3;1;5;3;0;0;0;0;0;0;0;0
2020-03-17 03:45:00;1;7;0;6;2;0;0;0;0;0;0;0;0
2020-03-17 04:00:00;1;5;3;6;2;0;0;0;0;0;0;0;0
2020-03-17 04:15:00;1;8;2;12;10;0;0;0;0;0;0;0;0
2020-03-17 04:30:00;4;10;6;14;11;1;0;0;0;0;0;0;0
2020-03-17 04:45:00;4;10;5;33;27;0;0;0;0;0;0;0;0
2020-03-17 05:00:00;3;12;6;67;55;1;0;1;0;0;0;0;0
2020-03-17 05:15:00;7;20;8;87;96;2;0;0;0;0;0;0;0
2020-03-17 05:30:00;22;38;17;75;91;3;0;0;0;0;0;1;0
2020-03-17 05:45:00;32;74;21;82;89;3;0;0;0;0;0;20;0
2020-03-17 06:00:00;40;87;18;78;85;5;0;0;0;0;0;2;0
2020-03-17 06:15:00;25;67;23;105;98;6;0;0;0;0;0;0;0
2020-03-17 06:30:00;24;41;25;122;127;4;0;0;1;0;0;0;0
2020-03-17 06:45:00;21;67;38;107;123;6;0;0;0;0;0;0;0
2020-03-17 07:00:00;32;63;27;89;91;9;0;1;3;0;0;4;0
2020-03-17 07:15:00;31;73;46;115;115;10;0;0;0;0;0;0;0
2020-03-17 07:30:00;32;67;41;102;122;7;0;3;5;0;0;0;0
2020-03-17 07:45:00;35;63;55;116;100;11;0;1;1;0;0;0;0
2020-03-17 08:00:00;36;56;38;86;85;10;0;0;1;0;0;0;0
2020-03-17 08:15:00;43;57;37;91;87;8;0;3;1;0;0;0;0
2020-03-17 08:30:00;26;70;43;87;73;14;0;1;1;0;0;0;0
2020-03-17 08:45:00;37;62;38;81;82;12;0;3;19;0;0;0;0
2020-03-17 09:00:00;34;54;37;75;80;17;0;0;4;0;0;0;0
2020-03-17 09:15:00;37;52;44;88;81;20;0;1;0;3;0;0;0
2020-03-17 09:30:00;41;61;40;84;64;18;0;1;0;2;0;1;0
2020-03-17 09:45:00;49;68;50;96;66;11;0;0;7;0;0;0;0
2020-03-17 10:00:00;42;63;47;75;89;19;0;0;2;0;0;0;0
2020-03-17 10:15:00;50;65;39;87;76;20;0;0;16;0;6;0;1
2020-03-17 10:30:00;44;69;43;98;73;17;0;0;2;0;0;0;0
2020-03-17 10:45:00;34;71;51;102;85;23;0;2;4;0;0;0;0
2020-03-17 11:00:00;38;69;37;89;65;18;0;1;0;0;0;0;0
2020-03-17 11:15:00;37;75;41;73;70;28;0;1;2;0;0;0;0
2020-03-17 11:30:00;41;59;41;86;84;25;0;0;0;0;0;0;0
2020-03-17 11:45:00;61;68;44;88;73;26;0;0;0;0;0;0;0
2020-03-17 12:00:00;41;84;45;82;77;21;0;1;6;2;0;0;1
2020-03-17 12:15:00;40;76;38;79;80;24;0;0;13;1;0;1;1
2020-03-17 12:30:00;46;62;42;91;79;19;0;2;2;0;2;0;0
2020-03-17 12:45:00;43;62;41;105;81;17;0;2;1;0;0;0;1
2020-03-17 13:00:00;33;69;39;87;91;16;0;3;4;0;0;1;1
2020-03-17 13:15:00;41;75;37;112;128;22;0;0;4;0;0;0;0
2020-03-17 13:30:00;44;82;49;118;120;22;0;2;0;0;0;0;0
2020-03-17 13:45:00;52;89;44;114;116;17;0;1;4;0;0;0;0
2020-03-17 14:00:00;58;104;46;94;84;14;0;1;3;0;0;1;0
2020-03-17 14:15:00;72;144;42;101;95;34;0;2;0;0;0;0;0
2020-03-17 14:30:00;78;136;46;90;102;37;0;0;5;0;0;1;0
2020-03-17 14:45:00;46;107;45;94;74;21;0;1;2;5;0;0;0
2020-03-17 15:00:00;65;109;48;89;73;24;0;1;1;0;0;0;0
2020-03-17 15:15:00;57;116;49;100;83;21;0;1;4;0;0;0;0
2020-03-17 15:30:00;63;109;53;97;99;16;0;0;5;0;0;0;0
2020-03-17 15:45:00;74;97;42;93;75;24;0;0;2;0;0;0;0
2020-03-17 16:00:00;61;96;57;110;101;23;0;0;1;0;0;0;0
2020-03-17 16:15:00;69;100;75;112;112;26;0;2;9;3;0;2;1
2020-03-17 16:30:00;66;111;51;108;100;32;0;1;3;0;0;0;0
2020-03-17 16:45:00;75;116;48;102;94;29;0;1;2;0;0;1;1
2020-03-17 17:00:00;57;109;50;125;107;22;0;3;6;0;0;0;0
2020-03-17 17:15:00;59;111;53;113;90;27;0;1;30;0;0;0;0
2020-03-17 17:30:00;46;92;57;77;73;30;0;1;0;1;0;0;0
2020-03-17 17:45:00;41;77;45;93;83;31;0;0;1;0;0;42;0
2020-03-17 18:00:00;47;77;48;93;79;24;0;1;4;0;0;0;4
2020-03-17 18:15:00;43;71;49;70;63;18;0;2;5;0;0;0;0
2020-03-17 18:30:00;35;65;35;78;63;16;0;1;6;0;0;10;0
2020-03-17 18:45:00;28;51;36;63;53;15;0;0;1;3;0;1;0
2020-03-17 19:00:00;27;43;30;74;60;14;0;2;1;0;0;1;0
2020-03-17 19:15:00;27;41;21;69;49;10;0;0;0;0;0;0;0
2020-03-17 19:30:00;17;38;24;46;36;6;0;0;0;0;0;9;0
2020-03-17 19:45:00;26;40;26;57;47;6;0;0;0;0;0;0;0
2020-03-17 20:00:00;18;39;21;47;37;10;0;0;1;0;0;0;2
2020-03-17 20:15:00;19;36;15;54;32;4;0;2;9;0;0;0;0
2020-03-17 20:30:00;16;27;18;45;35;4;0;0;0;0;0;0;0
2020-03-17 20:45:00;12;22;16;54;39;3;0;0;2;0;0;0;0
2020-03-17 21:00:00;10;20;13;75;78;3;0;0;0;0;0;0;0
2020-03-17 21:15:00;13;19;15;60;63;3;0;0;1;0;0;3;0
2020-03-17 21:30:00;17;32;9;59;39;0;0;0;1;0;0;0;1
2020-03-17 21:45:00;29;76;11;31;27;3;0;0;1;0;0;0;0
2020-03-17 22:00:00;26;69;14;28;24;2;0;0;1;0;0;0;0
