DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DD1);31(DB2);32(TARDD);33(TAFGA);34(TAFGC);35(TAFBA);36(TAFBB);37(TAFBC);38(TAFBD)
2020-11-01 00:00:00;14;0;2;1;9;3;7;3;0;0;0;0;0;0;0
2020-11-01 00:15:00;8;0;1;6;15;1;7;8;0;0;0;0;0;0;0
2020-11-01 00:30:00;17;0;3;4;15;6;7;5;0;0;0;0;0;0;0
2020-11-01 00:45:00;12;1;5;2;24;1;9;6;0;0;0;0;0;0;0
2020-11-01 01:00:00;11;0;4;2;18;0;1;3;0;0;0;0;0;0;0
2020-11-01 01:15:00;12;0;2;1;6;2;5;2;0;0;0;0;0;0;0
2020-11-01 01:30:00;12;1;1;3;10;5;5;3;0;0;0;0;0;0;0
2020-11-01 01:45:00;5;0;3;0;2;0;3;3;0;0;1;0;0;0;0
2020-11-01 02:00:00;11;1;1;1;4;1;5;2;0;0;0;0;0;0;0
2020-11-01 02:15:00;3;0;1;2;7;0;1;3;0;0;0;0;0;0;0
2020-11-01 02:30:00;9;0;4;2;5;2;3;5;0;0;0;0;0;0;0
2020-11-01 02:45:00;2;1;2;0;3;3;2;3;0;0;0;0;0;0;0
2020-11-01 03:00:00;2;0;0;1;5;2;0;2;0;2;0;0;0;0;0
2020-11-01 03:15:00;4;0;2;0;4;1;1;1;0;0;0;0;0;0;0
2020-11-01 03:30:00;4;1;0;1;2;1;1;2;0;0;0;0;0;0;0
2020-11-01 03:45:00;1;1;1;1;4;0;2;2;0;0;0;0;0;0;0
2020-11-01 04:00:00;2;1;1;1;3;1;1;3;0;0;0;0;0;0;0
2020-11-01 04:15:00;4;1;4;1;6;1;6;6;0;0;0;0;0;0;0
2020-11-01 04:30:00;2;0;3;1;2;0;4;4;0;0;0;0;0;0;0
2020-11-01 04:45:00;7;0;2;0;1;0;3;2;0;0;0;0;0;0;0
2020-11-01 05:00:00;4;1;1;0;4;2;4;1;0;0;0;0;0;0;0
2020-11-01 05:15:00;4;0;4;2;10;2;3;5;0;0;0;0;0;0;0
2020-11-01 05:30:00;17;0;5;0;3;0;3;2;0;0;0;0;0;0;0
2020-11-01 05:45:00;19;0;12;3;2;2;7;3;0;0;0;0;0;0;0
2020-11-01 06:00:00;17;1;6;1;6;1;8;4;0;0;1;0;0;0;0
2020-11-01 06:15:00;12;1;3;1;7;0;1;4;0;0;0;0;0;0;0
2020-11-01 06:30:00;16;1;3;6;6;0;9;8;0;0;0;0;0;0;0
2020-11-01 06:45:00;9;1;1;2;3;1;16;7;0;0;0;0;0;0;0
2020-11-01 07:00:00;9;2;5;0;8;4;12;5;0;0;0;0;0;0;0
2020-11-01 07:15:00;21;0;4;10;8;0;8;10;0;0;0;0;0;0;0
2020-11-01 07:30:00;15;1;7;4;9;2;13;8;0;0;0;0;0;0;0
2020-11-01 07:45:00;20;3;6;5;15;1;10;6;0;0;0;0;0;0;0
2020-11-01 08:00:00;22;2;7;3;13;4;12;13;0;0;1;0;0;3;0
2020-11-01 08:15:00;30;1;6;7;13;2;13;8;0;0;0;0;0;0;0
2020-11-01 08:30:00;22;0;11;4;34;1;8;10;0;0;0;0;0;0;0
2020-11-01 08:45:00;41;0;5;6;26;8;18;8;0;0;0;0;0;0;0
2020-11-01 09:00:00;46;2;16;5;24;2;15;10;0;0;0;0;0;0;0
2020-11-01 09:15:00;49;0;15;4;39;4;24;17;0;0;0;0;0;0;0
2020-11-01 09:30:00;59;1;18;11;36;3;26;24;0;0;1;0;0;0;0
2020-11-01 09:45:00;77;1;18;7;26;8;19;15;0;0;0;0;0;0;0
2020-11-01 10:00:00;49;0;16;5;48;5;17;9;0;0;0;0;0;0;0
2020-11-01 10:15:00;70;2;11;8;56;4;37;15;0;0;0;0;0;0;0
2020-11-01 10:30:00;51;5;10;7;44;5;25;16;0;0;0;0;0;0;0
2020-11-01 10:45:00;64;1;21;5;54;5;22;15;0;0;0;0;0;0;0
2020-11-01 11:00:00;79;2;18;7;57;6;37;15;0;0;0;0;0;0;0
2020-11-01 11:15:00;65;3;13;6;63;5;36;20;0;0;10;0;0;0;0
2020-11-01 11:30:00;86;4;15;5;59;9;36;19;0;0;0;0;1;0;0
2020-11-01 11:45:00;89;1;14;11;66;10;33;19;0;0;0;0;0;0;0
2020-11-01 12:00:00;63;1;13;15;61;8;31;13;0;0;0;0;0;0;0
2020-11-01 12:15:00;70;6;18;14;63;7;24;20;0;0;0;0;0;0;0
2020-11-01 12:30:00;63;0;11;10;57;9;30;17;0;4;0;0;0;0;0
2020-11-01 12:45:00;75;4;12;7;68;10;30;16;0;0;0;0;0;0;0
2020-11-01 13:00:00;66;4;21;9;53;6;30;14;0;0;0;0;0;0;0
2020-11-01 13:15:00;83;1;23;7;72;6;32;15;0;0;0;2;0;0;0
2020-11-01 13:30:00;86;3;16;9;71;8;36;18;0;0;0;0;0;0;0
2020-11-01 13:45:00;73;2;13;6;72;5;28;12;0;0;0;0;0;0;0
2020-11-01 14:00:00;83;3;23;11;74;8;34;16;0;0;0;0;0;0;0
2020-11-01 14:15:00;94;5;19;10;73;12;34;23;0;0;0;0;0;0;0
2020-11-01 14:30:00;102;0;15;10;78;14;44;18;0;0;0;0;0;0;0
2020-11-01 14:45:00;84;3;19;18;75;4;30;20;0;0;2;0;0;0;0
2020-11-01 15:00:00;105;3;15;10;70;9;32;13;0;2;0;0;0;0;0
2020-11-01 15:15:00;94;6;18;11;63;5;36;24;0;0;0;0;0;0;0
2020-11-01 15:30:00;96;2;15;5;64;10;29;18;0;0;0;0;0;0;0
2020-11-01 15:45:00;96;0;18;15;60;14;40;21;0;0;0;0;0;0;0
2020-11-01 16:00:00;73;4;24;14;88;8;35;19;0;0;0;1;0;0;0
2020-11-01 16:15:00;95;1;22;14;67;5;22;15;0;0;0;0;0;0;0
2020-11-01 16:30:00;87;2;14;11;55;10;49;24;0;0;0;0;0;0;0
2020-11-01 16:45:00;89;2;22;12;70;5;26;26;0;0;0;0;0;0;0
2020-11-01 17:00:00;86;3;21;10;53;5;31;18;0;0;0;0;0;0;0
2020-11-01 17:15:00;82;5;19;9;60;8;24;24;0;0;0;1;0;3;0
2020-11-01 17:30:00;107;4;18;8;46;4;33;22;0;0;1;0;0;13;0
2020-11-01 17:45:00;113;0;10;16;52;7;33;24;0;2;0;0;0;0;0
2020-11-01 18:00:00;86;4;15;3;59;4;23;16;0;0;0;0;0;0;0
2020-11-01 18:15:00;85;2;10;4;51;14;23;16;0;0;0;0;0;0;0
2020-11-01 18:30:00;77;4;13;10;50;12;24;15;0;0;0;0;0;0;0
2020-11-01 18:45:00;64;2;12;5;50;7;21;14;0;1;0;0;0;0;0
2020-11-01 19:00:00;72;3;12;5;60;3;20;9;0;0;0;0;0;0;0
2020-11-01 19:15:00;63;0;12;9;57;4;24;14;0;0;0;0;0;0;0
2020-11-01 19:30:00;66;1;7;4;45;8;22;10;0;1;0;5;0;0;0
2020-11-01 19:45:00;46;0;9;9;45;6;14;12;0;7;0;0;0;0;0
2020-11-01 20:00:00;47;1;13;5;42;10;16;11;0;0;3;0;0;0;0
2020-11-01 20:15:00;45;2;7;7;50;4;11;9;0;0;0;1;0;1;0
2020-11-01 20:30:00;45;1;8;2;43;1;17;9;0;0;0;0;0;0;0
2020-11-01 20:45:00;37;2;10;4;30;5;10;9;0;0;0;0;0;0;0
2020-11-01 21:00:00;32;0;8;6;42;5;14;4;0;0;0;0;0;0;0
2020-11-01 21:15:00;29;0;6;6;33;6;8;8;0;0;1;0;0;0;0
2020-11-01 21:30:00;31;0;7;5;28;2;17;10;0;0;0;0;0;0;0
2020-11-01 21:45:00;21;1;2;2;19;1;12;6;0;0;0;0;0;0;0
2020-11-01 22:00:00;22;1;5;3;25;1;9;5;0;0;0;0;0;0;0
2020-11-01 22:15:00;11;0;2;2;21;5;12;4;0;0;3;0;0;0;0
2020-11-01 22:30:00;16;2;1;2;18;2;11;4;0;0;1;0;0;0;0
2020-11-01 22:45:00;13;4;2;0;19;3;8;2;0;0;0;0;0;0;0
2020-11-01 23:00:00;12;1;1;5;13;2;7;7;0;0;1;0;0;0;0
2020-11-01 23:15:00;9;1;2;2;12;2;6;6;0;0;0;0;0;0;0
2020-11-01 23:30:00;4;0;0;2;11;2;3;1;0;0;0;0;0;0;0
2020-11-01 23:45:00;4;2;3;1;2;0;2;5;0;0;0;0;0;0;0
