DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2020-06-26 00:00:00;12;16;11;5;1;7;3;2;5
2020-06-26 00:15:00;10;11;12;5;2;9;7;1;1
2020-06-26 00:30:00;14;13;10;6;5;14;8;0;0
2020-06-26 00:45:00;4;12;5;5;4;6;2;0;0
2020-06-26 01:00:00;13;10;8;4;3;9;9;1;2
2020-06-26 01:15:00;3;5;6;3;3;11;5;1;1
2020-06-26 01:30:00;5;4;3;0;1;9;4;0;1
2020-06-26 01:45:00;5;5;4;4;3;12;4;1;2
2020-06-26 02:00:00;4;1;3;2;1;10;4;0;1
2020-06-26 02:15:00;1;4;7;4;4;10;8;1;1
2020-06-26 02:30:00;4;4;2;0;1;5;4;0;0
2020-06-26 02:45:00;5;4;4;2;2;5;0;0;0
2020-06-26 03:00:00;7;4;4;2;4;3;4;1;1
2020-06-26 03:15:00;9;5;2;2;1;6;4;0;0
2020-06-26 03:30:00;6;5;7;4;2;6;4;0;1
2020-06-26 03:45:00;6;7;7;4;2;7;7;0;0
2020-06-26 04:00:00;2;2;3;1;0;9;3;0;0
2020-06-26 04:15:00;8;5;6;1;1;11;8;0;0
2020-06-26 04:30:00;10;10;7;3;4;16;5;1;1
2020-06-26 04:45:00;9;7;8;6;3;16;3;1;1
2020-06-26 05:00:00;22;6;4;1;0;26;11;0;0
2020-06-26 05:15:00;23;13;20;6;1;30;23;4;3
2020-06-26 05:30:00;38;18;30;8;2;32;28;7;10
2020-06-26 05:45:00;51;14;38;9;5;72;52;2;7
2020-06-26 06:00:00;25;24;43;10;5;51;49;4;13
2020-06-26 06:15:00;59;46;74;13;7;75;57;5;14
2020-06-26 06:30:00;56;40;62;14;9;88;80;6;15
2020-06-26 06:45:00;80;59;56;16;11;84;74;9;14
2020-06-26 07:00:00;95;88;56;15;8;71;56;6;11
2020-06-26 07:15:00;87;93;72;17;10;62;67;4;13
2020-06-26 07:30:00;102;94;58;17;15;83;73;10;14
2020-06-26 07:45:00;94;83;54;19;14;102;66;13;97
2020-06-26 08:00:00;77;76;62;15;10;82;80;12;16
2020-06-26 08:15:00;81;68;64;17;16;85;59;10;14
2020-06-26 08:30:00;75;76;58;15;11;78;58;11;18
2020-06-26 08:45:00;98;80;80;21;9;80;75;10;17
2020-06-26 09:00:00;72;65;45;14;11;71;58;7;11
2020-06-26 09:15:00;94;98;100;27;14;86;77;12;16
2020-06-26 09:30:00;95;86;75;21;14;94;64;11;21
2020-06-26 09:45:00;94;73;76;15;13;109;89;11;14
2020-06-26 10:00:00;84;72;66;13;12;108;63;16;15
2020-06-26 10:15:00;83;81;63;15;9;106;75;12;24
2020-06-26 10:30:00;73;77;64;21;17;109;79;16;22
2020-06-26 10:45:00;92;95;72;26;12;92;85;16;19
2020-06-26 11:00:00;97;95;83;24;18;102;75;21;28
2020-06-26 11:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-26 11:30:00;84;100;78;32;10;103;77;9;16
2020-06-26 11:45:00;96;84;76;22;12;107;75;12;14
2020-06-26 12:00:00;104;117;87;30;12;98;75;27;84
2020-06-26 12:15:00;94;86;92;22;12;109;94;25;138
2020-06-26 12:30:00;91;122;92;27;12;104;114;18;24
2020-06-26 12:45:00;91;97;77;24;15;110;82;14;21
2020-06-26 13:00:00;88;108;67;26;15;100;93;13;25
2020-06-26 13:15:00;72;138;94;31;11;116;90;11;19
2020-06-26 13:30:00;74;111;72;20;9;112;103;18;20
2020-06-26 13:45:00;113;119;99;26;8;101;81;12;25
2020-06-26 14:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-26 14:15:00;104;115;88;37;14;106;89;11;19
2020-06-26 14:30:00;95;99;84;23;15;114;109;14;16
2020-06-26 14:45:00;101;103;100;25;15;122;107;19;90
2020-06-26 15:00:00;93;94;89;31;13;104;102;7;17
2020-06-26 15:15:00;83;83;84;25;14;93;83;17;24
2020-06-26 15:30:00;101;108;83;41;15;99;94;15;23
2020-06-26 15:45:00;89;101;87;32;10;80;83;10;15
2020-06-26 16:00:00;93;100;77;22;13;93;105;126;17
2020-06-26 16:15:00;99;111;91;29;9;97;86;12;16
2020-06-26 16:30:00;96;91;58;19;12;93;72;11;23
2020-06-26 16:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-26 17:00:00;107;121;65;40;16;84;81;14;24
2020-06-26 17:15:00;92;105;68;29;14;97;89;20;24
2020-06-26 17:30:00;82;84;69;26;18;87;76;18;25
2020-06-26 17:45:00;100;117;71;24;15;90;79;13;22
2020-06-26 18:00:00;91;94;52;23;17;86;72;22;29
2020-06-26 18:15:00;86;76;58;16;8;93;72;15;23
2020-06-26 18:30:00;72;74;65;20;17;90;63;7;53
2020-06-26 18:45:00;79;95;53;23;11;57;52;13;25
2020-06-26 19:00:00;75;82;58;18;19;70;46;18;19
2020-06-26 19:15:00;74;80;51;12;15;74;64;11;18
2020-06-26 19:30:00;64;71;55;17;16;61;36;13;20
2020-06-26 19:45:00;48;48;39;12;12;48;32;7;12
2020-06-26 20:00:00;53;59;41;13;14;48;37;9;17
2020-06-26 20:15:00;42;45;40;18;16;38;36;12;18
2020-06-26 20:30:00;49;45;29;6;10;44;31;6;7
2020-06-26 20:45:00;51;46;47;13;13;69;52;11;14
2020-06-26 21:00:00;34;41;35;13;9;61;93;11;34
2020-06-26 21:15:00;52;43;30;8;4;43;28;5;8
2020-06-26 21:30:00;31;40;27;6;7;34;29;8;12
2020-06-26 21:45:00;39;40;29;10;10;49;20;3;5
2020-06-26 22:00:00;31;33;27;10;4;37;28;2;5
2020-06-26 22:15:00;32;43;35;14;11;39;35;4;11
2020-06-26 22:30:00;23;26;29;13;9;39;21;3;9
2020-06-26 22:45:00;23;33;22;8;6;22;14;1;3
2020-06-26 23:00:00;35;31;20;8;10;34;20;2;5
2020-06-26 23:15:00;32;27;19;5;3;28;19;5;7
2020-06-26 23:30:00;17;22;16;6;4;19;21;2;3
2020-06-26 23:45:00;11;12;16;7;4;18;11;1;2
