DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2019-09-19 00:00:00;2;2;0;0;3;4;0;1
2019-09-19 00:15:00;6;2;0;0;3;2;0;0
2019-09-19 00:30:00;2;3;0;0;3;4;0;0
2019-09-19 00:45:00;2;2;0;0;4;5;0;0
2019-09-19 01:00:00;0;3;0;0;2;2;0;0
2019-09-19 01:15:00;4;3;0;0;2;6;0;0
2019-09-19 01:30:00;3;1;0;0;6;4;0;0
2019-09-19 01:45:00;3;3;0;0;1;2;0;0
2019-09-19 02:00:00;2;4;0;0;0;2;0;0
2019-09-19 02:15:00;4;2;0;0;3;2;0;0
2019-09-19 02:30:00;0;0;0;0;3;2;0;0
2019-09-19 02:45:00;0;1;0;0;1;1;0;0
2019-09-19 03:00:00;4;1;0;0;4;2;0;0
2019-09-19 03:15:00;5;2;0;0;1;1;0;0
2019-09-19 03:30:00;2;2;0;0;0;1;0;0
2019-09-19 03:45:00;3;2;0;0;1;2;0;0
2019-09-19 04:00:00;2;2;0;0;0;1;0;0
2019-09-19 04:15:00;4;5;0;0;8;4;0;0
2019-09-19 04:30:00;4;4;1;0;7;13;0;0
2019-09-19 04:45:00;2;2;0;0;7;22;0;0
2019-09-19 05:00:00;12;17;0;0;34;43;13;0
2019-09-19 05:15:00;13;24;0;0;94;135;21;2
2019-09-19 05:30:00;34;47;10;0;98;107;12;8
2019-09-19 05:45:00;82;104;4;0;84;65;24;14
2019-09-19 06:00:00;67;109;3;0;45;34;6;13
2019-09-19 06:15:00;39;62;3;0;73;50;14;8
2019-09-19 06:30:00;31;77;3;0;83;60;14;2
2019-09-19 06:45:00;24;61;3;0;71;69;13;1
2019-09-19 07:00:00;37;63;5;0;73;61;20;1
2019-09-19 07:15:00;44;78;5;0;69;74;18;0
2019-09-19 07:30:00;47;95;5;0;73;72;21;1
2019-09-19 07:45:00;34;67;10;0;81;85;14;0
2019-09-19 08:00:00;43;71;9;0;54;79;17;0
2019-09-19 08:15:00;44;76;14;0;60;59;13;1
2019-09-19 08:30:00;37;53;7;0;51;64;15;8
2019-09-19 08:45:00;31;51;13;0;46;47;4;2
2019-09-19 09:00:00;21;41;7;0;37;33;6;4
2019-09-19 09:15:00;27;48;14;0;40;31;3;10
2019-09-19 09:30:00;37;56;13;0;36;29;6;2
2019-09-19 09:45:00;30;46;13;0;45;32;8;2
2019-09-19 10:00:00;19;36;10;0;47;38;14;5
2019-09-19 10:15:00;32;41;8;0;43;41;13;2
2019-09-19 10:30:00;26;37;7;0;39;24;1;5
2019-09-19 10:45:00;23;36;15;0;39;39;2;2
2019-09-19 11:00:00;21;37;15;0;36;27;7;2
2019-09-19 11:15:00;25;51;12;0;34;30;12;8
2019-09-19 11:30:00;33;34;14;0;40;24;3;9
2019-09-19 11:45:00;34;36;12;0;35;36;8;20
2019-09-19 12:00:00;31;46;14;0;49;35;0;8
2019-09-19 12:15:00;30;48;10;0;48;32;3;24
2019-09-19 12:30:00;34;45;14;0;47;45;4;12
2019-09-19 12:45:00;27;57;11;0;47;46;9;15
2019-09-19 13:00:00;39;44;11;0;57;62;7;22
2019-09-19 13:15:00;30;37;12;0;80;71;12;7
2019-09-19 13:30:00;
2019-09-19 13:45:00;
2019-09-19 14:00:00;92;109;13;0;66;55;13;30
2019-09-19 14:15:00;130;159;14;0;41;44;9;20
2019-09-19 14:30:00;76;89;10;0;52;40;0;16
2019-09-19 14:45:00;65;69;13;0;42;39;8;20
2019-09-19 15:00:00;60;79;7;0;53;47;1;29
2019-09-19 15:15:00;58;59;11;0;92;77;0;24
2019-09-19 15:30:00;56;70;9;0;73;44;0;15
2019-09-19 15:45:00;47;69;11;0;55;62;0;15
2019-09-19 16:00:00;58;60;9;0;64;44;2;18
2019-09-19 16:15:00;71;72;9;0;55;59;1;17
2019-09-19 16:30:00;57;63;10;0;78;44;1;22
2019-09-19 16:45:00;43;50;9;0;71;53;4;21
2019-09-19 17:00:00;48;60;4;0;74;51;6;11
2019-09-19 17:15:00;52;63;9;0;67;44;6;12
2019-09-19 17:30:00;45;59;6;0;52;35;3;14
2019-09-19 17:45:00;42;40;6;0;57;33;0;8
2019-09-19 18:00:00;45;60;7;0;59;31;1;11
2019-09-19 18:15:00;34;35;8;0;62;25;0;11
2019-09-19 18:30:00;45;46;7;0;41;21;1;10
2019-09-19 18:45:00;35;45;7;0;32;19;0;7
2019-09-19 19:00:00;23;48;4;0;29;11;0;15
2019-09-19 19:15:00;26;47;4;0;26;19;0;1
2019-09-19 19:30:00;20;32;2;0;26;16;9;2
2019-09-19 19:45:00;19;28;3;0;26;10;1;0
2019-09-19 20:00:00;13;27;2;0;28;22;0;1
2019-09-19 20:15:00;13;15;1;0;21;14;2;0
2019-09-19 20:30:00;17;20;2;0;19;19;8;4
2019-09-19 20:45:00;11;14;3;0;35;48;13;1
2019-09-19 21:00:00;13;26;3;0;44;64;20;0
2019-09-19 21:15:00;15;17;2;0;88;94;27;1
2019-09-19 21:30:00;17;39;3;0;41;52;18;4
2019-09-19 21:45:00;58;115;6;0;28;28;1;78
2019-09-19 22:00:00;70;108;6;0;48;32;0;18
2019-09-19 22:15:00;29;30;2;0;24;23;1;6
2019-09-19 22:30:00;15;13;2;0;30;19;2;1
2019-09-19 22:45:00;8;4;1;0;17;12;0;0
2019-09-19 23:00:00;4;5;0;0;8;6;0;0
2019-09-19 23:15:00;7;4;0;0;14;11;0;0
