DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2020-04-03 00:00:00;2;4;2;1;0;1;0;1;1
2020-04-03 00:15:00;3;5;4;3;0;4;2;0;0
2020-04-03 00:30:00;4;7;5;5;2;7;1;0;0
2020-04-03 00:45:00;8;2;1;0;0;2;1;0;0
2020-04-03 01:00:00;5;2;1;0;0;3;3;0;0
2020-04-03 01:15:00;2;7;3;4;1;4;1;1;1
2020-04-03 01:30:00;0;0;4;1;0;8;6;0;0
2020-04-03 01:45:00;4;4;3;2;1;11;3;1;0
2020-04-03 02:00:00;0;2;1;1;1;7;4;0;0
2020-04-03 02:15:00;1;3;8;2;1;6;7;0;1
2020-04-03 02:30:00;1;2;2;4;2;4;1;0;0
2020-04-03 02:45:00;4;4;5;3;1;6;4;0;0
2020-04-03 03:00:00;1;2;3;4;0;0;3;0;0
2020-04-03 03:15:00;2;2;3;1;1;6;2;0;0
2020-04-03 03:30:00;10;7;2;2;2;2;0;0;0
2020-04-03 03:45:00;3;0;2;0;0;3;3;0;0
2020-04-03 04:00:00;1;2;4;3;2;5;3;1;2
2020-04-03 04:15:00;4;9;8;4;5;6;4;0;0
2020-04-03 04:30:00;3;10;8;4;2;11;11;0;0
2020-04-03 04:45:00;3;1;4;1;0;10;5;2;2
2020-04-03 05:00:00;5;3;4;1;1;19;7;1;2
2020-04-03 05:15:00;12;13;13;1;1;26;10;1;3
2020-04-03 05:30:00;27;11;13;3;4;37;23;4;5
2020-04-03 05:45:00;28;22;35;9;4;63;43;4;8
2020-04-03 06:00:00;29;15;16;5;3;36;20;5;6
2020-04-03 06:15:00;38;28;29;4;4;52;30;1;4
2020-04-03 06:30:00;38;34;32;7;12;51;48;2;6
2020-04-03 06:45:00;44;49;61;7;7;51;53;1;5
2020-04-03 07:00:00;60;59;53;15;9;40;48;4;11
2020-04-03 07:15:00;69;63;48;12;9;53;39;2;10
2020-04-03 07:30:00;53;74;58;20;11;63;49;6;9
2020-04-03 07:45:00;56;63;53;14;10;56;45;7;12
2020-04-03 08:00:00;51;49;41;9;7;49;37;7;12
