DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-11-06 00:00:00;0;9;0;2;1;3;12;4;0;0
2020-11-06 00:15:00;0;5;0;0;0;0;11;6;2;1
2020-11-06 00:30:00;0;7;0;0;0;0;9;4;0;0
2020-11-06 00:45:00;0;6;1;0;0;0;14;5;1;1
2020-11-06 01:00:00;0;8;0;1;2;0;8;6;0;0
2020-11-06 01:15:00;0;7;0;1;0;2;9;6;0;0
2020-11-06 01:30:00;0;4;1;0;0;0;3;2;0;0
2020-11-06 01:45:00;0;6;0;0;0;0;9;2;1;1
2020-11-06 02:00:00;0;9;0;2;2;0;4;2;0;0
2020-11-06 02:15:00;0;5;0;0;0;2;5;2;0;0
2020-11-06 02:30:00;0;8;1;0;1;0;6;2;0;0
2020-11-06 02:45:00;0;5;0;0;0;0;7;4;0;0
2020-11-06 03:00:00;0;4;0;0;0;0;7;0;0;0
2020-11-06 03:15:00;0;7;2;1;0;3;4;5;0;0
2020-11-06 03:30:00;0;3;0;0;0;2;5;5;0;0
2020-11-06 03:45:00;0;7;0;0;0;1;11;1;0;0
2020-11-06 04:00:00;0;4;0;1;0;0;4;2;1;1
2020-11-06 04:15:00;0;6;1;0;0;4;14;6;1;0
2020-11-06 04:30:00;0;14;0;1;1;10;15;8;2;1
2020-11-06 04:45:00;0;23;1;1;1;22;31;15;1;1
2020-11-06 05:00:00;0;24;0;4;0;62;32;49;1;2
2020-11-06 05:15:00;0;41;2;2;0;192;59;84;6;9
2020-11-06 05:30:00;0;47;6;9;13;192;45;76;7;13
2020-11-06 05:45:00;0;95;26;49;58;129;35;68;14;20
2020-11-06 06:00:00;0;111;26;76;60;83;55;80;10;12
2020-11-06 06:15:00;0;97;7;23;30;127;45;100;16;23
2020-11-06 06:30:00;0;79;4;5;15;180;45;118;11;28
2020-11-06 06:45:00;0;87;3;12;10;133;53;105;21;32
2020-11-06 07:00:00;0;79;5;11;5;99;48;77;21;24
2020-11-06 07:15:00;0;70;9;17;9;95;64;111;15;17
2020-11-06 07:30:00;0;77;5;19;12;100;60;114;8;13
2020-11-06 07:45:00;0;85;10;10;8;98;63;109;20;19
2020-11-06 08:00:00;0;69;10;11;11;73;62;94;18;18
2020-11-06 08:15:00;0;94;7;13;15;69;72;96;6;5
2020-11-06 08:30:00;0;76;0;12;9;78;78;110;13;8
2020-11-06 08:45:00;0;103;5;14;18;63;61;109;9;5
2020-11-06 09:00:00;0;72;6;13;8;43;61;90;4;3
2020-11-06 09:15:00;0;89;3;11;16;51;62;112;8;5
2020-11-06 09:30:00;0;78;15;16;26;36;69;105;13;4
2020-11-06 09:45:00;0;92;12;15;14;51;71;99;15;6
2020-11-06 10:00:00;0;113;9;16;14;36;87;90;5;2
2020-11-06 10:15:00;0;114;8;13;22;40;74;94;7;2
2020-11-06 10:30:00;0;101;8;9;12;37;69;89;5;2
2020-11-06 10:45:00;0;110;6;15;16;46;88;104;9;3
2020-11-06 11:00:00;0;114;8;17;19;38;81;99;14;9
2020-11-06 11:15:00;0;123;10;15;16;50;97;116;9;8
2020-11-06 11:30:00;0;138;7;16;18;53;88;102;11;4
2020-11-06 11:45:00;0;126;9;13;18;76;86;111;10;9
2020-11-06 12:00:00;0;141;14;40;39;67;88;96;7;6
2020-11-06 12:15:00;0;136;17;32;45;38;93;120;6;2
2020-11-06 12:30:00;0;146;25;52;54;31;85;109;8;4
2020-11-06 12:45:00;0;139;31;43;46;50;86;117;8;7
2020-11-06 13:00:00;0;153;32;41;40;81;103;132;10;3
2020-11-06 13:15:00;0;148;17;27;31;118;105;141;13;13
2020-11-06 13:30:00;0;139;11;32;29;149;102;144;13;10
2020-11-06 13:45:00;0;143;15;41;37;134;100;165;18;9
2020-11-06 14:00:00;0;183;28;61;55;88;98;158;10;8
2020-11-06 14:15:00;0;169;31;99;102;37;85;125;10;7
2020-11-06 14:30:00;0;187;25;84;102;24;91;138;12;1
2020-11-06 14:45:00;0;179;19;42;62;37;104;133;7;4
2020-11-06 15:00:00;0;165;17;51;61;35;86;121;10;5
2020-11-06 15:15:00;0;156;16;56;62;30;92;146;12;6
2020-11-06 15:30:00;0;148;19;32;32;27;103;147;10;8
2020-11-06 15:45:00;0;148;20;26;34;25;100;121;7;4
2020-11-06 16:00:00;0;137;10;26;41;29;112;146;5;1
2020-11-06 16:15:00;0;147;15;20;23;30;96;141;11;1
2020-11-06 16:30:00;0;145;8;16;19;15;101;141;10;4
2020-11-06 16:45:00;0;145;11;12;29;27;111;147;15;2
2020-11-06 17:00:00;0;132;8;20;17;19;117;150;6;3
2020-11-06 17:15:00;0;146;5;17;18;18;106;127;8;0
2020-11-06 17:30:00;0;139;4;15;22;27;100;122;5;2
2020-11-06 17:45:00;0;133;2;12;8;13;95;126;6;1
2020-11-06 18:00:00;0;124;6;12;9;19;96;118;5;5
2020-11-06 18:15:00;0;111;4;6;14;21;86;107;10;4
2020-11-06 18:30:00;0;114;4;8;8;19;80;100;5;0
2020-11-06 18:45:00;0;104;5;8;10;11;88;108;5;2
2020-11-06 19:00:00;0;97;3;8;5;17;75;81;8;2
2020-11-06 19:15:00;0;84;3;7;5;10;63;93;4;2
2020-11-06 19:30:00;0;82;3;5;6;17;56;83;4;2
2020-11-06 19:45:00;0;69;2;6;7;10;54;61;2;0
2020-11-06 20:00:00;0;58;3;6;7;22;67;65;4;2
2020-11-06 20:15:00;0;58;3;5;2;15;48;57;4;0
2020-11-06 20:30:00;0;45;1;5;2;28;51;68;4;0
2020-11-06 20:45:00;0;58;0;5;4;57;53;55;3;0
2020-11-06 21:00:00;0;47;5;5;7;108;50;64;3;7
2020-11-06 21:15:00;0;47;2;5;3;135;60;91;3;2
2020-11-06 21:30:00;0;55;0;14;13;100;55;77;5;8
2020-11-06 21:45:00;0;59;4;38;49;40;43;40;6;4
2020-11-06 22:00:00;0;94;22;72;75;4;40;32;5;4
2020-11-06 22:15:00;0;74;5;20;19;8;44;39;1;1
2020-11-06 22:30:00;0;35;4;6;4;9;32;27;3;0
2020-11-06 22:45:00;0;27;0;3;5;12;24;22;1;0
2020-11-06 23:00:00;0;30;0;1;5;8;25;16;1;1
2020-11-06 23:15:00;0;16;2;3;2;5;29;22;0;0
2020-11-06 23:30:00;0;26;1;0;2;5;27;10;2;3
2020-11-06 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
