DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2019-11-24 00:00:00;8;5;1;1;9;5;0
2019-11-24 00:15:00;17;7;5;1;25;11;0
2019-11-24 00:30:00;11;8;6;3;15;14;0
2019-11-24 00:45:00;11;6;3;4;16;6;0
2019-11-24 01:00:00;9;4;3;0;13;6;0
2019-11-24 01:15:00;9;3;1;1;16;7;0
2019-11-24 01:30:00;14;4;1;0;13;3;0
2019-11-24 01:45:00;12;4;5;0;10;8;0
2019-11-24 02:00:00;9;2;3;0;7;8;0
2019-11-24 02:15:00;9;4;5;0;6;3;0
2019-11-24 02:30:00;10;6;4;2;8;5;0
2019-11-24 02:45:00;5;2;1;2;2;2;0
2019-11-24 03:00:00;7;4;5;1;9;3;0
2019-11-24 03:15:00;6;1;1;2;2;2;0
2019-11-24 03:30:00;6;2;1;2;4;3;0
2019-11-24 03:45:00;3;3;3;0;7;3;0
2019-11-24 04:00:00;5;5;5;0;6;4;0
2019-11-24 04:15:00;5;6;3;0;5;3;0
2019-11-24 04:30:00;9;4;3;0;1;1;0
2019-11-24 04:45:00;4;2;2;0;2;1;0
2019-11-24 05:00:00;2;2;2;1;6;2;0
2019-11-24 05:15:00;8;4;2;1;9;3;0
2019-11-24 05:30:00;7;5;4;1;3;1;0
2019-11-24 05:45:00;5;4;2;2;6;2;0
2019-11-24 06:00:00;5;2;2;1;4;2;0
2019-11-24 06:15:00;3;4;4;1;6;3;0
2019-11-24 06:30:00;4;5;1;0;3;2;0
2019-11-24 06:45:00;4;3;1;0;5;1;0
2019-11-24 07:00:00;2;1;1;0;5;4;0
2019-11-24 07:15:00;7;7;7;6;7;4;0
2019-11-24 07:30:00;8;1;1;6;10;5;0
2019-11-24 07:45:00;10;4;0;0;7;5;0
2019-11-24 08:00:00;15;8;0;3;13;6;0
2019-11-24 08:15:00;18;3;2;5;12;10;0
2019-11-24 08:30:00;22;10;7;6;21;9;0
2019-11-24 08:45:00;27;9;8;9;30;15;0
2019-11-24 09:00:00;33;12;8;11;23;10;0
2019-11-24 09:15:00;35;13;13;13;40;18;0
2019-11-24 09:30:00;38;18;12;9;38;15;0
2019-11-24 09:45:00;40;13;12;18;36;29;0
2019-11-24 10:00:00;34;17;13;10;29;13;0
2019-11-24 10:15:00;48;11;8;10;28;20;0
2019-11-24 10:30:00;46;17;11;9;34;21;0
2019-11-24 10:45:00;35;23;14;10;38;20;0
2019-11-24 11:00:00;40;25;23;14;35;20;1
2019-11-24 11:15:00;35;13;12;9;58;28;0
2019-11-24 11:30:00;48;17;11;20;47;24;0
2019-11-24 11:45:00;32;19;14;11;58;24;1
2019-11-24 12:00:00;44;15;11;9;53;17;0
2019-11-24 12:15:00;40;18;12;5;32;13;0
2019-11-24 12:30:00;39;16;13;9;36;19;0
2019-11-24 12:45:00;44;20;14;11;43;18;0
2019-11-24 13:00:00;32;13;8;3;42;17;0
2019-11-24 13:15:00;40;16;12;13;55;25;0
2019-11-24 13:30:00;44;25;16;10;40;23;0
2019-11-24 13:45:00;49;29;18;16;40;22;0
2019-11-24 14:00:00;63;25;18;11;48;19;0
2019-11-24 14:15:00;59;28;23;13;61;26;0
2019-11-24 14:30:00;62;35;28;5;41;17;0
2019-11-24 14:45:00;66;34;21;12;56;26;0
2019-11-24 15:00:00;45;27;20;17;56;14;0
2019-11-24 15:15:00;55;32;22;16;54;34;0
2019-11-24 15:30:00;40;15;13;9;28;17;0
2019-11-24 15:45:00;59;25;19;11;63;22;0
2019-11-24 16:00:00;46;22;18;14;50;16;0
2019-11-24 16:15:00;49;24;20;15;42;23;0
2019-11-24 16:30:00;45;28;22;15;43;10;0
2019-11-24 16:45:00;65;35;27;11;51;17;0
2019-11-24 17:00:00;55;33;27;14;40;20;1
2019-11-24 17:15:00;49;27;23;14;67;25;0
2019-11-24 17:30:00;61;30;19;12;36;11;3
2019-11-24 17:45:00;74;30;22;12;62;20;0
2019-11-24 18:00:00;43;16;14;14;38;16;0
2019-11-24 18:15:00;54;27;19;6;38;14;0
2019-11-24 18:30:00;38;18;13;9;42;16;0
2019-11-24 18:45:00;43;21;17;1;45;26;0
2019-11-24 19:00:00;34;12;11;7;27;16;0
2019-11-24 19:15:00;36;10;5;4;26;18;0
2019-11-24 19:30:00;30;15;12;1;36;9;0
2019-11-24 19:45:00;36;19;16;4;27;17;0
2019-11-24 20:00:00;38;15;9;3;31;9;0
2019-11-24 20:15:00;28;15;10;2;18;15;0
2019-11-24 20:30:00;16;6;4;3;24;9;0
2019-11-24 20:45:00;17;4;0;3;22;8;0
2019-11-24 21:00:00;16;8;7;3;23;9;0
2019-11-24 21:15:00;35;16;11;2;22;8;0
2019-11-24 21:30:00;19;9;8;5;67;18;0
2019-11-24 21:45:00;15;8;6;1;39;11;0
2019-11-24 22:00:00;10;8;8;3;26;8;0
2019-11-24 22:15:00;14;7;4;7;23;10;0
2019-11-24 22:30:00;12;7;6;2;20;8;0
2019-11-24 22:45:00;12;5;2;6;14;8;0
2019-11-24 23:00:00;5;7;4;3;11;5;0
2019-11-24 23:15:00;6;3;2;2;8;5;0
2019-11-24 23:30:00;7;5;3;3;7;3;0
2019-11-24 23:45:00;3;4;3;2;9;4;0
