DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DA4);12(TAA);13(TAFBA);14(TAFBB);15(TAC);16(TAFBC);17(TAFBD);18(TAFBE)
2020-04-20 00:00:00;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 00:15:00;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 00:30:00;2;3;2;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0
2020-04-20 00:45:00;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 01:00:00;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 01:15:00;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 01:30:00;0;1;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 01:45:00;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 02:00:00;1;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 02:15:00;1;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 02:30:00;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 02:45:00;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 03:00:00;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 03:15:00;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 03:30:00;3;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 03:45:00;0;2;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 04:00:00;3;2;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 04:15:00;1;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 04:30:00;4;1;2;1;1;1;3;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 04:45:00;1;3;0;1;0;2;6;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 05:00:00;1;12;0;4;0;1;11;1;0;0;0;0;0;0;0;0;0;0
2020-04-20 05:15:00;14;13;2;2;2;4;17;0;0;0;1;0;0;0;5;0;0;0
2020-04-20 05:30:00;30;25;1;4;1;5;24;1;0;0;2;6;0;0;5;0;0;0
2020-04-20 05:45:00;39;17;2;6;2;7;42;0;1;1;1;1;0;0;6;0;0;0
2020-04-20 06:00:00;21;10;5;3;1;7;30;0;2;1;1;0;0;0;1;0;0;0
2020-04-20 06:15:00;28;25;3;3;2;7;48;0;2;2;4;3;0;0;0;0;0;0
2020-04-20 06:30:00;38;36;3;9;2;19;62;0;1;5;1;0;0;0;85;0;0;0
2020-04-20 06:45:00;38;25;5;5;1;23;62;0;3;3;5;3;0;0;6;1;0;0
2020-04-20 07:00:00;38;30;2;4;0;21;41;0;1;3;4;3;0;0;4;1;0;0
2020-04-20 07:15:00;38;35;6;5;1;24;41;3;3;3;9;5;0;0;12;0;0;0
2020-04-20 07:30:00;36;40;6;2;2;28;39;0;1;2;10;2;0;0;1;0;0;0
2020-04-20 07:45:00;38;34;7;2;1;21;47;2;3;2;7;8;0;0;3;0;0;0
2020-04-20 08:00:00;36;27;6;3;1;23;42;0;0;0;12;2;0;0;6;0;0;0
2020-04-20 08:15:00;26;16;6;5;3;24;43;2;8;6;8;0;0;0;6;0;0;0
2020-04-20 08:30:00;26;19;9;5;4;11;25;1;5;2;6;0;0;0;0;0;0;0
2020-04-20 08:45:00;23;15;13;4;1;18;29;2;4;3;3;0;0;0;0;0;0;0
2020-04-20 09:00:00;27;15;9;0;1;23;26;4;0;4;4;0;0;0;6;0;0;0
2020-04-20 09:15:00;29;14;6;6;1;20;43;2;3;3;1;3;0;0;0;0;0;0
2020-04-20 09:30:00;29;22;8;2;2;24;22;2;1;2;1;8;0;0;0;0;0;0
2020-04-20 09:45:00;23;20;6;5;5;21;21;3;2;2;4;6;0;0;0;0;0;0
2020-04-20 10:00:00;30;18;11;4;2;22;27;2;0;0;5;0;0;0;0;0;0;0
2020-04-20 10:15:00;26;17;11;7;3;25;26;3;4;5;6;0;0;0;1;0;0;0
2020-04-20 10:30:00;30;18;13;4;1;22;33;10;0;0;4;4;0;0;7;0;0;0
2020-04-20 10:45:00;27;22;18;7;4;22;35;9;3;3;1;5;0;0;0;0;0;0
2020-04-20 11:00:00;28;23;11;2;5;24;25;5;1;2;3;5;0;0;4;1;0;0
2020-04-20 11:15:00;27;21;7;5;4;28;40;4;3;3;3;4;0;0;12;0;0;0
2020-04-20 11:30:00;27;17;12;4;3;28;33;2;1;4;4;5;0;0;4;0;0;1
2020-04-20 11:45:00;25;18;11;2;2;21;22;5;2;2;2;0;0;0;7;0;0;0
2020-04-20 12:00:00;39;29;18;1;5;36;40;5;1;1;7;2;0;0;5;0;0;0
2020-04-20 12:15:00;41;18;11;5;6;19;21;4;4;3;3;0;0;0;18;0;0;0
2020-04-20 12:30:00;29;24;17;6;3;24;27;2;3;2;7;1;0;0;4;0;0;0
2020-04-20 12:45:00;31;22;15;8;3;28;33;5;3;1;1;1;0;0;5;0;2;0
2020-04-20 13:00:00;38;25;13;6;6;34;31;2;2;1;5;0;0;0;3;0;0;0
2020-04-20 13:15:00;31;16;12;6;1;27;27;5;3;1;4;15;0;0;4;0;0;0
2020-04-20 13:30:00;31;19;8;4;1;21;39;2;2;2;3;8;0;0;14;0;0;0
2020-04-20 13:45:00;37;18;16;3;3;35;41;1;1;1;0;5;0;0;0;0;0;0
2020-04-20 14:00:00;32;27;20;11;6;28;54;3;4;0;3;8;0;0;15;0;0;0
2020-04-20 14:15:00;34;22;11;7;3;31;50;4;4;5;2;0;0;0;51;0;0;0
2020-04-20 14:30:00;36;29;34;2;3;28;30;6;1;1;3;2;0;0;24;0;0;0
2020-04-20 14:45:00;44;20;25;6;3;24;33;4;5;2;4;4;0;0;24;0;0;0
2020-04-20 15:00:00;41;38;26;4;2;39;46;5;1;0;2;9;0;0;25;0;0;0
2020-04-20 15:15:00;46;39;27;2;2;28;39;5;5;4;5;29;0;0;12;0;0;0
2020-04-20 15:30:00;48;41;18;5;2;26;32;4;1;0;2;3;0;0;12;4;0;0
2020-04-20 15:45:00;28;23;22;3;2;38;32;3;3;7;5;14;0;0;13;0;0;0
2020-04-20 16:00:00;39;38;17;6;5;29;42;2;0;1;5;19;0;0;25;0;0;0
2020-04-20 16:15:00;43;35;22;7;4;34;27;3;5;5;4;12;0;0;7;0;0;0
2020-04-20 16:30:00;43;19;21;6;3;35;45;3;1;1;3;6;0;0;2;0;0;0
2020-04-20 16:45:00;27;34;14;9;6;33;43;5;2;2;2;11;0;0;0;0;0;0
2020-04-20 17:00:00;31;28;23;3;3;29;25;2;2;2;3;0;0;0;12;0;0;0
2020-04-20 17:15:00;33;23;14;4;3;23;25;2;4;3;2;5;0;0;0;0;0;0
2020-04-20 17:30:00;22;31;13;3;4;28;23;1;1;2;2;1;0;0;0;0;0;0
2020-04-20 17:45:00;23;15;17;4;2;27;31;6;5;4;1;0;0;0;7;0;0;0
2020-04-20 18:00:00;24;21;19;5;3;30;23;4;0;1;2;4;0;0;3;0;0;0
2020-04-20 18:15:00;17;21;17;3;2;30;25;1;8;3;2;1;1;0;6;0;0;0
2020-04-20 18:30:00;22;13;12;1;3;27;28;2;1;1;0;8;4;0;0;0;0;0
2020-04-20 18:45:00;16;13;10;8;3;28;22;1;3;2;0;3;0;0;2;0;0;0
2020-04-20 19:00:00;20;21;17;7;1;18;19;2;3;2;2;0;0;0;1;0;0;0
2020-04-20 19:15:00;8;8;5;2;2;16;15;1;3;4;0;0;0;0;1;0;0;0
2020-04-20 19:30:00;9;11;13;3;3;12;15;1;1;1;0;3;0;0;1;0;0;0
2020-04-20 19:45:00;5;5;4;5;2;16;15;2;2;2;1;0;0;0;1;0;0;0
2020-04-20 20:00:00;10;13;10;2;1;19;8;0;0;0;0;0;0;0;5;0;0;0
2020-04-20 20:15:00;9;6;6;1;3;12;14;1;3;2;1;0;0;0;0;0;0;0
