DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC)
2020-05-18 00:00:00;9;2;8;3;0;0;0;0;0;0;0;0
2020-05-18 00:15:00;12;11;10;6;0;0;0;0;0;0;0;0
2020-05-18 00:30:00;11;5;7;7;0;0;0;0;0;0;0;0
2020-05-18 00:45:00;5;8;8;4;0;0;0;0;0;0;0;0
2020-05-18 01:00:00;7;3;3;2;0;0;0;0;0;0;0;0
2020-05-18 01:15:00;7;1;2;1;0;0;0;0;0;0;0;0
2020-05-18 01:30:00;6;2;3;3;0;0;0;0;0;0;0;0
2020-05-18 01:45:00;2;1;13;2;0;0;0;0;0;0;0;0
2020-05-18 02:00:00;5;2;6;2;0;0;0;0;0;0;0;0
2020-05-18 02:15:00;3;2;4;1;0;0;0;0;0;0;0;0
2020-05-18 02:30:00;8;0;4;1;0;0;0;0;0;0;0;0
2020-05-18 02:45:00;3;1;6;1;0;0;0;0;0;0;0;0
2020-05-18 03:00:00;7;1;3;1;0;0;0;0;0;0;0;0
2020-05-18 03:15:00;2;0;2;0;0;0;0;0;0;0;0;0
2020-05-18 03:30:00;5;4;3;1;0;0;0;0;0;0;0;0
2020-05-18 03:45:00;4;1;2;2;0;0;0;0;0;0;0;0
2020-05-18 04:00:00;5;4;4;4;0;0;0;0;0;0;0;0
2020-05-18 04:15:00;7;3;5;5;0;0;0;0;0;0;0;0
2020-05-18 04:30:00;5;1;7;4;0;0;0;0;0;0;0;0
2020-05-18 04:45:00;21;5;14;13;0;0;0;0;0;0;0;0
2020-05-18 05:00:00;10;10;16;15;0;0;0;0;0;0;0;0
2020-05-18 05:15:00;23;12;17;13;0;0;0;0;0;0;0;0
2020-05-18 05:30:00;42;19;28;32;0;0;0;0;0;0;0;0
2020-05-18 05:45:00;77;23;40;34;0;0;0;0;0;0;0;0
2020-05-18 06:00:00;44;15;32;26;0;0;0;0;0;0;0;0
2020-05-18 06:15:00;57;23;50;64;0;3;0;0;0;0;0;0
2020-05-18 06:30:00;95;43;59;76;0;0;0;0;2;0;0;0
2020-05-18 06:45:00;111;55;49;72;0;14;0;3;11;3;1;0
2020-05-18 07:00:00;99;61;61;62;67;1;0;0;3;20;0;0
2020-05-18 07:15:00;109;63;72;89;17;8;0;1;10;28;0;0
2020-05-18 07:30:00;118;65;86;78;3;29;0;5;6;10;6;0
2020-05-18 07:45:00;123;68;85;91;0;24;0;0;4;0;4;0
2020-05-18 08:00:00;103;49;72;63;0;14;0;0;19;3;0;0
2020-05-18 08:15:00;91;57;66;70;5;0;0;0;3;8;0;0
2020-05-18 08:30:00;95;56;60;64;13;1;0;0;2;6;0;0
2020-05-18 08:45:00;102;66;61;68;6;7;3;0;6;0;0;0
2020-05-18 09:00:00;101;66;66;64;8;0;0;0;0;14;0;1
2020-05-18 09:15:00;112;79;58;72;9;0;2;0;0;11;0;0
2020-05-18 09:30:00;89;62;65;72;5;0;0;0;6;12;0;0
2020-05-18 09:45:00;103;60;88;94;4;7;3;0;13;19;3;2
2020-05-18 10:00:00;125;71;78;64;13;8;0;0;17;9;14;0
2020-05-18 10:15:00;118;83;77;80;4;26;0;11;17;11;11;0
2020-05-18 10:30:00;121;84;77;69;7;0;1;0;5;11;0;0
2020-05-18 10:45:00;114;86;100;98;15;1;13;0;56;25;0;3
2020-05-18 11:00:00;112;85;90;98;2;13;0;0;0;22;0;0
2020-05-18 11:15:00;117;60;83;96;21;0;0;0;6;10;0;4
2020-05-18 11:30:00;101;66;80;112;14;3;1;0;0;20;0;0
2020-05-18 11:45:00;103;75;101;110;8;17;0;0;38;10;0;0
2020-05-18 12:00:00;113;80;81;108;90;9;0;0;11;27;0;0
2020-05-18 12:15:00;97;60;93;96;7;4;0;0;17;11;1;0
2020-05-18 12:30:00;106;79;83;94;2;6;0;0;25;13;0;0
2020-05-18 12:45:00;123;73;89;97;8;10;0;0;15;2;0;0
2020-05-18 13:00:00;93;58;77;96;37;8;0;0;7;16;4;2
2020-05-18 13:15:00;104;68;94;101;9;3;2;0;6;16;0;2
2020-05-18 13:30:00;48;32;30;34;1;0;0;0;1;4;0;0
2020-05-18 13:45:00;134;90;84;87;0;23;0;0;36;1;0;0
2020-05-18 14:00:00;108;79;106;85;15;8;0;0;9;11;0;4
2020-05-18 14:15:00;127;78;93;113;13;4;0;0;9;33;0;0
2020-05-18 14:30:00;127;78;99;110;9;4;0;0;9;16;0;0
2020-05-18 14:45:00;99;79;89;99;27;9;9;0;7;33;0;0
2020-05-18 15:00:00;137;89;98;118;13;8;2;6;51;18;0;0
2020-05-18 15:15:00;126;95;104;133;13;8;0;0;3;13;2;0
