DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-06-07 00:00:00;16;14;1;0;4;16;15;3;0;1;0;0;0;0
2020-06-07 00:15:00;18;17;3;0;3;22;23;7;0;2;0;0;0;0
2020-06-07 00:30:00;14;22;4;6;9;14;14;4;0;1;0;0;0;0
2020-06-07 00:45:00;17;11;3;1;6;25;13;5;0;0;0;0;0;0
2020-06-07 01:00:00;14;13;3;1;2;15;15;3;0;1;0;0;0;0
2020-06-07 01:15:00;13;9;3;1;3;12;19;10;0;1;0;0;0;0
2020-06-07 01:30:00;6;7;3;2;3;7;9;3;0;2;0;0;0;0
2020-06-07 01:45:00;8;11;5;1;3;13;11;4;0;0;0;0;0;0
2020-06-07 02:00:00;4;6;0;0;2;8;9;2;0;0;0;0;0;0
2020-06-07 02:15:00;7;7;1;0;1;8;5;3;0;1;0;0;0;0
2020-06-07 02:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-07 02:45:00;1;3;0;0;1;3;4;0;0;0;0;0;0;0
2020-06-07 03:00:00;1;0;0;0;1;7;7;3;0;1;0;0;0;0
2020-06-07 03:15:00;1;3;0;1;3;7;5;3;0;1;0;0;0;0
2020-06-07 03:30:00;1;5;1;1;3;4;4;2;0;0;0;0;0;0
2020-06-07 03:45:00;0;2;0;0;2;2;3;0;0;1;0;0;0;0
2020-06-07 04:00:00;3;2;0;0;1;0;1;0;0;0;0;0;0;0
2020-06-07 04:15:00;0;1;0;1;1;3;0;1;0;1;0;0;0;0
2020-06-07 04:30:00;2;4;0;0;0;2;2;0;0;0;0;0;0;0
2020-06-07 04:45:00;3;1;1;0;3;0;3;2;0;0;0;0;0;0
2020-06-07 05:00:00;4;2;0;1;2;4;5;1;0;0;0;0;0;0
2020-06-07 05:15:00;4;2;1;4;4;5;5;0;0;1;0;0;0;0
2020-06-07 05:30:00;12;9;3;1;2;3;5;0;0;1;0;0;0;0
