DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2019-09-20 00:00:00;2;6;9;1;0;0;9;0;0
2019-09-20 00:15:00;0;1;4;0;0;1;13;0;0
2019-09-20 00:30:00;3;4;5;2;0;1;10;0;0
2019-09-20 00:45:00;2;4;8;0;0;0;5;0;0
2019-09-20 01:00:00;1;0;2;0;0;0;4;0;0
2019-09-20 01:15:00;1;2;3;0;0;0;1;0;0
2019-09-20 01:30:00;0;1;1;0;0;0;5;0;0
2019-09-20 01:45:00;0;0;1;0;1;1;10;0;0
2019-09-20 02:00:00;0;0;0;0;0;0;3;0;0
2019-09-20 02:15:00;2;1;2;0;0;0;1;0;0
2019-09-20 02:30:00;0;1;1;0;0;0;2;0;0
2019-09-20 02:45:00;2;1;2;0;0;0;1;0;0
2019-09-20 03:00:00;1;1;2;0;0;0;3;0;0
2019-09-20 03:15:00;1;3;3;0;0;0;1;0;0
2019-09-20 03:30:00;5;9;9;2;0;1;2;0;0
2019-09-20 03:45:00;0;1;2;0;0;0;4;0;0
2019-09-20 04:00:00;1;3;3;2;1;1;2;0;0
2019-09-20 04:15:00;2;5;10;1;0;0;4;0;0
2019-09-20 04:30:00;9;8;11;0;0;1;6;0;0
2019-09-20 04:45:00;3;16;20;4;1;2;14;0;0
2019-09-20 05:00:00;4;8;15;6;3;4;25;0;0
2019-09-20 05:15:00;14;17;44;3;2;7;56;0;0
2019-09-20 05:30:00;7;23;38;11;8;9;68;0;0
2019-09-20 05:45:00;21;37;57;23;3;8;54;0;0
2019-09-20 06:00:00;25;25;44;32;5;6;36;0;0
2019-09-20 06:15:00;34;40;62;31;17;19;79;0;4
2019-09-20 06:30:00;23;52;75;28;22;38;90;1;1
2019-09-20 06:45:00;14;75;84;26;26;42;97;0;3
2019-09-20 07:00:00;255;76;77;26;21;29;121;0;5
2019-09-20 07:15:00;3;82;91;37;20;28;128;11;5
2019-09-20 07:30:00;1;118;129;29;17;26;155;11;18
2019-09-20 07:45:00;1;142;140;23;14;33;140;5;4
2019-09-20 08:00:00;0;98;104;27;10;20;120;4;9
2019-09-20 08:15:00;0;97;114;19;14;14;86;1;6
2019-09-20 08:30:00;1;86;95;18;8;10;90;0;7
2019-09-20 08:45:00;0;89;93;15;8;12;85;3;6
2019-09-20 09:00:00;0;65;72;25;8;7;91;3;7
2019-09-20 09:15:00;1;92;93;28;12;5;69;4;3
2019-09-20 09:30:00;0;91;97;18;6;8;83;3;0
2019-09-20 09:45:00;1;74;77;19;12;2;49;5;8
2019-09-20 10:00:00;3;81;88;20;12;7;86;13;6
2019-09-20 10:15:00;1;77;88;19;11;8;80;3;4
2019-09-20 10:30:00;0;70;80;13;7;7;85;8;9
2019-09-20 10:45:00;0;74;80;14;5;8;83;0;23
2019-09-20 11:00:00;0;107;108;21;9;4;69;5;4
2019-09-20 11:15:00;1;84;83;12;8;2;76;40;2
2019-09-20 11:30:00;1;126;125;20;12;8;96;0;9
2019-09-20 11:45:00;2;117;116;23;10;16;91;8;5
2019-09-20 12:00:00;0;108;116;26;9;2;75;13;16
2019-09-20 12:15:00;1;142;145;41;8;14;106;7;32
2019-09-20 12:30:00;3;105;107;37;9;10;94;11;4
2019-09-20 12:45:00;5;124;126;29;9;12;114;16;33
2019-09-20 13:00:00;3;186;189;36;6;17;132;8;26
2019-09-20 13:15:00;1;149;154;24;7;8;92;8;35
