DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DFR)
2019-09-07 00:00:00;1;5;2;2;1;2;0;7;0;0;0;0;0
2019-09-07 00:15:00;0;6;1;1;4;5;3;5;0;0;0;0;0
2019-09-07 00:30:00;1;7;2;2;2;5;0;7;0;0;0;0;0
2019-09-07 00:45:00;0;6;1;1;3;3;2;3;0;0;0;0;0
2019-09-07 01:00:00;0;3;0;0;3;3;3;8;0;0;0;0;0
2019-09-07 01:15:00;1;5;7;8;4;1;2;2;0;0;0;0;0
2019-09-07 01:30:00;0;10;1;3;0;4;1;2;0;0;0;0;0
2019-09-07 01:45:00;2;2;2;1;1;2;2;3;0;0;0;0;0
2019-09-07 02:00:00;0;1;2;2;2;1;2;1;0;0;0;0;0
2019-09-07 02:15:00;0;5;1;2;3;2;5;2;0;0;0;0;0
2019-09-07 02:30:00;1;6;0;0;1;0;0;2;0;0;0;0;0
2019-09-07 02:45:00;0;4;1;1;2;1;1;0;0;0;0;0;0
2019-09-07 03:00:00;0;2;0;1;4;1;3;3;0;0;0;0;0
2019-09-07 03:15:00;0;1;3;1;0;3;0;1;0;0;0;0;0
2019-09-07 03:30:00;0;0;0;0;3;2;0;2;0;0;0;0;0
2019-09-07 03:45:00;0;2;1;1;2;2;2;4;0;0;0;0;0
2019-09-07 04:00:00;2;3;1;1;0;0;0;3;0;0;0;0;0
2019-09-07 04:15:00;0;4;0;1;3;1;2;2;0;0;0;0;0
2019-09-07 04:30:00;0;1;0;0;1;0;3;6;0;0;0;0;0
2019-09-07 04:45:00;0;1;1;2;0;4;1;2;0;0;0;0;0
2019-09-07 05:00:00;0;4;5;6;3;0;2;10;0;0;0;0;0
2019-09-07 05:15:00;0;11;6;7;0;4;2;10;0;0;0;0;0
2019-09-07 05:30:00;1;14;7;6;0;10;4;21;0;0;0;0;0
2019-09-07 05:45:00;1;19;9;9;23;26;26;31;0;0;0;0;0
2019-09-07 06:00:00;0;14;5;5;38;62;37;15;0;0;0;0;0
2019-09-07 06:15:00;2;4;2;2;14;14;16;8;0;0;0;0;0
2019-09-07 06:30:00;1;5;7;7;4;3;4;7;0;0;0;0;0
