DATUM;1(DA1);2(DA2);3(DA3);4(DAL1);5(DB1);6(DB2);7(DB3);8(DBL1);9(DBL2);10(DC1);11(DCL1);12(DCL2);13(DD1);14(DD2);15(DD3);16(DDL1);17(DEG21);18(DEG22);19(DEG23);20(DEG24);21(DEG25);22(DEG26);23(DEG27);24(DEG28)
2020-07-04 00:00:00;6;8;3;2;2;15;14;9;9;2;8;7;15;29;22;1;0;0;21;0;0;0;0;0
2020-07-04 00:15:00;9;12;17;12;2;19;23;6;8;7;16;11;24;32;18;0;0;0;30;0;0;0;0;0
2020-07-04 00:30:00;5;5;6;3;2;20;17;1;3;8;14;12;15;31;23;2;0;0;30;0;0;0;0;0
2020-07-04 00:45:00;4;5;10;5;2;18;14;6;13;2;10;6;21;31;13;1;0;0;30;0;0;0;0;0
2020-07-04 01:00:00;3;2;3;2;2;9;10;2;5;4;13;3;19;35;14;1;0;0;34;0;0;0;0;0
2020-07-04 01:15:00;1;4;10;3;2;13;9;3;10;6;7;4;14;26;14;2;0;0;39;0;0;0;0;0
2020-07-04 01:30:00;0;4;4;2;3;18;8;1;3;4;4;4;11;22;15;3;0;0;36;0;0;0;0;0
2020-07-04 01:45:00;5;4;6;2;3;9;4;2;8;3;8;3;9;24;18;0;0;0;39;0;0;0;0;0
2020-07-04 02:00:00;2;2;2;2;1;12;5;4;7;5;5;3;14;24;11;1;0;0;39;0;0;0;0;0
2020-07-04 02:15:00;2;2;3;4;2;8;2;0;6;2;4;1;10;23;17;3;0;0;39;0;0;0;0;0
2020-07-04 02:30:00;0;1;3;1;1;3;2;1;5;0;5;1;10;18;11;0;0;0;39;0;0;0;0;0
2020-07-04 02:45:00;1;2;5;3;3;11;7;2;4;1;3;4;7;15;7;0;0;0;39;0;0;0;0;0
2020-07-04 03:00:00;0;0;2;2;0;3;3;2;4;2;3;1;4;11;6;0;0;0;39;0;0;0;0;0
2020-07-04 03:15:00;0;2;1;0;1;1;3;4;4;5;3;0;3;12;11;2;0;0;36;0;0;0;0;0
2020-07-04 03:30:00;1;2;3;3;1;9;3;2;5;1;4;0;1;7;7;1;0;0;39;0;0;0;0;0
2020-07-04 03:45:00;2;2;3;2;1;4;2;0;4;2;4;1;5;15;10;1;0;0;39;0;0;0;0;0
2020-07-04 04:00:00;1;2;4;3;1;5;2;1;1;2;2;0;7;13;9;1;0;0;39;0;0;0;0;0
2020-07-04 04:15:00;0;2;1;1;6;8;3;5;3;0;5;0;11;17;8;0;0;0;39;0;0;0;0;0
2020-07-04 04:30:00;2;2;3;2;2;6;5;2;3;0;1;0;6;11;8;1;0;0;39;0;0;0;0;0
2020-07-04 04:45:00;2;2;2;1;2;4;4;3;6;4;4;0;5;12;11;3;0;0;39;0;0;0;0;0
2020-07-04 05:00:00;2;2;0;1;2;5;2;4;7;2;4;5;13;22;13;0;0;0;27;0;0;0;0;0
2020-07-04 05:15:00;0;0;3;5;1;5;4;5;6;3;5;2;17;26;13;3;0;0;30;0;0;0;0;0
2020-07-04 05:30:00;0;1;3;4;1;12;7;3;9;7;12;8;19;29;15;4;0;0;30;0;0;0;0;0
2020-07-04 05:45:00;1;2;3;3;1;6;9;20;16;10;15;7;32;46;17;3;0;0;30;0;0;0;0;0
2020-07-04 06:00:00;2;2;6;0;1;12;12;6;7;13;9;7;49;56;22;1;0;0;30;0;0;0;0;0
2020-07-04 06:15:00;6;9;6;4;5;14;6;4;13;9;11;4;28;47;31;4;0;0;30;0;0;0;0;0
2020-07-04 06:30:00;5;5;3;5;7;18;9;7;12;12;11;9;24;45;25;4;0;0;30;0;0;0;0;0
2020-07-04 06:45:00;6;7;11;6;8;19;16;15;14;20;16;12;20;36;30;8;0;0;30;0;0;0;0;0
2020-07-04 07:00:00;3;5;11;7;9;19;16;16;11;12;8;5;24;52;39;9;0;0;30;0;0;0;0;0
2020-07-04 07:15:00;5;8;14;8;20;19;16;11;10;18;15;11;25;50;36;7;0;0;30;0;0;0;0;0
2020-07-04 07:30:00;6;6;11;6;10;31;27;15;18;17;25;15;28;53;49;2;0;0;30;0;0;0;0;0
2020-07-04 07:45:00;7;7;16;9;9;27;18;11;15;26;24;11;36;63;46;10;0;0;30;0;0;0;0;0
2020-07-04 08:00:00;3;6;16;8;7;19;23;21;24;27;24;14;30;62;41;14;0;0;30;0;0;0;0;0
2020-07-04 08:15:00;5;10;15;12;7;29;16;13;17;23;20;17;36;64;49;12;0;0;30;0;0;0;0;0
2020-07-04 08:30:00;8;17;19;10;10;41;39;30;28;27;43;34;43;79;60;7;0;0;30;0;0;0;0;0
2020-07-04 08:45:00;10;14;17;19;17;44;40;33;34;33;42;22;54;81;74;16;0;0;30;0;0;0;0;0
2020-07-04 09:00:00;7;14;17;14;16;50;37;35;37;26;38;29;44;83;72;24;0;0;30;0;0;0;0;0
2020-07-04 09:15:00;11;4;16;17;17;54;58;32;27;39;49;36;65;88;73;17;0;0;30;0;0;0;0;0
2020-07-04 09:30:00;13;15;26;23;22;58;47;33;31;42;53;39;52;88;84;22;0;0;30;0;0;0;0;0
2020-07-04 09:45:00;11;10;30;22;14;61;57;34;31;50;58;43;74;94;94;19;0;0;30;0;0;0;0;0
2020-07-04 10:00:00;14;11;22;23;21;55;53;40;49;30;52;35;59;91;81;18;0;0;30;0;0;0;0;0
2020-07-04 10:15:00;19;17;19;12;15;60;49;37;35;34;60;44;73;101;95;23;0;0;30;0;0;0;0;0
2020-07-04 10:30:00;28;18;32;14;24;62;68;39;35;46;55;41;74;111;98;22;0;0;30;0;0;0;0;0
2020-07-04 10:45:00;23;17;20;18;18;60;56;52;37;42;61;49;101;114;106;23;0;0;30;0;0;0;0;0
2020-07-04 11:00:00;17;20;27;14;19;68;60;48;44;30;62;52;73;102;94;9;0;0;30;0;0;0;0;0
2020-07-04 11:15:00;20;18;33;20;22;63;52;37;44;42;52;50;83;96;94;18;0;0;30;0;0;0;0;0
2020-07-04 11:30:00;17;15;27;17;16;64;64;45;44;35;59;52;84;80;83;13;0;0;27;0;0;0;0;0
2020-07-04 11:45:00;13;19;22;27;16;70;81;53;45;39;47;46;84;102;96;15;0;0;29;1;0;0;0;0
2020-07-04 12:00:00;24;18;21;11;17;62;75;48;46;36;56;37;91;120;100;11;0;0;30;0;0;0;0;0
2020-07-04 12:15:00;24;16;24;24;17;70;75;45;35;33;50;50;85;99;90;14;0;0;30;0;0;0;0;0
2020-07-04 12:30:00;24;15;29;27;18;73;70;40;39;27;53;36;94;105;89;11;0;0;30;0;0;0;0;0
2020-07-04 12:45:00;15;17;21;22;16;80;86;42;41;26;58;44;76;117;87;16;0;0;30;0;0;0;0;0
2020-07-04 13:00:00;19;18;31;24;18;75;66;46;40;46;48;44;89;93;88;17;0;0;30;0;0;0;0;0
2020-07-04 13:15:00;32;32;33;21;16;71;75;42;40;30;67;49;84;100;86;13;0;0;30;0;0;0;0;0
2020-07-04 13:30:00;22;24;23;20;24;83;74;38;33;43;67;54;85;100;85;7;0;0;29;1;0;0;0;0
2020-07-04 13:45:00;9;13;19;22;16;76;82;42;40;29;58;50;95;111;91;15;0;0;28;1;0;0;0;0
2020-07-04 14:00:00;16;18;31;27;20;70;67;41;38;21;51;44;90;108;88;11;0;0;30;1;0;0;0;0
