DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-01-02 00:00:00;9;3;0;2;1;8;5;5;5;1;0;0;0;0
2020-01-02 00:15:00;6;11;3;3;3;6;3;2;2;0;0;0;0;0
2020-01-02 00:30:00;7;2;0;0;1;2;2;3;1;1;0;0;0;0
2020-01-02 00:45:00;10;6;0;1;2;4;9;6;1;0;0;0;0;0
2020-01-02 01:00:00;4;2;0;0;1;4;10;4;2;4;0;0;0;0
2020-01-02 01:15:00;6;2;3;0;0;3;2;3;0;1;0;0;0;0
2020-01-02 01:30:00;5;4;2;0;2;8;4;3;1;0;0;0;0;0
2020-01-02 01:45:00;1;2;1;1;3;5;7;0;0;0;0;0;0;0
2020-01-02 02:00:00;2;5;2;0;0;3;4;0;1;0;0;0;0;0
2020-01-02 02:15:00;1;2;1;1;0;5;9;2;0;0;0;0;0;0
2020-01-02 02:30:00;0;0;0;1;1;2;4;0;0;1;0;0;0;0
2020-01-02 02:45:00;7;5;1;0;0;4;4;0;0;0;0;0;0;0
2020-01-02 03:00:00;1;0;0;2;3;4;3;2;0;0;0;0;0;0
2020-01-02 03:15:00;4;4;0;1;1;9;7;1;0;1;0;0;0;0
2020-01-02 03:30:00;3;3;0;0;0;3;3;2;0;1;0;0;0;0
2020-01-02 03:45:00;3;1;0;0;0;6;7;0;0;0;0;0;0;0
2020-01-02 04:00:00;6;3;2;1;1;2;0;4;1;1;0;0;0;0
2020-01-02 04:15:00;4;6;1;2;0;10;11;8;1;1;0;0;0;0
2020-01-02 04:30:00;15;8;0;2;1;12;6;6;3;2;0;0;0;0
2020-01-02 04:45:00;6;12;2;1;6;8;10;2;0;0;0;0;0;0
2020-01-02 05:00:00;12;6;1;3;3;11;12;8;1;2;0;0;0;0
2020-01-02 05:15:00;21;14;3;4;3;13;14;6;2;1;0;0;0;0
2020-01-02 05:30:00;19;22;3;8;11;11;16;12;3;4;5;0;0;0
2020-01-02 05:45:00;22;17;1;7;8;22;20;18;6;3;0;0;0;0
2020-01-02 06:00:00;17;11;2;10;8;13;9;16;5;2;0;0;0;0
2020-01-02 06:15:00;30;24;2;11;5;13;16;18;6;8;0;0;0;0
2020-01-02 06:30:00;43;49;3;13;19;22;17;19;6;6;0;0;0;0
2020-01-02 06:45:00;32;30;2;7;9;27;22;13;8;5;0;0;0;0
2020-01-02 07:00:00;39;37;7;16;17;29;25;24;8;3;0;0;0;0
2020-01-02 07:15:00;42;36;9;23;25;32;25;23;8;2;0;0;0;0
2020-01-02 07:30:00;49;40;5;20;27;42;32;19;11;6;0;0;0;0
2020-01-02 07:45:00;50;42;14;22;22;49;44;28;17;8;0;0;0;0
2020-01-02 08:00:00;49;37;10;16;24;42;43;19;10;5;0;0;0;0
2020-01-02 08:15:00;43;42;6;18;22;43;44;18;13;4;0;0;0;0
2020-01-02 08:30:00;54;57;11;18;31;42;38;36;11;9;1;0;0;0
2020-01-02 08:45:00;54;53;13;33;25;52;49;33;14;13;0;0;0;0
2020-01-02 09:00:00;57;65;28;35;34;66;48;28;9;6;0;1;0;0
2020-01-02 09:15:00;63;62;16;22;26;46;55;26;8;8;0;0;2;0
2020-01-02 09:30:00;63;70;14;32;37;67;57;35;16;14;0;0;16;5
2020-01-02 09:45:00;70;80;22;35;38;75;87;45;17;10;0;0;3;0
2020-01-02 10:00:00;68;92;21;32;36;77;83;41;19;9;0;0;3;0
2020-01-02 10:15:00;75;86;22;39;36;73;65;31;21;4;3;1;6;4
2020-01-02 10:30:00;81;78;33;35;46;101;99;53;20;9;0;0;1;0
2020-01-02 10:45:00;86;82;27;42;33;77;80;40;30;7;4;0;2;0
2020-01-02 11:00:00;82;72;26;40;38;86;101;37;20;13;3;0;5;0
2020-01-02 11:15:00;96;87;25;52;36;101;106;37;23;9;0;1;0;0
2020-01-02 11:30:00;86;81;28;35;44;91;89;42;15;12;0;1;0;0
2020-01-02 11:45:00;93;95;29;49;48;97;89;41;15;7;0;0;0;0
2020-01-02 12:00:00;89;87;22;54;45;94;99;42;36;13;0;0;0;1
2020-01-02 12:15:00;83;92;19;43;35;67;98;41;8;9;1;0;1;0
2020-01-02 12:30:00;80;93;25;41;28;96;125;41;16;10;23;0;23;0
2020-01-02 12:45:00;89;88;19;35;40;93;102;34;18;9;9;0;0;0
2020-01-02 13:00:00;89;90;30;39;41;90;107;43;20;11;6;0;0;0
2020-01-02 13:15:00;89;102;22;36;37;86;87;43;14;13;0;1;1;0
2020-01-02 13:30:00;88;96;22;38;29;85;109;37;23;18;0;0;0;0
2020-01-02 13:45:00;107;114;27;43;32;114;120;49;21;14;1;0;0;0
2020-01-02 14:00:00;118;106;27;38;39;95;113;43;30;19;0;0;0;0
2020-01-02 14:15:00;108;101;28;29;36;103;122;33;20;7;0;0;0;0
2020-01-02 14:30:00;99;104;27;35;35;93;104;38;24;15;0;0;2;0
2020-01-02 14:45:00;112;115;27;38;31;112;116;49;18;10;0;0;7;0
2020-01-02 15:00:00;100;98;26;24;36;99;107;51;22;15;0;0;1;0
2020-01-02 15:15:00;93;87;21;35;31;120;130;49;19;9;0;0;0;0
2020-01-02 15:30:00;85;78;27;33;23;107;117;50;14;13;1;0;0;0
2020-01-02 15:45:00;87;89;25;40;34;107;103;46;19;18;0;0;0;0
2020-01-02 16:00:00;91;75;29;34;34;90;106;35;21;11;0;0;0;0
2020-01-02 16:15:00;86;95;18;39;35;121;139;44;15;7;0;0;3;0
2020-01-02 16:30:00;86;82;23;31;35;106;111;37;17;11;0;0;0;0
2020-01-02 16:45:00;69;84;17;36;30;93;104;40;21;6;137;0;4;0
2020-01-02 17:00:00;74;72;25;32;35;116;128;44;33;10;2;0;4;0
2020-01-02 17:15:00;89;73;31;35;33;110;120;41;16;7;0;0;0;0
2020-01-02 17:30:00;83;67;15;24;19;90;96;33;22;14;0;0;0;0
2020-01-02 17:45:00;83;83;18;24;36;105;73;47;12;11;3;0;5;0
2020-01-02 18:00:00;63;72;20;25;30;83;87;30;24;15;0;0;0;0
2020-01-02 18:15:00;82;70;16;28;30;94;96;34;9;5;0;0;0;0
2020-01-02 18:30:00;57;66;16;22;30;69;62;37;20;9;5;0;0;0
2020-01-02 18:45:00;65;64;12;22;27;77;77;27;15;12;0;0;0;0
2020-01-02 19:00:00;45;48;12;20;17;67;78;17;29;12;0;0;0;0
2020-01-02 19:15:00;52;54;13;19;28;68;62;27;7;3;0;2;0;0
2020-01-02 19:30:00;47;46;16;11;12;69;66;14;7;4;0;0;0;0
2020-01-02 19:45:00;43;42;12;12;14;63;57;27;12;7;0;0;0;0
2020-01-02 20:00:00;41;43;12;10;21;63;57;22;12;6;0;0;0;0
2020-01-02 20:15:00;35;42;6;13;20;69;64;30;7;7;0;0;1;0
2020-01-02 20:30:00;36;32;8;17;17;57;49;17;22;8;0;0;0;0
2020-01-02 20:45:00;31;31;8;9;10;54;43;14;4;4;0;0;7;0
2020-01-02 21:00:00;27;22;11;5;12;50;36;17;5;3;0;0;0;0
2020-01-02 21:15:00;24;27;4;7;11;43;36;20;3;1;0;0;2;0
2020-01-02 21:30:00;29;24;8;4;3;36;30;14;18;4;0;0;0;0
2020-01-02 21:45:00;29;27;8;8;5;40;40;12;1;4;0;0;0;0
2020-01-02 22:00:00;24;14;7;3;2;34;53;12;13;3;0;0;0;0
2020-01-02 22:15:00;16;14;7;3;7;38;37;24;1;4;0;0;0;0
2020-01-02 22:30:00;15;19;6;3;2;41;30;17;4;2;0;0;0;0
2020-01-02 22:45:00;21;18;5;4;5;31;31;16;9;2;0;0;0;0
2020-01-02 23:00:00;8;11;8;4;5;23;19;6;8;1;0;0;0;0
2020-01-02 23:15:00;14;11;4;3;6;24;25;12;2;2;0;0;0;0
2020-01-02 23:30:00;12;6;1;3;1;21;14;9;10;4;0;0;0;0
2020-01-02 23:45:00;11;9;4;4;5;17;16;6;5;1;0;0;0;0
