DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2019-09-09 00:00:00;6;5;0;0;0;6;7;0;0
2019-09-09 00:15:00;12;6;0;0;0;15;8;0;0
2019-09-09 00:30:00;6;7;0;0;0;10;7;0;0
2019-09-09 00:45:00;6;5;0;1;0;9;7;0;0
2019-09-09 01:00:00;8;2;0;1;0;10;5;0;0
2019-09-09 01:15:00;10;12;1;0;0;8;4;0;0
2019-09-09 01:30:00;11;3;0;0;0;9;5;0;0
2019-09-09 01:45:00;8;4;1;0;0;7;2;0;0
2019-09-09 02:00:00;4;4;1;0;0;5;1;0;0
2019-09-09 02:15:00;9;4;0;1;0;9;5;0;0
2019-09-09 02:30:00;5;2;0;0;0;3;6;0;0
2019-09-09 02:45:00;9;6;0;0;0;9;6;0;0
2019-09-09 03:00:00;1;5;1;0;0;9;5;0;0
2019-09-09 03:15:00;3;2;0;0;0;3;5;0;0
2019-09-09 03:30:00;11;3;0;0;0;6;5;0;0
2019-09-09 03:45:00;9;6;0;0;0;16;4;0;1
2019-09-09 04:00:00;11;10;0;0;0;15;3;0;0
2019-09-09 04:15:00;15;9;1;0;0;19;7;0;0
2019-09-09 04:30:00;15;10;1;0;0;32;13;0;0
2019-09-09 04:45:00;25;20;1;1;0;58;23;0;0
2019-09-09 05:00:00;38;27;0;0;0;111;64;0;0
2019-09-09 05:15:00;51;46;1;2;2;214;163;0;0
2019-09-09 05:30:00;55;57;0;0;3;237;206;0;0
2019-09-09 05:45:00;64;67;3;0;1;196;165;12;0
2019-09-09 06:00:00;79;72;1;0;1;119;92;0;2
2019-09-09 06:15:00;77;86;3;0;3;226;194;0;0
2019-09-09 06:30:00;91;106;5;8;10;249;205;10;0
2019-09-09 06:45:00;87;116;8;10;14;245;252;19;2
2019-09-09 07:00:00;67;102;9;10;10;231;232;4;9
2019-09-09 07:15:00;106;96;7;11;25;244;236;1;2
2019-09-09 07:30:00;97;110;8;11;14;231;237;39;8
2019-09-09 07:45:00;128;133;7;14;14;223;245;7;5
2019-09-09 08:00:00;92;111;9;10;10;242;245;5;1
2019-09-09 08:15:00;103;109;4;10;11;228;229;4;0
2019-09-09 08:30:00;118;140;12;16;9;195;224;17;1
2019-09-09 08:45:00;112;117;14;11;23;170;188;0;3
2019-09-09 09:00:00;91;101;12;15;14;147;171;0;3
2019-09-09 09:15:00;101;126;15;20;17;139;180;8;1
2019-09-09 09:30:00;116;114;16;14;15;136;179;3;0
2019-09-09 09:45:00;111;120;14;28;26;153;179;3;3
2019-09-09 10:00:00;126;116;14;17;20;116;158;12;0
2019-09-09 10:15:00;138;128;15;27;18;136;172;6;0
2019-09-09 10:30:00;128;137;20;30;25;128;136;3;0
2019-09-09 10:45:00;138;130;19;30;20;137;167;8;0
2019-09-09 11:00:00;114;145;21;37;18;112;145;21;0
2019-09-09 11:15:00;138;141;23;32;20;111;136;17;0
2019-09-09 11:30:00;136;138;19;27;24;117;145;7;1
2019-09-09 11:45:00;130;143;14;25;22;113;167;14;0
2019-09-09 12:00:00;122;130;18;37;15;132;134;53;0
2019-09-09 12:15:00;153;170;18;28;17;129;156;11;0
2019-09-09 12:30:00;151;183;25;27;20;122;140;8;0
2019-09-09 12:45:00;133;153;20;18;18;133;168;14;2
2019-09-09 13:00:00;161;189;20;25;15;151;178;17;0
2019-09-09 13:15:00;125;167;15;17;20;174;190;9;1
2019-09-09 13:30:00;141;169;21;30;18;194;199;5;0
2019-09-09 13:45:00;162;192;17;34;21;184;214;18;1
2019-09-09 14:00:00;199;212;16;27;16;165;181;14;0
2019-09-09 14:15:00;225;265;21;29;12;129;160;4;1
2019-09-09 14:30:00;238;274;22;25;24;126;144;6;0
2019-09-09 14:45:00;222;259;32;26;16;134;171;7;0
2019-09-09 15:00:00;221;244;20;38;15;125;146;5;0
2019-09-09 15:15:00;228;247;27;23;19;129;153;21;3
2019-09-09 15:30:00;216;247;21;17;14;129;133;21;0
2019-09-09 15:45:00;212;233;25;31;21;157;186;3;0
2019-09-09 16:00:00;216;253;29;34;22;125;150;18;2
2019-09-09 16:15:00;228;237;23;29;30;127;184;11;2
2019-09-09 16:30:00;224;252;30;35;18;128;171;16;1
2019-09-09 16:45:00;230;260;23;25;22;144;165;11;2
2019-09-09 17:00:00;248;258;27;33;15;141;192;13;2
2019-09-09 17:15:00;201;236;18;40;24;111;151;31;1
2019-09-09 17:30:00;240;264;30;25;16;132;165;15;1
2019-09-09 17:45:00;187;199;16;39;21;106;139;6;2
2019-09-09 18:00:00;178;232;11;31;16;130;139;15;0
2019-09-09 18:15:00;189;212;9;24;19;119;142;20;2
2019-09-09 18:30:00;166;187;11;23;13;119;134;13;2
2019-09-09 18:45:00;132;162;5;22;10;109;120;30;3
2019-09-09 19:00:00;137;160;9;26;7;93;91;23;3
2019-09-09 19:15:00;112;117;0;15;2;93;90;8;3
2019-09-09 19:30:00;105;117;4;4;3;92;98;5;1
2019-09-09 19:45:00;105;108;3;3;0;100;85;10;0
2019-09-09 20:00:00;118;130;5;5;1;67;78;4;1
2019-09-09 20:15:00;87;98;0;3;0;84;76;4;0
2019-09-09 20:30:00;70;81;2;2;0;73;62;0;0
2019-09-09 20:45:00;69;60;0;0;0;96;56;5;2
2019-09-09 21:00:00;61;66;0;0;0;153;99;0;0
2019-09-09 21:15:00;62;61;2;2;2;179;132;0;2
2019-09-09 21:30:00;56;55;2;1;1;106;68;0;0
2019-09-09 21:45:00;115;133;2;3;1;70;46;0;0
2019-09-09 22:00:00;156;162;6;3;0;51;42;0;0
2019-09-09 22:15:00;130;120;1;2;2;58;33;0;0
2019-09-09 22:30:00;47;34;2;3;0;33;29;0;4
2019-09-09 22:45:00;34;30;2;3;1;40;28;0;0
2019-09-09 23:00:00;18;19;1;0;0;21;18;0;0
2019-09-09 23:15:00;36;26;0;0;0;21;14;0;0
2019-09-09 23:30:00;15;13;0;0;1;22;16;0;3
2019-09-09 23:45:00;15;13;0;0;0;23;17;0;0
