DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2020-08-11 00:00:00;5;7;6;1;2;0;10;3
2020-08-11 00:15:00;1;7;7;1;1;0;7;4
2020-08-11 00:30:00;6;8;9;1;2;0;7;8
2020-08-11 00:45:00;1;4;4;2;2;0;7;6
2020-08-11 01:00:00;1;8;8;0;0;0;6;5
2020-08-11 01:15:00;5;4;4;1;3;0;5;4
2020-08-11 01:30:00;1;2;2;0;1;0;10;4
2020-08-11 01:45:00;4;0;0;1;2;0;5;5
2020-08-11 02:00:00;2;4;4;2;1;0;3;1
2020-08-11 02:15:00;1;2;3;1;1;0;4;3
2020-08-11 02:30:00;0;3;3;1;2;0;2;0
2020-08-11 02:45:00;3;5;4;1;1;0;2;3
2020-08-11 03:00:00;2;2;1;0;2;0;6;0
2020-08-11 03:15:00;2;5;5;0;0;0;0;1
2020-08-11 03:30:00;3;6;6;2;4;0;1;1
2020-08-11 03:45:00;1;3;3;1;1;0;5;2
2020-08-11 04:00:00;2;5;6;0;0;0;3;2
2020-08-11 04:15:00;1;6;6;1;2;0;6;2
2020-08-11 04:30:00;3;5;5;3;3;0;4;1
2020-08-11 04:45:00;2;6;6;1;2;0;3;2
2020-08-11 05:00:00;13;10;12;5;6;0;11;6
2020-08-11 05:15:00;12;23;24;3;8;0;12;11
2020-08-11 05:30:00;34;37;37;7;14;0;35;13
2020-08-11 05:45:00;50;43;45;11;14;0;24;13
2020-08-11 06:00:00;38;39;38;7;11;0;24;13
2020-08-11 06:15:00;47;45;45;2;8;0;22;14
2020-08-11 06:30:00;62;53;52;7;10;0;36;20
2020-08-11 06:45:00;72;61;58;3;16;0;40;22
2020-08-11 07:00:00;62;55;58;5;17;0;36;32
2020-08-11 07:15:00;80;74;70;7;12;0;47;37
2020-08-11 07:30:00;89;73;72;12;17;0;50;35
2020-08-11 07:45:00;78;63;63;10;16;0;57;40
2020-08-11 08:00:00;69;65;66;12;15;0;48;26
2020-08-11 08:15:00;63;51;51;11;20;0;63;37
2020-08-11 08:30:00;80;69;68;12;24;0;51;33
2020-08-11 08:45:00;77;58;58;15;23;0;62;57
2020-08-11 09:00:00;64;66;63;16;21;0;55;28
2020-08-11 09:15:00;41;47;44;11;27;0;66;45
2020-08-11 09:30:00;63;56;55;15;20;0;61;27
2020-08-11 09:45:00;69;63;65;18;27;0;59;44
2020-08-11 10:00:00;55;61;59;18;28;0;64;48
2020-08-11 10:15:00;63;59;58;18;28;0;67;55
2020-08-11 10:30:00;46;58;56;15;58;0;62;50
2020-08-11 10:45:00;70;59;59;21;35;0;65;41
2020-08-11 11:00:00;48;46;47;22;30;0;63;61
2020-08-11 11:15:00;55;46;45;15;27;0;59;33
2020-08-11 11:30:00;70;61;61;14;17;0;78;60
2020-08-11 11:45:00;87;57;54;18;33;0;71;41
2020-08-11 12:00:00;59;51;49;15;29;0;63;37
2020-08-11 12:15:00;60;52;45;13;22;0;73;37
2020-08-11 12:30:00;62;48;50;16;32;0;69;36
2020-08-11 12:45:00;60;48;47;10;17;0;76;42
2020-08-11 13:00:00;43;50;46;11;22;0;65;30
2020-08-11 13:15:00;72;57;56;17;27;0;68;39
2020-08-11 13:30:00;51;53;49;12;19;0;59;48
2020-08-11 13:45:00;46;56;61;23;20;0;54;48
2020-08-11 14:00:00;54;55;54;22;27;0;71;45
2020-08-11 14:15:00;76;65;64;17;24;0;78;63
2020-08-11 14:30:00;69;67;64;16;24;0;84;57
2020-08-11 14:45:00;73;59;62;15;36;0;83;62
2020-08-11 15:00:00;58;57;56;13;23;0;63;52
2020-08-11 15:15:00;67;46;45;14;22;0;80;59
2020-08-11 15:30:00;63;47;51;23;29;0;75;51
2020-08-11 15:45:00;69;60;68;16;18;0;92;70
2020-08-11 16:00:00;61;51;48;24;23;0;75;63
2020-08-11 16:15:00;74;69;67;21;31;0;87;60
2020-08-11 16:30:00;73;59;59;15;27;0;70;55
2020-08-11 16:45:00;73;57;54;15;22;0;83;58
2020-08-11 17:00:00;83;64;60;20;21;0;80;57
