DATUM;1(DA1);2(DA2);3(VDB1);4(VDB2);5(DB3);6(DB4);7(DC1);8(DC2);9(VDD1);10(VDD2);11(DD3);12(DD4);13(TAFGA);14(TAFGC);15(TAFBA);16(TAFBB);17(TAFBC);18(TAFBD)
2020-11-16 00:00:00;2;3;1;1;1;2;1;2;1;0;1;1;0;0;0;0;0;0
2020-11-16 00:15:00;1;2;0;1;0;2;3;4;1;0;1;1;0;0;0;0;0;0
2020-11-16 00:30:00;1;4;1;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0
2020-11-16 00:45:00;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-16 01:00:00;0;1;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0
2020-11-16 01:15:00;0;2;0;2;1;2;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-16 01:30:00;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0
2020-11-16 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-16 02:00:00;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0
2020-11-16 02:15:00;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-11-16 02:30:00;3;2;0;0;0;0;1;2;1;0;1;1;0;0;0;0;0;0
2020-11-16 02:45:00;0;0;0;2;0;3;1;1;0;1;2;2;0;0;0;0;0;0
2020-11-16 03:00:00;1;2;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-16 03:15:00;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
2020-11-16 03:30:00;0;1;0;0;0;0;0;1;1;0;1;2;0;0;0;0;0;0
2020-11-16 03:45:00;0;0;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0
2020-11-16 04:00:00;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-16 04:15:00;2;2;1;1;1;1;1;1;1;0;1;2;0;0;0;0;0;0
2020-11-16 04:30:00;2;3;1;1;1;3;0;1;0;0;0;3;0;0;0;0;0;0
2020-11-16 04:45:00;0;2;0;2;0;2;2;4;1;1;1;1;0;0;0;0;0;0
2020-11-16 05:00:00;0;2;1;8;1;6;4;5;0;1;0;2;0;0;0;0;0;0
2020-11-16 05:15:00;7;10;1;2;2;2;5;3;0;2;1;2;0;0;0;0;0;0
2020-11-16 05:30:00;17;18;4;2;6;2;6;8;4;3;2;10;0;0;0;0;0;0
2020-11-16 05:45:00;34;30;8;4;8;6;13;8;11;7;7;13;0;0;0;2;0;0
2020-11-16 06:00:00;28;26;9;7;9;9;17;18;4;1;4;8;0;0;0;0;0;0
2020-11-16 06:15:00;40;28;11;8;12;16;20;21;10;1;12;7;0;0;0;0;0;2
2020-11-16 06:30:00;48;33;10;6;16;13;21;19;4;3;6;17;0;0;0;0;0;2
2020-11-16 06:45:00;41;37;30;9;27;15;15;23;13;1;11;14;0;2;0;3;1;6
2020-11-16 07:00:00;39;38;33;16;35;21;24;31;8;8;16;17;0;0;0;0;0;0
2020-11-16 07:15:00;76;61;59;36;74;41;30;35;8;14;13;25;0;0;0;0;0;0
2020-11-16 07:30:00;109;59;80;45;82;42;55;67;10;1;13;2;0;1;0;1;0;0
2020-11-16 07:45:00;73;63;40;30;36;27;48;52;16;8;26;15;1;0;0;0;0;4
2020-11-16 08:00:00;36;43;37;25;37;27;30;36;16;5;21;12;2;0;0;0;0;0
2020-11-16 08:15:00;33;39;24;22;33;24;32;20;19;3;19;7;0;0;0;1;0;0
2020-11-16 08:30:00;34;59;33;20;35;20;31;39;16;7;21;14;0;3;0;0;0;0
2020-11-16 08:45:00;21;44;25;20;27;18;38;29;19;1;16;12;0;0;0;0;0;0
2020-11-16 09:00:00;27;44;32;15;35;16;27;43;14;5;18;11;0;0;0;0;0;0
2020-11-16 09:15:00;24;48;22;18;22;23;38;40;18;2;21;10;0;0;0;0;0;0
2020-11-16 09:30:00;23;50;31;19;30;20;28;36;15;9;19;16;0;0;0;2;0;0
2020-11-16 09:45:00;23;42;18;14;20;19;44;42;13;8;16;12;0;0;0;0;0;0
2020-11-16 10:00:00;25;57;17;25;20;29;41;34;15;6;19;9;2;0;2;0;0;0
2020-11-16 10:15:00;21;39;17;13;25;21;27;28;20;4;26;13;0;1;0;4;1;0
2020-11-16 10:30:00;20;49;20;15;19;22;45;50;19;11;27;18;1;0;0;0;0;0
2020-11-16 10:45:00;20;40;24;17;25;23;43;37;23;2;26;12;0;0;0;4;0;0
2020-11-16 11:00:00;23;63;24;20;25;28;41;36;24;12;27;16;0;0;0;0;0;0
2020-11-16 11:15:00;20;53;20;13;21;23;43;35;20;9;20;12;0;0;0;2;0;1
2020-11-16 11:30:00;14;53;15;15;15;20;38;28;17;11;22;17;0;0;0;0;0;0
2020-11-16 11:45:00;19;45;15;19;16;23;45;38;31;9;32;15;0;2;0;1;0;0
2020-11-16 12:00:00;14;35;19;14;20;17;56;40;30;16;32;23;0;1;0;1;0;1
2020-11-16 12:15:00;17;29;24;16;26;23;56;41;25;14;30;20;0;0;0;0;0;1
2020-11-16 12:30:00;25;51;26;15;31;21;48;49;42;13;45;17;2;0;4;0;0;0
2020-11-16 12:45:00;23;47;22;18;21;24;39;30;37;31;45;30;0;0;0;1;1;1
2020-11-16 13:00:00;33;71;24;15;23;17;57;50;43;21;53;39;2;1;0;3;0;0
2020-11-16 13:15:00;23;46;24;22;23;32;69;56;44;15;41;21;1;1;2;0;0;0
2020-11-16 13:30:00;15;29;19;13;22;18;42;44;28;6;31;15;0;0;0;0;0;3
2020-11-16 13:45:00;20;37;21;12;20;15;44;43;25;11;33;13;6;1;0;1;1;0
2020-11-16 14:00:00;15;37;12;10;15;14;46;45;41;17;46;22;2;0;0;0;0;0
2020-11-16 14:15:00;19;33;20;15;19;22;38;38;25;9;34;18;0;0;0;0;0;1
2020-11-16 14:30:00;16;40;16;24;20;33;55;28;36;8;42;15;1;0;0;0;0;0
2020-11-16 14:45:00;18;46;25;20;28;24;54;43;27;9;35;13;0;0;0;0;0;0
2020-11-16 15:00:00;16;69;20;8;23;14;57;44;38;19;51;31;1;2;0;1;0;0
2020-11-16 15:15:00;20;58;21;16;25;27;56;62;20;13;33;16;1;0;0;1;0;1
2020-11-16 15:30:00;19;75;36;25;32;34;51;58;18;14;38;33;1;0;0;1;0;0
2020-11-16 15:45:00;21;42;26;18;25;27;56;58;28;10;43;26;0;0;0;1;0;1
