DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DFR)
2020-09-03 00:00:00;0;6;3;4;2;4;3;0;0;0;0;0;0
2020-09-03 00:15:00;0;3;3;3;5;4;3;0;0;0;0;0;0
2020-09-03 00:30:00;0;4;1;1;7;3;5;0;0;0;0;0;0
2020-09-03 00:45:00;1;5;2;2;5;0;3;0;0;0;0;0;0
2020-09-03 01:00:00;1;5;1;1;9;2;5;0;0;0;0;0;0
2020-09-03 01:15:00;0;3;4;4;5;2;6;0;0;0;0;0;0
2020-09-03 01:30:00;3;3;1;1;6;0;4;0;0;0;0;0;0
2020-09-03 01:45:00;1;1;0;0;5;3;2;0;0;0;0;0;0
2020-09-03 02:00:00;1;1;0;0;6;2;5;0;0;0;0;0;0
2020-09-03 02:15:00;0;2;3;4;1;3;0;0;0;0;0;0;0
2020-09-03 02:30:00;1;2;2;2;7;1;6;0;0;0;0;0;0
2020-09-03 02:45:00;0;4;0;0;5;0;3;0;0;0;0;0;0
2020-09-03 03:00:00;0;3;1;1;8;1;4;0;0;0;0;0;0
2020-09-03 03:15:00;0;1;5;4;9;3;7;0;0;0;0;0;0
2020-09-03 03:30:00;1;1;2;2;9;0;6;0;0;0;0;0;0
2020-09-03 03:45:00;0;2;1;2;6;2;4;0;0;0;0;0;0
2020-09-03 04:00:00;0;1;2;2;6;2;5;0;0;0;0;0;0
2020-09-03 04:15:00;1;1;4;4;6;4;4;0;0;0;0;0;0
2020-09-03 04:30:00;3;3;7;7;8;2;6;0;0;0;0;0;0
2020-09-03 04:45:00;0;9;18;19;12;3;10;0;0;0;0;0;0
2020-09-03 05:00:00;7;20;35;36;26;6;29;0;0;0;0;0;0
2020-09-03 05:15:00;8;60;94;97;38;10;36;0;0;0;0;0;0
2020-09-03 05:30:00;9;65;85;81;49;31;52;0;0;0;0;0;0
2020-09-03 05:45:00;5;82;58;58;67;113;65;0;0;0;0;0;0
2020-09-03 06:00:00;3;41;24;24;76;131;76;0;0;0;0;0;0
2020-09-03 06:15:00;7;48;26;27;42;61;44;0;0;0;0;0;0
2020-09-03 06:30:00;12;52;39;39;46;35;44;0;0;0;0;0;0
2020-09-03 06:45:00;19;54;36;38;47;16;50;0;0;0;0;0;0
2020-09-03 07:00:00;3;54;45;43;47;14;48;0;0;0;0;0;0
2020-09-03 07:15:00;6;46;47;48;61;21;61;0;0;0;0;0;0
2020-09-03 07:30:00;12;57;30;30;62;23;62;0;0;0;0;0;0
2020-09-03 07:45:00;11;71;31;31;57;28;56;0;0;0;0;0;0
2020-09-03 08:00:00;7;57;43;42;57;27;57;0;0;0;0;0;0
