DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-10-16 00:00:00;0;13;9;13;6;0;0
2020-10-16 00:15:00;0;4;9;8;7;3;3
2020-10-16 00:30:00;0;11;5;9;6;0;0
2020-10-16 00:45:00;0;5;4;10;6;0;0
2020-10-16 01:00:00;0;6;5;5;5;0;0
2020-10-16 01:15:00;0;7;1;6;4;0;0
2020-10-16 01:30:00;0;4;3;3;3;0;0
2020-10-16 01:45:00;0;4;2;8;1;0;0
2020-10-16 02:00:00;0;5;1;3;1;0;0
2020-10-16 02:15:00;0;5;1;6;3;0;0
2020-10-16 02:30:00;0;3;1;5;3;0;0
2020-10-16 02:45:00;0;6;3;9;2;0;0
2020-10-16 03:00:00;0;6;2;6;2;0;0
2020-10-16 03:15:00;0;4;1;5;1;0;0
2020-10-16 03:30:00;0;4;2;7;3;0;0
2020-10-16 03:45:00;0;6;1;10;5;0;0
2020-10-16 04:00:00;0;8;2;6;3;0;0
2020-10-16 04:15:00;0;13;5;13;7;0;0
2020-10-16 04:30:00;0;15;9;14;11;0;0
2020-10-16 04:45:00;0;36;11;20;5;0;0
2020-10-16 05:00:00;2;56;45;29;24;0;0
2020-10-16 05:15:00;2;77;71;32;16;0;0
2020-10-16 05:30:00;1;71;75;31;33;2;2
2020-10-16 05:45:00;9;64;76;45;48;2;2
2020-10-16 06:00:00;3;63;65;58;68;5;5
2020-10-16 06:15:00;7;80;87;55;53;3;3
2020-10-16 06:30:00;7;87;129;58;55;8;8
2020-10-16 06:45:00;9;96;114;73;71;3;3
2020-10-16 07:00:00;9;122;155;63;53;6;6
2020-10-16 07:15:00;19;162;160;83;71;5;5
2020-10-16 07:30:00;26;180;154;95;112;7;7
2020-10-16 07:45:00;42;174;135;107;142;5;5
2020-10-16 08:00:00;9;115;123;99;97;5;5
2020-10-16 08:15:00;2;61;76;48;46;3;3
2020-10-16 08:30:00;
2020-10-16 08:45:00;
2020-10-16 09:00:00;
2020-10-16 09:15:00;
2020-10-16 09:30:00;
2020-10-16 09:45:00;
2020-10-16 10:00:00;
2020-10-16 10:15:00;
2020-10-16 10:30:00;
2020-10-16 10:45:00;
2020-10-16 11:00:00;
2020-10-16 11:15:00;
2020-10-16 11:30:00;
2020-10-16 11:45:00;
2020-10-16 12:00:00;
2020-10-16 12:15:00;
2020-10-16 12:30:00;
2020-10-16 12:45:00;25;128;108;125;161;2;2
2020-10-16 13:00:00;27;129;108;129;170;4;4
2020-10-16 13:15:00;8;146;149;131;155;6;6
2020-10-16 13:30:00;18;138;140;118;165;7;8
2020-10-16 13:45:00;12;140;139;122;164;4;4
2020-10-16 14:00:00;20;119;128;134;130;4;4
2020-10-16 14:15:00;9;122;99;140;190;2;2
2020-10-16 14:30:00;31;134;122;138;176;5;5
2020-10-16 14:45:00;10;140;126;140;162;3;3
2020-10-16 15:00:00;8;136;112;141;165;7;7
2020-10-16 15:15:00;12;144;134;129;152;2;2
2020-10-16 15:30:00;20;116;124;129;159;4;4
2020-10-16 15:45:00;14;122;113;140;172;5;5
2020-10-16 16:00:00;4;141;133;143;154;3;3
2020-10-16 16:15:00;3;119;110;129;178;3;3
2020-10-16 16:30:00;3;125;119;121;149;5;5
2020-10-16 16:45:00;15;130;126;144;163;5;4
2020-10-16 17:00:00;14;136;129;138;160;4;5
2020-10-16 17:15:00;12;121;125;126;146;2;2
2020-10-16 17:30:00;9;112;103;121;135;5;5
2020-10-16 17:45:00;12;114;121;111;131;4;4
2020-10-16 18:00:00;20;100;126;124;129;3;3
2020-10-16 18:15:00;6;117;122;118;137;4;4
2020-10-16 18:30:00;21;120;114;122;113;5;5
2020-10-16 18:45:00;7;102;111;102;104;2;2
2020-10-16 19:00:00;6;94;81;96;86;3;3
2020-10-16 19:15:00;0;95;97;103;88;3;3
2020-10-16 19:30:00;22;87;89;88;71;3;3
2020-10-16 19:45:00;1;63;67;66;63;4;4
2020-10-16 20:00:00;2;66;66;69;62;3;3
2020-10-16 20:15:00;10;73;64;68;66;2;2
2020-10-16 20:30:00;4;60;67;73;53;2;2
2020-10-16 20:45:00;0;54;56;64;47;2;2
2020-10-16 21:00:00;0;74;81;45;43;3;3
2020-10-16 21:15:00;1;55;69;60;41;1;1
2020-10-16 21:30:00;0;32;35;51;37;1;1
2020-10-16 21:45:00;5;47;32;77;62;1;1
2020-10-16 22:00:00;0;26;40;71;86;2;2
2020-10-16 22:15:00;0;31;34;68;73;2;2
2020-10-16 22:30:00;0;31;28;49;46;2;2
2020-10-16 22:45:00;2;27;25;55;34;1;1
2020-10-16 23:00:00;1;32;26;51;32;2;2
2020-10-16 23:15:00;2;28;20;50;27;1;1
2020-10-16 23:30:00;0;22;24;30;18;1;1
2020-10-16 23:45:00;0;25;28;38;23;1;1
