DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2019-08-29 00:00:00;7;29;6;5;2;9;11
2019-08-29 00:15:00;10;22;8;3;4;10;12
2019-08-29 00:30:00;9;25;5;5;1;10;10
2019-08-29 00:45:00;5;24;5;3;0;7;4
2019-08-29 01:00:00;4;16;4;5;0;5;7
2019-08-29 01:15:00;4;14;2;2;1;3;9
2019-08-29 01:30:00;3;9;2;1;0;9;9
2019-08-29 01:45:00;4;7;2;3;2;5;6
2019-08-29 02:00:00;0;7;2;2;1;2;3
2019-08-29 02:15:00;5;8;2;1;1;6;6
2019-08-29 02:30:00;4;6;0;1;0;3;7
2019-08-29 02:45:00;1;7;2;5;2;6;1
2019-08-29 03:00:00;2;7;3;1;0;2;4
2019-08-29 03:15:00;3;8;1;2;2;1;3
2019-08-29 03:30:00;1;8;1;3;2;7;7
2019-08-29 03:45:00;1;6;1;1;3;4;7
2019-08-29 04:00:00;3;8;0;6;1;9;12
2019-08-29 04:15:00;6;8;1;2;3;6;8
2019-08-29 04:30:00;5;16;4;6;1;11;8
2019-08-29 04:45:00;8;24;4;7;2;13;12
2019-08-29 05:00:00;18;31;3;13;4;20;24
2019-08-29 05:15:00;53;83;9;19;6;20;31
2019-08-29 05:30:00;72;126;27;22;18;31;38
2019-08-29 05:45:00;56;99;14;15;15;32;47
2019-08-29 06:00:00;52;96;19;24;14;44;59
2019-08-29 06:15:00;96;145;24;31;12;38;74
2019-08-29 06:30:00;120;203;40;62;33;57;69
2019-08-29 06:45:00;105;169;37;54;34;61;69
2019-08-29 07:00:00;115;169;45;60;40;56;75
2019-08-29 07:15:00;114;182;40;56;37;66;76
2019-08-29 07:30:00;150;205;60;69;38;76;101
2019-08-29 07:45:00;113;158;52;75;33;79;74
2019-08-29 08:00:00;119;179;45;56;23;61;85
2019-08-29 08:15:00;109;169;51;61;28;69;88
2019-08-29 08:30:00;101;188;55;58;28;83;100
2019-08-29 08:45:00;71;156;48;48;30;71;95
2019-08-29 09:00:00;73;147;37;37;13;72;77
2019-08-29 09:15:00;62;170;45;50;16;73;88
2019-08-29 09:30:00;66;160;45;48;12;74;84
2019-08-29 09:45:00;70;147;44;59;19;80;99
2019-08-29 10:00:00;66;161;49;56;13;75;93
2019-08-29 10:15:00;72;197;52;46;12;95;93
2019-08-29 10:30:00;73;203;50;43;21;86;106
2019-08-29 10:45:00;75;148;44;45;20;84;90
2019-08-29 11:00:00;61;129;36;41;20;86;93
2019-08-29 11:15:00;82;169;53;47;23;94;126
2019-08-29 11:30:00;59;182;57;48;21;93;103
2019-08-29 11:45:00;54;180;46;54;12;78;94
2019-08-29 12:00:00;71;187;64;51;19;88;88
2019-08-29 12:15:00;69;190;53;40;19;80;98
2019-08-29 12:30:00;67;184;67;56;17;77;90
2019-08-29 12:45:00;60;179;58;51;17;79;101
2019-08-29 13:00:00;72;189;55;45;16;79;81
2019-08-29 13:15:00;74;174;46;53;22;113;111
2019-08-29 13:30:00;101;201;59;33;23;112;108
2019-08-29 13:45:00;100;183;61;35;15;98;103
2019-08-29 14:00:00;80;203;60;42;17;123;127
2019-08-29 14:15:00;84;200;63;55;23;145;144
2019-08-29 14:30:00;82;210;84;50;14;126;143
2019-08-29 14:45:00;71;186;59;57;20;106;130
2019-08-29 15:00:00;71;181;58;50;14;101;126
2019-08-29 15:15:00;76;200;78;69;22;127;138
2019-08-29 15:30:00;84;215;72;54;18;126;142
2019-08-29 15:45:00;97;191;69;56;16;131;143
2019-08-29 16:00:00;89;230;83;72;21;140;141
2019-08-29 16:15:00;95;185;88;58;19;132;142
2019-08-29 16:30:00;112;191;85;70;26;132;126
2019-08-29 16:45:00;108;178;84;62;17;134;131
2019-08-29 17:00:00;106;195;92;64;16;121;126
2019-08-29 17:15:00;116;233;96;42;21;134;142
2019-08-29 17:30:00;71;195;67;53;13;122;147
2019-08-29 17:45:00;93;219;102;50;12;130;154
2019-08-29 18:00:00;93;206;87;75;19;152;157
2019-08-29 18:15:00;91;217;74;52;18;126;151
2019-08-29 18:30:00;75;190;66;46;21;110;135
2019-08-29 18:45:00;57;147;59;47;15;109;127
2019-08-29 19:00:00;61;161;57;39;8;83;108
2019-08-29 19:15:00;45;143;41;38;10;92;106
2019-08-29 19:30:00;60;155;64;32;11;93;90
2019-08-29 19:45:00;49;122;49;31;8;85;94
2019-08-29 20:00:00;49;116;41;37;8;101;102
2019-08-29 20:15:00;50;127;47;26;18;69;86
2019-08-29 20:30:00;52;110;43;20;5;61;59
2019-08-29 20:45:00;47;106;30;19;7;38;50
2019-08-29 21:00:00;50;96;30;19;4;45;62
2019-08-29 21:15:00;62;110;31;22;9;42;56
2019-08-29 21:30:00;44;100;34;24;18;42;58
2019-08-29 21:45:00;31;69;22;15;7;52;70
2019-08-29 22:00:00;26;92;34;19;5;62;68
2019-08-29 22:15:00;30;84;18;11;5;55;57
2019-08-29 22:30:00;24;69;18;12;5;49;49
2019-08-29 22:45:00;18;46;8;8;4;41;17
2019-08-29 23:00:00;12;62;9;1;2;37;14
2019-08-29 23:15:00;19;47;3;3;2;21;7
2019-08-29 23:30:00;13;46;13;9;1;29;31
2019-08-29 23:45:00;11;27;4;7;1;16;13
