DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-04-28 00:00:00;3;3;0;0;1;1;6;5;3;5;0;0
2020-04-28 00:15:00;3;4;1;0;1;3;3;0;0;4;0;0
2020-04-28 00:30:00;4;1;1;0;2;7;4;2;4;6;0;0
2020-04-28 00:45:00;8;3;1;2;2;5;2;0;1;5;0;0
2020-04-28 01:00:00;3;1;0;0;0;3;5;4;1;0;0;0
2020-04-28 01:15:00;1;2;0;1;1;4;4;1;0;2;0;0
2020-04-28 01:30:00;2;1;0;0;0;3;7;5;1;1;0;0
2020-04-28 01:45:00;3;1;0;1;2;4;1;0;0;1;0;0
2020-04-28 02:00:00;0;3;1;0;1;2;0;0;1;1;0;0
2020-04-28 02:15:00;2;4;0;1;0;1;2;1;3;1;0;0
2020-04-28 02:30:00;4;1;1;0;1;2;5;3;0;4;0;0
2020-04-28 02:45:00;4;1;1;2;3;2;0;1;4;1;0;0
2020-04-28 03:00:00;1;1;1;0;1;1;2;2;2;2;0;0
2020-04-28 03:15:00;2;2;0;0;1;2;1;0;2;1;0;0
2020-04-28 03:30:00;0;1;0;0;0;1;2;2;0;1;0;0
2020-04-28 03:45:00;3;3;0;0;0;3;6;5;2;4;0;0
2020-04-28 04:00:00;1;3;0;0;0;3;5;1;1;0;0;0
2020-04-28 04:15:00;6;1;0;0;0;3;4;1;5;2;0;0
2020-04-28 04:30:00;7;10;0;2;2;4;5;3;5;5;0;0
2020-04-28 04:45:00;9;9;1;1;1;4;5;3;8;3;0;0
2020-04-28 05:00:00;22;8;1;0;2;17;6;2;10;1;0;0
2020-04-28 05:15:00;32;21;2;5;7;21;18;8;23;7;0;0
2020-04-28 05:30:00;40;19;3;7;7;35;35;10;31;10;1;0
2020-04-28 05:45:00;34;17;2;5;7;42;46;24;35;12;0;0
2020-04-28 06:00:00;42;25;0;8;9;46;37;26;34;22;8;2
2020-04-28 06:15:00;48;29;3;7;7;64;67;33;38;30;3;2
2020-04-28 06:30:00;60;28;3;12;14;84;104;52;61;15;2;0
2020-04-28 06:45:00;49;29;0;12;18;107;125;67;60;17;3;49
2020-04-28 07:00:00;46;25;3;10;17;109;121;75;68;60;3;3
2020-04-28 07:15:00;44;27;5;9;19;133;143;87;54;51;2;5
2020-04-28 07:30:00;50;25;2;13;19;122;124;66;65;49;4;39
2020-04-28 07:45:00;50;35;8;12;22;108;100;79;64;24;8;2
2020-04-28 08:00:00;51;16;2;12;12;72;71;57;39;31;6;1
