DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-09-01 00:00:00;3;0;0;1;3
2020-09-01 00:15:00;5;2;3;2;2
2020-09-01 00:30:00;1;0;0;2;0
2020-09-01 00:45:00;0;0;1;0;0
2020-09-01 01:00:00;2;0;1;1;1
2020-09-01 01:15:00;2;1;1;0;0
2020-09-01 01:30:00;0;0;0;1;4
2020-09-01 01:45:00;2;0;0;2;1
2020-09-01 02:00:00;0;0;0;0;0
2020-09-01 02:15:00;1;0;0;0;2
2020-09-01 02:30:00;1;0;0;0;0
2020-09-01 02:45:00;1;0;0;0;1
2020-09-01 03:00:00;0;0;1;2;1
2020-09-01 03:15:00;1;1;0;2;0
2020-09-01 03:30:00;0;0;0;0;1
2020-09-01 03:45:00;0;0;0;0;2
2020-09-01 04:00:00;3;1;1;2;1
2020-09-01 04:15:00;0;0;0;0;0
2020-09-01 04:30:00;0;0;0;1;2
2020-09-01 04:45:00;2;0;0;0;3
2020-09-01 05:00:00;4;0;1;3;2
2020-09-01 05:15:00;6;1;1;5;7
2020-09-01 05:30:00;14;1;0;4;7
2020-09-01 05:45:00;11;0;1;11;14
2020-09-01 06:00:00;14;5;4;19;10
2020-09-01 06:15:00;16;4;3;14;23
2020-09-01 06:30:00;32;4;10;21;39
2020-09-01 06:45:00;32;3;4;16;40
2020-09-01 07:00:00;37;4;6;16;65
2020-09-01 07:15:00;37;15;5;19;42
2020-09-01 07:30:00;39;15;13;22;62
2020-09-01 07:45:00;49;16;11;273;65
2020-09-01 08:00:00;48;13;8;28;66
2020-09-01 08:15:00;35;15;18;32;73
2020-09-01 08:30:00;42;10;16;28;52
2020-09-01 08:45:00;33;12;11;23;48
2020-09-01 09:00:00;33;15;10;27;39
2020-09-01 09:15:00;22;11;18;24;54
2020-09-01 09:30:00;39;12;12;30;51
2020-09-01 09:45:00;40;17;15;22;49
2020-09-01 10:00:00;36;17;12;27;59
2020-09-01 10:15:00;43;14;13;36;54
2020-09-01 10:30:00;40;19;20;36;62
2020-09-01 10:45:00;34;16;15;32;61
2020-09-01 11:00:00;33;23;18;35;49
2020-09-01 11:15:00;37;14;17;31;63
2020-09-01 11:30:00;49;13;14;30;54
2020-09-01 11:45:00;38;10;20;24;67
2020-09-01 12:00:00;41;15;9;31;54
2020-09-01 12:15:00;34;5;24;36;56
2020-09-01 12:30:00;47;12;16;30;68
2020-09-01 12:45:00;37;10;21;26;54
2020-09-01 13:00:00;32;6;10;29;53
2020-09-01 13:15:00;46;13;11;28;52
2020-09-01 13:30:00;35;15;15;34;61
2020-09-01 13:45:00;40;7;16;31;61
2020-09-01 14:00:00;33;19;18;40;58
2020-09-01 14:15:00;41;13;16;45;69
2020-09-01 14:30:00;40;13;20;29;77
2020-09-01 14:45:00;46;14;23;35;49
2020-09-01 15:00:00;57;20;18;34;65
2020-09-01 15:15:00;56;10;17;32;76
2020-09-01 15:30:00;62;11;13;41;88
2020-09-01 15:45:00;56;12;22;41;74
2020-09-01 16:00:00;72;13;18;39;90
2020-09-01 16:15:00;57;8;28;47;103
2020-09-01 16:30:00;57;16;27;53;88
2020-09-01 16:45:00;40;14;26;39;83
2020-09-01 17:00:00;70;11;22;48;94
2020-09-01 17:15:00;52;5;11;34;93
2020-09-01 17:30:00;41;7;22;29;73
2020-09-01 17:45:00;47;9;17;28;83
2020-09-01 18:00:00;33;11;15;36;75
2020-09-01 18:15:00;41;8;8;24;64
2020-09-01 18:30:00;32;11;20;26;57
2020-09-01 18:45:00;34;8;9;20;63
2020-09-01 19:00:00;46;9;12;26;56
2020-09-01 19:15:00;35;9;6;20;39
2020-09-01 19:30:00;33;4;10;16;33
2020-09-01 19:45:00;23;5;5;13;43
2020-09-01 20:00:00;30;6;15;26;31
2020-09-01 20:15:00;28;6;14;5;27
2020-09-01 20:30:00;9;3;3;11;30
2020-09-01 20:45:00;15;3;6;8;12
2020-09-01 21:00:00;21;5;8;14;24
2020-09-01 21:15:00;27;2;4;13;20
2020-09-01 21:30:00;20;3;2;11;26
2020-09-01 21:45:00;11;2;5;17;19
2020-09-01 22:00:00;12;4;6;10;18
2020-09-01 22:15:00;13;1;0;3;17
2020-09-01 22:30:00;17;0;1;7;7
2020-09-01 22:45:00;8;0;6;4;15
2020-09-01 23:00:00;9;3;3;2;4
2020-09-01 23:15:00;7;2;1;2;4
2020-09-01 23:30:00;2;1;1;5;11
