DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2019-10-23 00:00:00;2;4;4;2;5;2;10;2
2019-10-23 00:15:00;0;4;4;2;3;3;5;2
2019-10-23 00:30:00;2;4;4;0;0;2;10;11
2019-10-23 00:45:00;5;6;6;1;4;1;4;2
2019-10-23 01:00:00;6;6;6;0;0;0;3;3
2019-10-23 01:15:00;0;4;4;1;1;2;3;4
2019-10-23 01:30:00;1;2;2;0;1;4;3;2
2019-10-23 01:45:00;0;1;1;0;2;1;2;1
2019-10-23 02:00:00;1;1;1;0;1;0;4;2
2019-10-23 02:15:00;0;1;1;1;1;0;1;0
2019-10-23 02:30:00;0;2;3;0;1;3;0;0
2019-10-23 02:45:00;2;5;6;1;1;2;2;2
2019-10-23 03:00:00;3;3;2;0;0;1;1;1
2019-10-23 03:15:00;2;2;2;0;2;4;3;1
2019-10-23 03:30:00;3;2;3;3;2;1;3;2
2019-10-23 03:45:00;1;5;4;4;8;3;5;4
2019-10-23 04:00:00;3;4;4;1;4;2;2;4
2019-10-23 04:15:00;9;10;10;2;1;2;5;1
2019-10-23 04:30:00;6;12;12;0;4;8;7;4
2019-10-23 04:45:00;14;24;23;6;8;6;8;6
2019-10-23 05:00:00;27;51;53;7;13;11;15;5
2019-10-23 05:15:00;72;115;115;5;13;23;38;18
2019-10-23 05:30:00;83;91;91;9;18;23;45;20
2019-10-23 05:45:00;95;88;91;35;43;24;79;40
2019-10-23 06:00:00;72;73;75;28;43;23;48;42
2019-10-23 06:15:00;83;90;89;18;36;26;40;34
2019-10-23 06:30:00;138;109;110;13;24;26;63;32
2019-10-23 06:45:00;157;120;125;7;18;23;61;50
2019-10-23 07:00:00;166;125;123;10;17;25;69;39
2019-10-23 07:15:00;177;120;119;14;24;45;93;61
2019-10-23 07:30:00;220;134;130;20;42;89;88;71
2019-10-23 07:45:00;198;120;124;19;31;57;89;84
2019-10-23 08:00:00;213;122;116;10;26;42;94;65
2019-10-23 08:15:00;176;131;132;25;35;45;103;66
2019-10-23 08:30:00;126;122;121;19;38;38;88;58
2019-10-23 08:45:00;101;77;75;13;24;36;70;43
2019-10-23 09:00:00;89;86;88;17;22;27;63;39
2019-10-23 09:15:00;91;81;82;23;23;33;54;44
2019-10-23 09:30:00;93;75;77;17;29;34;67;43
2019-10-23 09:45:00;69;68;67;18;31;24;68;46
2019-10-23 10:00:00;86;90;85;22;17;36;72;58
2019-10-23 10:15:00;87;85;88;14;29;33;89;49
2019-10-23 10:30:00;79;74;78;23;24;19;84;66
2019-10-23 10:45:00;61;67;67;18;20;28;67;54
2019-10-23 11:00:00;83;75;75;14;34;29;78;51
2019-10-23 11:15:00;74;72;72;18;41;26;76;51
2019-10-23 11:30:00;88;71;64;18;31;24;77;57
2019-10-23 11:45:00;102;66;65;11;23;33;80;60
2019-10-23 12:00:00;64;55;52;21;29;34;61;47
2019-10-23 12:15:00;88;65;61;21;34;29;89;55
2019-10-23 12:30:00;77;72;69;15;18;36;84;60
2019-10-23 12:45:00;79;73;69;20;34;26;75;56
2019-10-23 13:00:00;113;112;111;20;31;26;100;67
2019-10-23 13:15:00;104;103;101;14;27;40;97;54
2019-10-23 13:30:00;120;135;126;21;32;30;94;45
2019-10-23 13:45:00;111;101;101;18;20;30;90;53
2019-10-23 14:00:00;86;86;87;21;34;31;71;52
2019-10-23 14:15:00;98;59;56;39;77;39;109;80
2019-10-23 14:30:00;82;70;66;35;47;48;91;63
2019-10-23 14:45:00;79;69;67;31;40;43;115;77
2019-10-23 15:00:00;76;62;57;30;38;40;97;81
2019-10-23 15:15:00;84;67;67;28;45;36;114;96
2019-10-23 15:30:00;90;73;67;26;36;65;89;84
2019-10-23 15:45:00;103;78;75;22;36;63;125;118
2019-10-23 16:00:00;82;93;88;20;25;57;122;119
2019-10-23 16:15:00;103;90;88;33;37;67;103;92
2019-10-23 16:30:00;110;75;76;29;66;72;116;101
2019-10-23 16:45:00;130;83;76;28;49;54;123;101
2019-10-23 17:00:00;137;85;86;21;38;67;111;88
2019-10-23 17:15:00;93;61;58;28;47;57;117;86
2019-10-23 17:30:00;107;70;61;21;33;43;77;67
2019-10-23 17:45:00;97;67;67;17;36;34;104;87
2019-10-23 18:00:00;82;41;43;16;23;28;96;77
2019-10-23 18:15:00;98;63;61;17;34;24;106;78
2019-10-23 18:30:00;69;59;56;20;29;30;92;71
2019-10-23 18:45:00;80;68;63;19;28;29;91;62
