DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(DA4);11(DA5);12(DC4);13(DC5);14(DA6);15(DC6);16(TA1FBA);17(TA2FBA);18(TA1FBB);19(TA2FBB);20(TA1FBC);21(TA2FBC);22(TA1FBD);23(TA2FBD)
2020-01-31 00:00:00;2;3;1;1;8;6;0;0;4;2;2;0;0;3;9;0;0;0;0;0;0;0;0
2020-01-31 00:15:00;13;10;1;2;13;10;1;3;1;1;1;3;3;17;14;0;0;0;0;0;0;0;0
2020-01-31 00:30:00;19;12;3;2;7;10;0;2;3;0;1;0;1;21;11;0;0;0;0;0;0;0;0
2020-01-31 00:45:00;5;6;0;2;9;8;2;6;4;0;0;1;1;6;11;0;0;0;0;0;0;0;0
2020-01-31 01:00:00;5;10;1;1;4;3;0;0;2;0;0;0;0;8;7;0;0;0;0;0;0;0;0
2020-01-31 01:15:00;3;3;0;2;6;6;0;3;3;0;0;0;0;3;9;0;0;0;0;0;0;0;0
2020-01-31 01:30:00;9;9;0;3;5;3;0;3;2;1;1;0;0;10;6;0;0;0;0;0;0;0;0
2020-01-31 01:45:00;6;4;1;0;8;5;1;5;3;0;0;0;0;9;9;0;0;0;0;0;0;0;0
2020-01-31 02:00:00;5;6;1;1;4;7;1;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0
2020-01-31 02:15:00;5;7;0;0;11;11;2;0;0;0;0;0;0;7;12;0;0;0;0;0;0;0;0
2020-01-31 02:30:00;3;3;0;1;9;8;3;1;2;0;1;0;1;4;9;0;0;0;0;0;0;0;0
2020-01-31 02:45:00;6;7;0;1;6;8;0;1;1;0;1;0;0;7;7;0;0;0;0;0;0;0;0
2020-01-31 03:00:00;7;1;0;0;1;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0;0
2020-01-31 03:15:00;4;4;2;0;13;8;2;1;1;0;0;1;1;5;17;0;0;0;0;0;0;0;0
2020-01-31 03:30:00;5;2;1;0;5;4;1;1;0;0;0;1;1;5;6;0;0;0;0;0;0;0;0
2020-01-31 03:45:00;8;8;0;0;6;7;0;1;1;0;0;1;1;8;9;0;0;0;0;0;0;0;0
2020-01-31 04:00:00;7;7;0;0;4;1;0;1;2;0;0;0;0;9;4;0;0;0;0;0;0;0;0
2020-01-31 04:15:00;7;8;1;3;10;5;1;3;3;0;0;0;0;9;12;0;0;0;0;0;0;0;0
2020-01-31 04:30:00;15;12;4;2;17;8;3;1;4;0;0;0;0;17;20;0;0;0;0;0;0;0;0
2020-01-31 04:45:00;28;13;0;5;14;6;0;6;4;1;0;0;0;31;15;0;0;0;0;0;0;0;0
2020-01-31 05:00:00;44;52;2;4;20;15;1;8;7;1;1;2;1;61;28;0;0;0;0;0;0;0;0
2020-01-31 05:15:00;74;84;4;10;39;24;5;17;9;6;8;2;1;105;48;0;0;0;0;0;0;0;0
2020-01-31 05:30:00;72;98;3;8;34;37;8;19;7;8;16;1;1;90;49;0;4;0;0;0;0;0;0
2020-01-31 05:45:00;72;90;4;8;59;50;6;17;4;6;7;2;2;106;85;0;0;0;0;3;0;0;0
2020-01-31 06:00:00;80;88;2;13;66;69;7;14;10;6;5;7;6;89;98;0;0;0;0;0;0;0;0
2020-01-31 06:15:00;87;110;6;17;67;53;11;21;18;12;15;9;11;116;89;0;1;0;0;0;0;0;0
