DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(DA4);11(DA5);12(DC4);13(DC5);14(DA6);15(DC6);16(TA1FBA);17(TA2FBA);18(TA1FBB);19(TA2FBB);20(TA1FBC);21(TA2FBC);22(TA1FBD);23(TA2FBD)
2020-10-16 00:00:00;10;15;2;0;10;9;1;1;2;1;1;0;0;17;11;0;0;0;0;0;0;0;0
2020-10-16 00:15:00;8;15;1;1;13;13;1;0;1;1;1;3;3;13;16;0;0;0;0;0;0;0;0
2020-10-16 00:30:00;13;7;1;1;5;6;2;1;1;1;0;0;0;14;6;0;0;0;0;0;0;0;0
2020-10-16 00:45:00;8;5;1;1;10;6;0;1;0;0;0;0;0;10;13;0;0;0;0;0;0;0;0
2020-10-16 01:00:00;5;10;0;2;7;4;3;2;1;1;1;0;0;8;9;0;0;0;0;0;0;0;0
2020-10-16 01:15:00;7;4;0;2;6;5;2;2;1;0;0;0;0;8;9;0;0;0;0;0;0;0;0
2020-10-16 01:30:00;2;5;1;0;3;5;0;2;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0
2020-10-16 01:45:00;5;3;0;2;6;3;0;2;2;0;0;0;0;5;7;0;0;0;0;0;0;0;0
2020-10-16 02:00:00;5;1;0;1;4;2;0;0;0;0;0;0;0;5;4;0;0;0;0;0;0;0;0
2020-10-16 02:15:00;5;2;0;0;7;5;2;0;1;1;1;1;0;5;8;0;0;0;0;0;0;0;0
2020-10-16 02:30:00;3;3;0;1;4;2;0;0;0;0;0;0;0;4;6;0;0;0;0;0;0;0;0
2020-10-16 02:45:00;6;8;1;0;7;5;1;1;1;0;0;0;0;9;8;0;0;0;0;0;0;0;0
2020-10-16 03:00:00;4;5;1;3;5;5;0;2;3;0;0;1;1;7;6;0;0;0;0;0;0;0;0
2020-10-16 03:15:00;4;2;0;0;5;2;0;2;1;0;0;0;0;4;6;0;0;0;0;0;0;0;0
2020-10-16 03:30:00;6;4;0;0;7;3;0;2;0;0;0;0;0;7;8;0;0;0;0;0;0;0;0
2020-10-16 03:45:00;6;4;0;1;10;7;1;2;1;0;0;1;1;7;13;0;0;0;0;0;0;0;0
2020-10-16 04:00:00;8;6;0;0;6;6;0;0;0;0;0;1;1;9;7;0;0;0;0;0;0;0;0
2020-10-16 04:15:00;12;8;0;1;15;8;0;0;2;1;1;0;0;15;17;0;0;0;0;0;0;0;0
