DATUM;1(DA1);2(DRES);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFGC);9(TAFBA);10(TAFBC);11(TAFBD);12(TARES)
2019-11-20 00:00:00;3;0;5;2;0;0;0;0;0;0;0;0
2019-11-20 00:15:00;3;0;2;2;0;0;0;0;0;0;0;0
2019-11-20 00:30:00;4;0;7;4;0;0;0;0;0;0;0;0
2019-11-20 00:45:00;3;0;7;2;0;0;0;0;0;0;0;0
2019-11-20 01:00:00;2;0;0;1;0;0;0;0;0;0;0;0
2019-11-20 01:15:00;3;0;3;4;0;0;0;0;0;0;0;0
2019-11-20 01:30:00;3;0;1;1;0;0;0;0;0;0;0;0
2019-11-20 01:45:00;4;0;2;3;0;0;0;0;0;0;0;0
2019-11-20 02:00:00;0;0;4;1;0;0;0;0;0;0;0;0
2019-11-20 02:15:00;4;0;4;0;0;0;0;0;0;0;0;0
2019-11-20 02:30:00;4;0;3;0;0;0;0;0;0;0;0;0
2019-11-20 02:45:00;1;0;6;0;0;0;0;0;0;0;0;0
2019-11-20 03:00:00;1;0;1;1;0;0;0;0;0;0;0;0
2019-11-20 03:15:00;4;0;2;1;0;0;0;0;0;0;0;0
2019-11-20 03:30:00;1;0;1;0;0;0;0;0;0;0;0;0
2019-11-20 03:45:00;2;0;3;1;0;0;0;0;0;0;0;0
2019-11-20 04:00:00;3;0;3;1;0;0;0;0;0;0;0;0
2019-11-20 04:15:00;9;0;2;3;0;0;0;0;0;0;0;0
2019-11-20 04:30:00;5;0;7;5;0;0;0;0;0;0;0;0
2019-11-20 04:45:00;9;0;15;4;0;0;0;0;0;0;0;0
2019-11-20 05:00:00;9;0;30;5;0;0;0;0;0;0;0;0
2019-11-20 05:15:00;23;0;43;12;0;0;0;0;0;0;0;0
2019-11-20 05:30:00;36;0;55;8;1;0;5;0;0;0;0;0
2019-11-20 05:45:00;55;0;58;8;0;4;1;0;0;0;0;0
2019-11-20 06:00:00;64;0;39;13;0;0;3;0;0;0;0;0
2019-11-20 06:15:00;42;0;82;14;3;0;0;0;0;0;0;0
2019-11-20 06:30:00;73;0;101;26;2;3;0;0;0;0;0;0
2019-11-20 06:45:00;76;0;100;20;0;0;0;0;0;0;0;0
2019-11-20 07:00:00;61;0;119;23;2;2;0;0;0;0;0;0
2019-11-20 07:15:00;96;0;146;25;9;0;11;0;0;0;0;0
2019-11-20 07:30:00;70;0;151;22;10;0;3;0;0;0;0;0
2019-11-20 07:45:00;94;0;141;32;7;0;2;2;0;0;0;0
2019-11-20 08:00:00;49;0;136;22;1;0;0;1;0;0;0;0
2019-11-20 08:15:00;61;0;127;28;45;0;5;0;0;0;0;0
2019-11-20 08:30:00;48;0;107;23;4;0;5;0;0;0;0;0
2019-11-20 08:45:00;66;0;95;31;1;0;6;2;0;0;0;0
2019-11-20 09:00:00;68;0;83;27;7;1;3;2;0;0;0;0
2019-11-20 09:15:00;48;0;73;19;0;0;5;0;0;0;0;0
2019-11-20 09:30:00;60;0;77;15;2;0;0;0;0;0;0;0
2019-11-20 09:45:00;59;0;75;21;5;0;1;0;0;0;0;0
2019-11-20 10:00:00;72;0;67;19;0;0;3;0;0;0;0;0
2019-11-20 10:15:00;65;0;70;23;6;0;0;0;0;0;0;0
2019-11-20 10:30:00;57;0;80;23;0;0;0;1;0;0;0;0
2019-11-20 10:45:00;68;0;75;29;6;0;1;1;0;0;0;0
2019-11-20 11:00:00;65;0;78;24;1;6;7;1;0;0;0;0
2019-11-20 11:15:00;75;0;67;28;1;0;2;0;0;0;0;0
2019-11-20 11:30:00;76;0;70;37;2;0;5;0;0;0;0;0
2019-11-20 11:45:00;90;0;65;20;0;0;0;1;0;0;0;0
2019-11-20 12:00:00;73;0;84;19;0;0;14;56;0;0;0;0
2019-11-20 12:15:00;74;0;67;24;2;0;2;0;0;0;0;0
2019-11-20 12:30:00;85;0;74;24;0;0;0;0;0;0;0;0
2019-11-20 12:45:00;67;0;76;30;4;2;2;0;0;0;0;0
2019-11-20 13:00:00;87;0;96;36;0;0;22;2;0;0;0;0
2019-11-20 13:15:00;78;0;87;34;9;0;0;0;0;0;0;0
2019-11-20 13:30:00;87;0;76;28;2;0;7;0;0;0;0;0
