DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(MPF2B01);7(MPF2B02);8(MPF2B03);9(MPF2B04);10(MPF2B05);11(MPF2B06);12(MPF2B07);13(MPF2B08);14(MPF2B09);15(MPF2B10);16(MPF2B11);17(MPF2B12);18(MPF2B13);19(MPF2B14)
2020-01-21 00:00:00;12;5;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 00:15:00;12;9;0;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 00:30:00;7;9;0;8;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 00:45:00;5;6;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 01:00:00;10;6;0;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 01:15:00;4;2;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 01:30:00;5;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 01:45:00;5;3;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 02:00:00;9;7;0;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 02:15:00;5;4;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 02:30:00;9;6;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 02:45:00;9;8;0;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 03:00:00;7;4;0;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 03:15:00;8;5;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 03:30:00;5;4;0;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 03:45:00;8;6;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 04:00:00;7;2;0;7;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 04:15:00;15;6;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 04:30:00;25;19;0;10;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 04:45:00;39;27;0;7;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 05:00:00;72;65;3;11;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 05:15:00;98;99;0;18;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 05:30:00;110;112;0;31;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 05:45:00;106;136;0;46;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 06:00:00;79;93;0;59;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 06:15:00;99;117;0;58;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 06:30:00;123;129;0;50;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 06:45:00;147;169;0;55;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 07:00:00;128;157;1;58;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 07:15:00;201;218;1;94;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 07:30:00;170;216;0;110;157;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 07:45:00;146;213;1;95;173;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-21 08:00:00;162;218;0;98;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0
