DATUM;1(TAFGA);2(MP0701);3(MP0702);4(MP0703);5(MP0704);6(MP0705);7(MP0706);8(MP0707);9(MP0708)
2020-01-18 00:00:00;0;0;0;0;0;0;0;0;0
2020-01-18 00:15:00;0;0;0;0;0;0;0;0;0
2020-01-18 00:30:00;0;0;0;0;0;0;0;0;0
2020-01-18 00:45:00;0;0;0;0;0;0;0;0;0
2020-01-18 01:00:00;0;0;0;0;0;0;0;0;0
2020-01-18 01:15:00;0;0;0;0;0;0;0;0;0
2020-01-18 01:30:00;0;0;0;0;0;0;0;0;0
2020-01-18 01:45:00;0;0;0;0;0;0;0;0;0
2020-01-18 02:00:00;0;0;0;0;0;0;0;0;0
2020-01-18 02:15:00;0;0;0;0;0;0;0;0;0
2020-01-18 02:30:00;0;0;0;0;0;0;0;0;0
2020-01-18 02:45:00;0;0;0;0;0;0;0;0;0
2020-01-18 03:00:00;0;0;0;0;0;0;0;0;0
2020-01-18 03:15:00;0;0;0;0;0;0;0;0;0
2020-01-18 03:30:00;0;0;0;0;0;0;0;0;0
2020-01-18 03:45:00;0;0;0;0;0;0;0;0;0
2020-01-18 04:00:00;0;0;0;0;0;0;0;0;0
2020-01-18 04:15:00;0;0;0;0;0;0;0;0;0
2020-01-18 04:30:00;0;0;0;0;0;0;0;0;0
2020-01-18 04:45:00;0;0;0;0;0;0;0;0;0
2020-01-18 05:00:00;0;0;0;0;0;0;0;0;0
2020-01-18 05:15:00;0;0;0;0;0;0;0;0;0
2020-01-18 05:30:00;0;0;0;0;0;0;0;0;0
2020-01-18 05:45:00;0;0;0;0;0;0;0;0;0
2020-01-18 06:00:00;0;0;0;0;0;0;0;0;0
2020-01-18 06:15:00;0;0;0;0;0;0;0;0;0
2020-01-18 06:30:00;3;6;0;0;0;0;0;0;0
2020-01-18 06:45:00;0;0;0;0;0;0;0;0;0
2020-01-18 07:00:00;0;0;0;0;0;0;0;0;0
2020-01-18 07:15:00;0;0;0;0;0;0;0;0;0
2020-01-18 07:30:00;0;0;0;0;0;0;0;0;0
2020-01-18 07:45:00;0;0;0;0;0;0;0;0;0
2020-01-18 08:00:00;0;0;0;0;0;0;0;0;0
2020-01-18 08:15:00;1;0;0;0;0;0;0;0;0
2020-01-18 08:30:00;0;0;0;0;0;0;0;0;0
2020-01-18 08:45:00;0;0;0;0;0;0;0;0;0
2020-01-18 09:00:00;2;0;0;0;0;0;0;0;0
2020-01-18 09:15:00;0;0;0;0;0;0;0;0;0
2020-01-18 09:30:00;3;0;0;0;0;0;0;0;0
2020-01-18 09:45:00;3;0;0;0;0;0;0;0;0
2020-01-18 10:00:00;4;2;0;0;0;0;0;0;0
