DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2020-07-07 00:00:00;4;14;3;0;0;4;8
2020-07-07 00:15:00;8;20;7;0;1;6;7
2020-07-07 00:30:00;7;19;3;0;0;8;3
2020-07-07 00:45:00;5;9;0;0;1;5;6
2020-07-07 01:00:00;3;16;3;0;0;6;7
2020-07-07 01:15:00;0;4;1;210;1;3;7
2020-07-07 01:30:00;1;3;1;301;0;7;9
2020-07-07 01:45:00;1;5;1;96;1;6;4
2020-07-07 02:00:00;1;3;0;149;1;6;3
2020-07-07 02:15:00;2;12;1;97;0;6;7
2020-07-07 02:30:00;6;8;0;0;0;3;8
2020-07-07 02:45:00;2;14;2;55;0;3;6
2020-07-07 03:00:00;1;3;0;8;0;5;12
2020-07-07 03:15:00;1;7;2;27;1;4;5
2020-07-07 03:30:00;2;6;0;3;1;3;6
2020-07-07 03:45:00;3;7;2;1;0;5;3
2020-07-07 04:00:00;2;11;0;2;1;6;7
2020-07-07 04:15:00;2;10;2;7;1;11;9
2020-07-07 04:30:00;7;19;1;6;1;7;9
2020-07-07 04:45:00;16;25;5;5;4;8;15
2020-07-07 05:00:00;46;64;5;0;3;21;23
2020-07-07 05:15:00;96;128;4;10;1;11;24
2020-07-07 05:30:00;86;113;23;39;11;33;40
2020-07-07 05:45:00;56;99;19;18;25;49;71
2020-07-07 06:00:00;54;104;22;7;14;60;94
2020-07-07 06:15:00;94;141;32;0;25;67;100
2020-07-07 06:30:00;116;180;49;0;40;65;96
2020-07-07 06:45:00;97;165;51;0;33;54;70
2020-07-07 07:00:00;99;181;53;0;44;68;74
2020-07-07 07:15:00;136;201;58;0;38;75;109
2020-07-07 07:30:00;140;212;66;0;58;122;99
2020-07-07 07:45:00;120;200;77;0;49;70;77
2020-07-07 08:00:00;99;180;61;36;33;78;110
2020-07-07 08:15:00;81;188;55;68;43;71;133
2020-07-07 08:30:00;84;183;48;86;36;77;100
2020-07-07 08:45:00;78;162;60;62;27;80;96
2020-07-07 09:00:00;68;151;54;65;24;89;91
2020-07-07 09:15:00;61;166;52;55;27;68;90
2020-07-07 09:30:00;63;178;63;66;20;93;113
2020-07-07 09:45:00;43;147;44;65;16;90;120
2020-07-07 10:00:00;67;174;59;46;29;86;89
2020-07-07 10:15:00;75;176;61;55;28;90;106
2020-07-07 10:30:00;85;169;58;60;14;102;109
2020-07-07 10:45:00;69;163;56;52;21;100;107
2020-07-07 11:00:00;69;192;63;52;23;103;112
2020-07-07 11:15:00;74;212;63;61;16;86;110
2020-07-07 11:30:00;65;184;67;73;16;100;115
2020-07-07 11:45:00;74;173;45;77;26;97;97
2020-07-07 12:00:00;71;192;72;82;13;114;118
2020-07-07 12:15:00;71;179;62;54;27;103;114
2020-07-07 12:30:00;79;191;59;52;17;96;103
2020-07-07 12:45:00;91;181;68;59;22;99;89
2020-07-07 13:00:00;107;238;81;61;22;120;129
2020-07-07 13:15:00;100;200;60;54;23;89;97
2020-07-07 13:30:00;138;219;78;54;11;93;118
2020-07-07 13:45:00;110;209;75;61;33;94;105
2020-07-07 14:00:00;94;180;58;70;36;125;142
2020-07-07 14:15:00;78;197;78;70;23;132;148
2020-07-07 14:30:00;78;180;71;68;14;135;143
2020-07-07 14:45:00;83;184;55;73;21;108;135
2020-07-07 15:00:00;77;143;55;72;21;152;155
2020-07-07 15:15:00;77;192;87;75;23;120;130
2020-07-07 15:30:00;64;162;60;83;19;109;129
2020-07-07 15:45:00;87;181;68;52;21;132;123
2020-07-07 16:00:00;95;202;99;76;22;138;152
2020-07-07 16:15:00;98;176;81;79;21;120;136
2020-07-07 16:30:00;108;214;105;93;28;122;133
2020-07-07 16:45:00;91;190;76;92;18;152;159
2020-07-07 17:00:00;166;203;100;86;22;150;157
2020-07-07 17:15:00;111;198;89;79;23;123;127
2020-07-07 17:30:00;102;211;89;92;26;118;137
2020-07-07 17:45:00;73;182;70;101;21;125;138
2020-07-07 18:00:00;109;210;78;263;12;129;140
2020-07-07 18:15:00;96;181;76;30;10;116;143
2020-07-07 18:30:00;69;170;63;37;15;107;124
2020-07-07 18:45:00;69;139;51;101;15;90;122
2020-07-07 19:00:00;73;154;54;64;22;95;119
2020-07-07 19:15:00;45;129;46;46;16;85;84
2020-07-07 19:30:00;57;129;49;24;15;72;84
2020-07-07 19:45:00;46;106;38;0;14;68;75
2020-07-07 20:00:00;44;108;44;60;13;78;86
2020-07-07 20:15:00;53;123;40;28;9;58;72
2020-07-07 20:30:00;39;106;34;0;14;66;87
2020-07-07 20:45:00;56;103;37;2;9;49;55
2020-07-07 21:00:00;69;131;29;4;9;44;46
2020-07-07 21:15:00;67;130;29;14;6;52;50
2020-07-07 21:30:00;47;106;33;38;11;35;46
2020-07-07 21:45:00;33;73;26;44;8;64;69
2020-07-07 22:00:00;33;86;23;20;10;93;113
2020-07-07 22:15:00;38;70;24;18;6;62;74
2020-07-07 22:30:00;23;69;20;22;2;29;33
2020-07-07 22:45:00;24;64;24;18;2;27;32
2020-07-07 23:00:00;18;48;15;10;5;27;26
2020-07-07 23:15:00;11;40;13;11;1;18;21
2020-07-07 23:30:00;7;32;11;0;3;14;15
