DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DD1);31(DB2);32(TARDD);33(TAFGA);34(TAFGC);35(TAFBA);36(TAFBB);37(TAFBC);38(TAFBD)
2020-06-25 00:00:00;6;0;1;3;9;1;4;4;0;0;0;0;0;0;0
2020-06-25 00:15:00;10;2;3;1;9;0;3;3;0;0;0;0;0;0;0
2020-06-25 00:30:00;3;0;4;6;11;2;2;8;0;0;0;0;0;0;0
2020-06-25 00:45:00;6;1;3;3;4;1;6;7;0;0;0;0;0;0;0
2020-06-25 01:00:00;3;1;1;2;10;3;3;2;0;0;0;0;0;0;0
2020-06-25 01:15:00;5;0;9;3;6;0;2;10;0;0;1;0;0;0;0
2020-06-25 01:30:00;4;2;7;3;3;0;1;9;0;0;0;0;0;0;0
2020-06-25 01:45:00;1;1;7;7;3;0;1;13;0;0;0;0;0;0;0
2020-06-25 02:00:00;1;0;2;0;4;1;0;2;0;0;0;0;0;0;0
2020-06-25 02:15:00;3;0;2;2;3;0;0;3;0;0;0;0;0;0;0
2020-06-25 02:30:00;2;2;3;5;2;1;2;9;0;0;1;0;0;1;0
2020-06-25 02:45:00;3;0;6;6;4;2;3;13;0;0;0;0;0;0;0
2020-06-25 03:00:00;6;0;3;2;1;1;2;3;0;0;0;0;0;0;0
2020-06-25 03:15:00;0;0;1;3;1;0;2;3;0;0;0;0;0;0;0
2020-06-25 03:30:00;5;2;4;3;4;0;2;9;0;0;0;0;0;0;0
2020-06-25 03:45:00;3;2;4;1;4;2;1;4;0;0;0;0;0;0;0
2020-06-25 04:00:00;6;2;3;3;5;0;1;9;0;0;0;0;0;0;0
2020-06-25 04:15:00;6;3;5;4;2;2;4;11;0;0;0;0;0;0;0
2020-06-25 04:30:00;5;2;5;4;5;1;3;9;0;0;0;0;0;0;0
2020-06-25 04:45:00;9;2;3;5;9;0;3;5;0;0;0;0;0;0;0
2020-06-25 05:00:00;18;3;2;6;12;0;5;6;0;1;1;0;0;0;0
2020-06-25 05:15:00;30;7;11;9;25;0;9;20;0;0;1;0;0;0;0
2020-06-25 05:30:00;54;12;14;23;17;1;22;27;0;4;1;0;0;2;0
2020-06-25 05:45:00;76;31;20;37;19;4;20;38;0;1;2;0;0;0;0
2020-06-25 06:00:00;55;24;21;29;29;6;24;28;0;0;0;0;0;0;0
2020-06-25 06:15:00;108;19;26;30;38;3;23;32;0;0;0;0;0;0;0
2020-06-25 06:30:00;97;21;22;45;47;4;34;32;0;0;1;0;0;0;0
2020-06-25 06:45:00;129;43;27;43;42;2;47;38;0;0;0;0;1;0;0
2020-06-25 07:00:00;130;12;29;40;44;3;46;28;0;0;1;0;0;0;0
2020-06-25 07:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-25 07:30:00;154;17;44;40;44;13;49;40;0;0;0;15;0;0;0
2020-06-25 07:45:00;134;27;53;35;37;11;48;43;0;0;1;0;0;0;0
2020-06-25 08:00:00;113;18;46;34;55;6;42;37;0;2;0;0;1;0;0
2020-06-25 08:15:00;102;9;51;25;52;7;45;38;0;1;1;2;0;0;0
2020-06-25 08:30:00;109;14;46;36;56;9;44;44;0;0;0;0;0;0;0
2020-06-25 08:45:00;115;10;44;29;45;8;39;32;0;0;0;0;0;0;0
2020-06-25 09:00:00;103;10;42;32;63;10;58;41;0;0;2;0;0;0;0
2020-06-25 09:15:00;135;11;34;24;51;4;44;37;0;0;0;0;0;0;0
2020-06-25 09:30:00;117;11;40;29;68;10;49;36;0;0;1;2;0;2;0
2020-06-25 09:45:00;117;7;53;27;58;12;53;42;0;2;0;1;0;0;0
2020-06-25 10:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-25 10:15:00;96;12;49;33;78;12;45;32;0;0;2;0;0;0;0
2020-06-25 10:30:00;110;9;48;33;66;16;50;37;0;1;0;0;0;0;0
2020-06-25 10:45:00;88;3;45;40;68;11;59;39;0;0;0;0;0;0;0
2020-06-25 11:00:00;83;10;37;44;83;12;61;38;0;3;1;0;0;0;2
2020-06-25 11:15:00;99;9;47;31;66;8;55;46;0;1;4;0;0;4;0
2020-06-25 11:30:00;99;8;44;31;78;11;59;41;0;2;0;0;0;0;0
2020-06-25 11:45:00;104;8;44;41;81;9;57;37;0;0;3;0;0;0;0
2020-06-25 12:00:00;75;6;45;46;91;13;63;44;0;1;2;0;1;0;0
2020-06-25 12:15:00;84;10;40;39;101;7;58;39;0;2;0;0;1;0;0
2020-06-25 12:30:00;84;12;38;35;70;10;51;36;0;1;2;0;2;0;0
2020-06-25 12:45:00;93;12;37;35;91;16;52;47;0;1;0;1;0;0;0
2020-06-25 13:00:00;95;8;49;39;89;13;59;38;0;0;1;0;0;0;0
2020-06-25 13:15:00;98;6;45;28;89;11;52;32;0;1;5;0;0;0;0
2020-06-25 13:30:00;102;14;41;29;94;7;50;30;0;3;0;0;0;0;0
2020-06-25 13:45:00;104;11;44;40;96;9;38;42;0;1;1;0;0;0;0
2020-06-25 14:00:00;87;13;41;36;99;16;65;38;0;1;1;0;8;0;0
2020-06-25 14:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-25 14:30:00;97;9;62;30;91;12;77;32;0;0;5;0;0;0;0
2020-06-25 14:45:00;105;7;52;40;88;8;68;38;0;2;5;0;0;0;0
2020-06-25 15:00:00;101;11;48;27;108;16;50;39;0;0;1;0;0;0;0
2020-06-25 15:15:00;89;6;51;39;119;12;47;30;0;4;1;2;0;0;4
2020-06-25 15:30:00;102;12;81;39;102;10;64;50;0;2;3;1;1;0;0
2020-06-25 15:45:00;93;10;83;44;135;11;63;43;0;4;0;0;0;0;0
2020-06-25 16:00:00;89;9;58;48;117;11;67;42;0;0;0;1;0;0;0
2020-06-25 16:15:00;101;9;70;40;102;17;71;40;0;0;2;0;0;0;0
2020-06-25 16:30:00;106;4;67;42;123;14;75;39;0;0;1;0;0;12;0
2020-06-25 16:45:00;98;4;56;37;124;11;66;41;0;5;1;0;0;0;0
2020-06-25 17:00:00;78;10;59;38;119;10;67;42;0;0;0;0;0;0;0
2020-06-25 17:15:00;95;3;52;24;103;13;61;36;0;2;3;0;2;0;0
2020-06-25 17:30:00;96;9;57;33;115;14;58;39;0;0;0;0;0;0;0
2020-06-25 17:45:00;86;5;38;28;109;5;59;35;0;2;1;0;0;1;0
2020-06-25 18:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-25 18:15:00;93;2;42;28;94;18;38;38;0;1;0;1;0;0;0
2020-06-25 18:30:00;81;6;40;33;84;11;42;32;0;0;1;0;0;0;0
2020-06-25 18:45:00;87;3;35;21;83;18;35;28;0;1;0;0;0;0;0
2020-06-25 19:00:00;73;4;25;20;77;7;32;24;0;0;1;0;1;0;0
2020-06-25 19:15:00;55;6;17;26;92;6;34;29;0;3;0;2;0;0;0
2020-06-25 19:30:00;56;2;28;17;62;13;32;18;0;0;0;0;0;0;0
2020-06-25 19:45:00;52;8;28;20;79;8;30;23;0;0;0;0;0;0;1
2020-06-25 20:00:00;51;5;22;11;68;8;32;19;0;1;2;0;0;0;0
2020-06-25 20:15:00;54;7;19;2;54;1;22;18;0;0;0;0;1;0;0
2020-06-25 20:30:00;39;1;19;7;52;4;18;9;0;0;0;0;0;0;0
2020-06-25 21:00:00;55;2;16;5;34;3;19;15;0;2;1;0;0;0;0
2020-06-25 21:15:00;40;5;16;5;37;5;22;15;0;0;0;0;0;0;0
2020-06-25 21:30:00;34;2;12;11;48;3;26;17;0;0;0;0;0;0;0
2020-06-25 21:45:00;33;3;15;6;29;3;15;12;0;1;2;4;0;2;0
2020-06-25 22:00:00;30;2;17;6;44;4;23;18;0;2;0;0;0;0;0
2020-06-25 22:15:00;42;4;11;11;40;2;20;11;0;0;3;0;0;0;0
2020-06-25 22:30:00;23;2;9;2;36;4;20;12;0;0;0;3;0;0;4
2020-06-25 22:45:00;28;5;5;7;26;2;9;12;0;1;0;0;0;1;0
