DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2019-11-23 00:00:00;29;19;25;14;0;0
2019-11-23 00:15:00;32;26;22;14;0;0
2019-11-23 00:30:00;32;30;24;22;0;0
2019-11-23 00:45:00;18;11;17;14;0;0
2019-11-23 01:00:00;16;13;24;10;0;0
2019-11-23 01:15:00;16;14;21;12;0;0
2019-11-23 01:30:00;16;7;12;7;0;0
2019-11-23 01:45:00;15;13;24;16;0;0
2019-11-23 02:00:00;17;8;17;7;0;0
2019-11-23 02:15:00;15;9;17;5;0;0
2019-11-23 02:30:00;11;7;15;9;0;0
2019-11-23 02:45:00;15;10;18;13;0;0
2019-11-23 03:00:00;6;2;22;13;0;0
2019-11-23 03:15:00;14;8;13;7;0;0
2019-11-23 03:30:00;8;10;4;3;0;0
2019-11-23 03:45:00;14;8;17;6;0;0
2019-11-23 04:00:00;13;3;3;5;0;0
2019-11-23 04:15:00;6;7;7;1;0;0
2019-11-23 04:30:00;8;6;14;8;0;0
2019-11-23 04:45:00;10;11;14;8;0;0
2019-11-23 05:00:00;12;9;18;11;0;0
2019-11-23 05:15:00;23;15;24;10;0;0
2019-11-23 05:30:00;45;48;41;30;0;0
2019-11-23 05:45:00;75;83;25;19;0;0
2019-11-23 06:00:00;101;104;30;25;0;0
2019-11-23 06:15:00;75;68;43;32;0;0
2019-11-23 06:30:00;29;24;36;17;0;0
2019-11-23 06:45:00;39;44;33;23;0;0
2019-11-23 07:00:00;36;30;32;18;0;0
2019-11-23 07:15:00;59;37;40;25;0;0
2019-11-23 07:30:00;47;34;42;22;0;0
2019-11-23 07:45:00;62;53;43;28;7;0
2019-11-23 08:00:00;53;46;48;34;0;0
2019-11-23 08:15:00;66;57;49;36;3;0
2019-11-23 08:30:00;62;44;54;55;3;0
2019-11-23 08:45:00;66;59;74;41;0;0
2019-11-23 09:00:00;71;57;90;72;3;0
2019-11-23 09:15:00;90;56;89;65;15;0
2019-11-23 09:30:00;94;66;95;82;7;0
2019-11-23 09:45:00;101;82;103;72;0;0
2019-11-23 10:00:00;107;96;100;72;15;0
2019-11-23 10:15:00;99;116;102;81;2;0
2019-11-23 10:30:00;116;109;115;102;17;11
2019-11-23 10:45:00;115;109;120;87;35;0
2019-11-23 11:00:00;126;99;120;98;35;0
2019-11-23 11:15:00;129;127;106;96;21;0
2019-11-23 11:30:00;128;124;112;95;13;0
2019-11-23 11:45:00;120;129;136;108;18;2
2019-11-23 12:00:00;121;115;131;89;35;3
2019-11-23 12:15:00;142;138;118;116;36;0
2019-11-23 12:30:00;131;125;128;117;15;0
2019-11-23 12:45:00;120;131;128;119;6;0
2019-11-23 13:00:00;102;128;127;112;36;4
2019-11-23 13:15:00;105;104;131;108;8;1
2019-11-23 13:30:00;115;134;125;117;4;0
2019-11-23 13:45:00;134;139;117;104;6;0
2019-11-23 14:00:00;131;131;131;109;25;2
2019-11-23 14:15:00;132;141;134;107;13;0
2019-11-23 14:30:00;146;158;125;125;8;0
2019-11-23 14:45:00;114;126;83;77;4;0
2019-11-23 15:00:00;169;146;130;118;21;4
2019-11-23 15:15:00;107;121;95;108;7;2
2019-11-23 15:30:00;137;156;131;112;18;12
2019-11-23 15:45:00;96;105;98;78;41;0
2019-11-23 16:00:00;144;150;118;108;14;0
2019-11-23 16:15:00;124;121;94;94;13;0
2019-11-23 16:30:00;134;122;126;104;12;0
2019-11-23 16:45:00;109;119;113;102;11;0
2019-11-23 17:00:00;111;107;101;103;21;6
2019-11-23 17:15:00;124;134;116;110;47;17
2019-11-23 17:30:00;121;130;135;106;14;12
2019-11-23 17:45:00;104;102;108;107;14;0
2019-11-23 18:00:00;96;103;98;89;8;4
2019-11-23 18:15:00;107;106;101;85;1;0
2019-11-23 18:30:00;87;101;99;94;1;0
2019-11-23 18:45:00;98;96;82;75;0;0
2019-11-23 19:00:00;87;83;93;76;5;0
2019-11-23 19:15:00;82;79;54;48;0;0
2019-11-23 19:30:00;64;62;68;49;1;0
2019-11-23 19:45:00;77;60;60;46;0;0
2019-11-23 20:00:00;63;90;54;47;0;0
2019-11-23 20:15:00;80;100;63;62;0;0
2019-11-23 20:30:00;49;49;50;44;12;0
2019-11-23 20:45:00;47;52;59;35;0;0
2019-11-23 21:00:00;36;35;37;28;10;0
2019-11-23 21:15:00;50;45;42;25;0;0
2019-11-23 21:30:00;28;31;36;29;0;0
2019-11-23 21:45:00;37;37;34;22;0;0
2019-11-23 22:00:00;46;42;43;28;0;0
2019-11-23 22:15:00;49;36;44;25;0;0
2019-11-23 22:30:00;45;31;42;31;0;0
2019-11-23 22:45:00;32;34;31;29;0;0
2019-11-23 23:00:00;36;32;35;19;0;0
2019-11-23 23:15:00;42;32;32;22;5;0
2019-11-23 23:30:00;30;23;25;22;0;0
2019-11-23 23:45:00;27;36;39;27;0;0
