DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2019-11-21 00:00:00;2;1;2;4;1;0;0;0
2019-11-21 00:15:00;1;1;2;11;1;0;0;0
2019-11-21 00:30:00;0;0;0;1;2;0;0;0
2019-11-21 00:45:00;2;0;0;7;0;0;0;0
2019-11-21 01:00:00;0;0;1;4;0;0;0;0
2019-11-21 01:15:00;0;1;0;2;0;0;0;0
2019-11-21 01:30:00;0;0;0;0;0;0;0;0
2019-11-21 01:45:00;1;0;0;1;2;0;0;0
2019-11-21 02:00:00;1;1;1;0;0;0;0;0
2019-11-21 02:15:00;1;0;0;0;0;0;0;0
2019-11-21 02:30:00;2;0;0;0;0;0;0;0
2019-11-21 02:45:00;1;0;0;3;0;0;0;0
2019-11-21 03:00:00;0;1;1;1;0;0;0;0
2019-11-21 03:15:00;2;0;0;2;0;0;0;0
2019-11-21 03:30:00;2;0;0;0;0;0;0;0
2019-11-21 03:45:00;3;3;2;0;1;0;0;0
2019-11-21 04:00:00;7;1;1;1;1;0;0;0
2019-11-21 04:15:00;9;0;1;3;0;0;0;0
2019-11-21 04:30:00;6;0;0;5;0;0;0;0
2019-11-21 04:45:00;9;2;0;1;0;0;0;0
2019-11-21 05:00:00;16;3;1;8;2;0;0;0
2019-11-21 05:15:00;37;4;2;14;2;0;0;0
2019-11-21 05:30:00;61;6;5;21;5;0;0;0
2019-11-21 05:45:00;82;9;8;37;2;0;0;0
2019-11-21 06:00:00;69;8;9;25;4;0;0;0
2019-11-21 06:15:00;101;8;9;46;2;0;0;0
2019-11-21 06:30:00;150;16;7;56;11;17;0;1
2019-11-21 06:45:00;152;18;13;85;7;17;0;0
2019-11-21 07:00:00;202;14;18;83;23;6;0;1
2019-11-21 07:15:00;202;24;16;113;28;29;0;0
2019-11-21 07:30:00;235;25;44;113;46;5;0;0
2019-11-21 07:45:00;186;26;35;99;66;2;0;0
2019-11-21 08:00:00;143;23;38;134;48;1;0;0
2019-11-21 08:15:00;164;28;37;120;44;1;0;0
2019-11-21 08:30:00;168;28;53;113;45;8;0;0
2019-11-21 08:45:00;150;15;40;114;30;3;0;0
2019-11-21 09:00:00;96;16;28;79;22;3;0;0
2019-11-21 09:15:00;102;13;27;94;19;4;0;0
2019-11-21 09:30:00;89;14;26;92;21;0;0;0
2019-11-21 09:45:00;96;19;32;99;15;10;0;0
2019-11-21 10:00:00;89;14;26;98;15;5;0;0
2019-11-21 10:15:00;90;14;20;85;16;1;0;0
2019-11-21 10:30:00;94;20;34;99;22;4;0;0
2019-11-21 10:45:00;92;25;56;82;18;4;0;0
2019-11-21 11:00:00;89;18;47;90;21;2;0;0
2019-11-21 11:15:00;98;15;47;110;20;1;0;0
2019-11-21 11:30:00;72;15;28;82;21;7;0;0
