DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-03-07 00:00:00;5;4;0;1;6;11;9;2;3;5;6;2;0
2020-03-07 00:15:00;10;4;6;2;2;19;15;12;9;11;9;2;5
2020-03-07 00:30:00;7;4;1;6;5;10;10;8;7;8;14;5;1
2020-03-07 00:45:00;15;3;0;6;2;13;13;6;5;7;6;3;0
2020-03-07 01:00:00;12;4;5;7;5;12;11;5;3;4;9;6;2
2020-03-07 01:15:00;13;2;3;1;1;12;13;6;1;9;9;2;3
2020-03-07 01:30:00;11;0;2;2;2;8;9;0;0;3;5;1;2
2020-03-07 01:45:00;8;2;3;3;0;5;4;4;1;6;1;2;3
2020-03-07 02:00:00;4;4;2;2;1;10;8;5;3;10;3;0;2
2020-03-07 02:15:00;11;3;2;2;1;10;10;2;0;2;2;1;2
2020-03-07 02:30:00;5;0;1;0;1;5;3;1;2;5;1;0;1
2020-03-07 02:45:00;7;1;2;2;2;5;6;4;0;5;6;1;1
2020-03-07 03:00:00;5;1;0;1;2;6;10;1;0;1;2;0;0
2020-03-07 03:15:00;1;0;0;2;2;9;9;1;0;1;2;1;0
2020-03-07 03:30:00;5;2;1;1;1;1;1;0;0;0;1;0;1
2020-03-07 03:45:00;5;1;0;1;1;3;3;3;2;1;4;0;0
2020-03-07 04:00:00;2;1;0;1;1;7;9;5;3;3;3;1;0
2020-03-07 04:15:00;2;1;1;1;1;3;5;2;1;5;5;1;1
2020-03-07 04:30:00;2;1;0;4;1;12;10;2;1;0;2;0;0
2020-03-07 04:45:00;10;2;2;7;5;23;29;5;4;3;3;2;2
2020-03-07 05:00:00;19;7;7;32;3;45;61;13;1;6;6;1;7
2020-03-07 05:15:00;27;14;12;30;5;50;55;16;7;8;6;1;11
2020-03-07 05:30:00;26;18;12;14;7;17;29;13;4;0;2;2;14
2020-03-07 05:45:00;12;2;3;10;6;24;21;8;7;4;3;2;3
2020-03-07 06:00:00;13;8;0;4;6;17;26;7;4;4;2;0;0
2020-03-07 06:15:00;12;6;3;7;8;24;22;11;5;5;5;2;3
2020-03-07 06:30:00;14;4;3;10;13;16;13;8;6;3;3;2;3
2020-03-07 06:45:00;10;4;2;8;7;17;21;17;13;4;3;1;2
2020-03-07 07:00:00;21;9;4;14;9;15;15;11;6;8;4;2;6
2020-03-07 07:15:00;19;6;5;20;17;27;24;14;11;8;7;2;5
2020-03-07 07:30:00;18;12;5;22;18;31;25;16;16;15;15;2;5
2020-03-07 07:45:00;30;17;7;15;29;47;50;28;17;9;28;7;6
2020-03-07 08:00:00;32;20;4;20;16;34;29;22;18;16;18;10;3
2020-03-07 08:15:00;40;17;6;31;22;36;30;19;16;15;19;11;6
2020-03-07 08:30:00;37;21;5;31;20;50;37;38;35;24;22;13;5
2020-03-07 08:45:00;30;21;9;46;26;49;50;37;27;33;25;9;9
2020-03-07 09:00:00;45;24;9;54;23;50;47;45;26;25;32;7;8
2020-03-07 09:15:00;36;17;9;64;28;62;54;56;38;39;33;9;10
2020-03-07 09:30:00;61;28;16;73;35;86;54;45;47;48;37;19;14
2020-03-07 09:45:00;67;44;18;68;27;83;77;71;49;82;45;19;13
2020-03-07 10:00:00;58;33;16;85;38;66;60;65;47;62;52;13;15
2020-03-07 10:15:00;67;56;14;86;36;79;64;71;57;62;62;20;11
2020-03-07 10:30:00;76;41;20;90;41;84;59;68;48;68;59;34;18
2020-03-07 10:45:00;70;57;19;109;32;82;61;76;56;92;67;25;18
