DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2020-07-20 00:00:00;9;9;9;1;4;11;8;0;0
2020-07-20 00:15:00;11;10;8;2;2;8;6;0;2
2020-07-20 00:30:00;16;8;5;2;1;9;1;2;2
2020-07-20 00:45:00;6;4;8;1;2;10;9;0;0
2020-07-20 01:00:00;9;8;6;2;1;5;3;0;0
2020-07-20 01:15:00;8;9;6;3;2;5;6;1;2
2020-07-20 01:30:00;8;4;8;3;2;5;3;0;0
2020-07-20 01:45:00;5;6;10;7;1;10;6;0;1
2020-07-20 02:00:00;7;5;1;1;1;7;6;0;0
2020-07-20 02:15:00;0;0;0;0;0;4;6;0;0
2020-07-20 02:30:00;4;3;1;0;0;5;1;0;0
2020-07-20 02:45:00;6;4;6;1;1;6;4;0;1
2020-07-20 03:00:00;4;3;3;0;1;5;3;0;0
2020-07-20 03:15:00;7;7;6;2;3;6;2;0;2
2020-07-20 03:30:00;4;7;2;1;1;7;1;0;0
2020-07-20 03:45:00;8;3;3;2;2;3;1;2;1
2020-07-20 04:00:00;5;4;4;2;1;6;3;0;2
2020-07-20 04:15:00;4;7;3;1;1;12;2;0;0
2020-07-20 04:30:00;14;5;5;2;0;17;9;1;0
2020-07-20 04:45:00;9;6;9;1;1;20;11;0;1
2020-07-20 05:00:00;17;6;15;5;1;18;10;1;1
2020-07-20 05:15:00;30;20;26;7;2;44;20;2;6
2020-07-20 05:30:00;34;19;26;6;5;50;28;1;5
2020-07-20 05:45:00;50;29;49;8;6;73;63;3;6
2020-07-20 06:00:00;24;30;43;11;7;59;37;6;12
2020-07-20 06:15:00;58;54;56;17;2;74;55;5;16
2020-07-20 06:30:00;56;60;65;6;9;77;74;7;14
2020-07-20 06:45:00;102;96;76;12;12;87;78;10;18
2020-07-20 07:00:00;106;131;105;19;11;79;61;17;20
2020-07-20 07:15:00;109;142;127;22;11;77;70;18;26
2020-07-20 07:30:00;108;135;100;20;10;84;88;23;35
2020-07-20 07:45:00;84;85;68;16;13;85;80;19;27
2020-07-20 08:00:00;97;103;85;20;10;109;90;12;45
2020-07-20 08:15:00;90;94;77;15;12;83;79;21;21
2020-07-20 08:30:00;91;105;75;21;14;84;76;11;22
2020-07-20 08:45:00;93;93;82;18;14;82;95;11;18
2020-07-20 09:00:00;74;109;64;23;12;101;61;15;22
2020-07-20 09:15:00;69;85;92;28;11;109;76;16;18
2020-07-20 09:30:00;97;98;78;22;8;99;67;12;15
2020-07-20 09:45:00;95;96;80;22;11;103;95;9;18
2020-07-20 10:00:00;82;75;82;20;11;101;77;14;20
2020-07-20 10:15:00;76;106;90;20;14;121;74;16;18
2020-07-20 10:30:00;100;112;93;19;15;101;77;6;15
2020-07-20 10:45:00;87;97;82;17;15;115;72;14;12
2020-07-20 11:00:00;91;101;141;23;9;103;72;11;18
2020-07-20 11:15:00;90;99;98;23;16;101;63;12;16
2020-07-20 11:30:00;100;114;89;24;13;100;85;13;17
2020-07-20 11:45:00;92;86;92;26;15;99;80;19;19
2020-07-20 12:00:00;85;111;67;29;10;91;77;14;13
2020-07-20 12:15:00;97;89;92;20;14;90;90;10;11
2020-07-20 12:30:00;88;77;95;16;11;111;88;9;18
2020-07-20 12:45:00;92;114;72;32;15;111;92;9;14
2020-07-20 13:00:00;92;101;81;19;15;93;77;16;17
2020-07-20 13:15:00;112;106;80;26;15;106;85;18;24
2020-07-20 13:30:00;89;98;80;21;11;96;78;20;23
2020-07-20 13:45:00;102;113;99;27;19;127;73;21;18
2020-07-20 14:00:00;80;87;60;18;10;106;81;16;24
2020-07-20 14:15:00;79;96;74;21;14;98;77;9;21
2020-07-20 14:30:00;87;95;82;26;15;121;105;13;19
2020-07-20 14:45:00;89;93;84;31;15;108;86;12;10
2020-07-20 15:00:00;93;96;85;24;14;113;92;12;19
2020-07-20 15:15:00;88;102;91;25;15;122;83;9;20
2020-07-20 15:30:00;93;90;93;24;11;116;103;20;21
2020-07-20 15:45:00;90;108;90;21;14;121;92;14;19
2020-07-20 16:00:00;109;110;92;29;17;112;114;16;27
2020-07-20 16:15:00;119;123;78;30;15;121;97;19;22
2020-07-20 16:30:00;131;167;153;33;12;106;99;21;25
2020-07-20 16:45:00;120;158;88;41;11;106;101;15;22
2020-07-20 17:00:00;129;158;85;43;12;105;99;19;29
2020-07-20 17:15:00;114;134;104;28;10;98;102;22;102
2020-07-20 17:30:00;129;156;101;34;15;103;103;16;22
2020-07-20 17:45:00;72;96;80;23;16;110;88;22;26
2020-07-20 18:00:00;88;121;86;32;18;79;66;31;31
2020-07-20 18:15:00;87;106;68;30;12;87;81;15;20
2020-07-20 18:30:00;76;99;66;29;19;80;73;24;33
2020-07-20 18:45:00;69;89;66;34;17;68;52;44;16
2020-07-20 19:00:00;72;101;66;30;15;77;56;9;18
2020-07-20 19:15:00;58;70;56;21;21;60;55;13;11
2020-07-20 19:30:00;71;67;48;18;11;67;60;19;20
2020-07-20 19:45:00;68;53;49;14;20;57;46;7;12
2020-07-20 20:00:00;49;43;41;19;12;32;38;9;12
2020-07-20 20:15:00;51;56;37;15;10;51;36;16;12
2020-07-20 20:30:00;41;42;30;9;8;37;24;10;12
2020-07-20 20:45:00;46;48;36;8;8;47;35;3;14
2020-07-20 21:00:00;41;34;30;12;9;45;26;8;14
2020-07-20 21:15:00;33;32;38;9;1;31;36;6;12
2020-07-20 21:30:00;39;18;22;5;5;44;17;7;14
2020-07-20 21:45:00;31;24;29;10;6;40;33;6;14
2020-07-20 22:00:00;21;29;34;13;7;36;25;2;7
2020-07-20 22:15:00;28;31;39;18;11;44;31;3;4
2020-07-20 22:30:00;18;19;19;7;5;27;21;3;7
2020-07-20 22:45:00;21;15;11;5;2;28;8;2;8
2020-07-20 23:00:00;27;31;21;6;10;26;20;1;1
2020-07-20 23:15:00;16;21;16;5;3;11;7;1;4
2020-07-20 23:30:00;15;14;13;5;6;11;9;1;1
2020-07-20 23:45:00;8;4;5;4;0;7;3;3;1
