DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2019-10-09 00:00:00;1;2;0;0;2;3;0;0
2019-10-09 00:15:00;3;5;0;0;2;5;0;0
2019-10-09 00:30:00;3;5;0;0;4;4;0;0
2019-10-09 00:45:00;2;5;0;0;2;3;0;0
2019-10-09 01:00:00;0;4;0;0;1;2;0;0
2019-10-09 01:15:00;1;2;0;0;4;2;0;0
2019-10-09 01:30:00;3;0;0;0;2;2;0;0
2019-10-09 01:45:00;0;1;0;0;4;1;0;0
2019-10-09 02:00:00;4;3;0;0;3;3;0;0
2019-10-09 02:15:00;1;4;0;0;3;5;0;0
2019-10-09 02:30:00;1;2;0;0;0;3;0;0
2019-10-09 02:45:00;1;3;0;0;2;3;0;0
2019-10-09 03:00:00;2;1;1;0;6;9;0;0
2019-10-09 03:15:00;4;2;1;0;2;6;0;0
2019-10-09 03:30:00;1;4;0;0;1;3;0;0
2019-10-09 03:45:00;0;1;0;0;2;7;0;0
2019-10-09 04:00:00;5;3;0;0;3;6;0;0
2019-10-09 04:15:00;7;2;0;0;2;4;0;0
2019-10-09 04:30:00;6;3;0;0;7;8;0;0
2019-10-09 04:45:00;6;6;0;0;24;31;0;0
2019-10-09 05:00:00;8;17;1;0;35;58;27;0
2019-10-09 05:15:00;16;29;6;0;88;140;20;2
2019-10-09 05:30:00;33;45;8;0;110;120;22;0
2019-10-09 05:45:00;110;123;6;0;94;85;9;15
2019-10-09 06:00:00;67;115;2;0;55;48;5;15
2019-10-09 06:15:00;29;76;3;0;66;37;6;11
2019-10-09 06:30:00;37;69;3;0;89;88;15;2
2019-10-09 06:45:00;33;79;2;0;88;80;22;3
2019-10-09 07:00:00;25;71;4;0;88;81;14;0
2019-10-09 07:15:00;45;79;8;0;93;82;17;0
2019-10-09 07:30:00;53;95;7;0;91;91;18;0
2019-10-09 07:45:00;57;88;6;0;86;98;21;0
2019-10-09 08:00:00;38;81;9;0;64;51;15;1
2019-10-09 08:15:00;63;91;7;0;76;64;22;0
2019-10-09 08:30:00;54;67;12;0;64;45;8;4
2019-10-09 08:45:00;41;62;11;0;44;55;11;5
2019-10-09 09:00:00;27;60;9;0;53;36;2;1
2019-10-09 09:15:00;36;54;19;0;44;41;6;3
2019-10-09 09:30:00;33;52;7;0;38;39;4;1
2019-10-09 09:45:00;38;47;13;0;43;27;3;5
2019-10-09 10:00:00;34;39;12;0;43;46;29;7
2019-10-09 10:15:00;27;42;9;0;43;41;20;2
2019-10-09 10:30:00;36;42;10;0;33;34;4;4
2019-10-09 10:45:00;28;37;9;0;42;44;5;4
2019-10-09 11:00:00;34;40;12;0;37;37;2;3
2019-10-09 11:15:00;42;54;12;0;39;42;9;5
2019-10-09 11:30:00;29;37;15;0;40;33;7;4
2019-10-09 11:45:00;28;47;13;0;37;38;4;6
2019-10-09 12:00:00;36;51;13;0;41;29;8;20
2019-10-09 12:15:00;24;42;10;0;47;35;5;8
2019-10-09 12:30:00;29;49;11;0;40;40;2;8
2019-10-09 12:45:00;21;58;18;0;50;48;2;10
2019-10-09 13:00:00;31;37;7;0;63;67;5;11
2019-10-09 13:15:00;37;56;5;0;82;77;16;13
2019-10-09 13:30:00;43;58;13;0;107;82;5;9
2019-10-09 13:45:00;59;72;9;0;131;146;3;21
2019-10-09 14:00:00;76;72;8;0;126;96;4;22
2019-10-09 14:15:00;100;93;10;0;114;68;7;18
2019-10-09 14:30:00;89;102;6;0;63;60;8;16
2019-10-09 14:45:00;64;70;5;0;55;42;5;20
2019-10-09 15:00:00;56;72;5;0;62;59;2;18
2019-10-09 15:15:00;42;73;4;0;63;39;17;22
2019-10-09 15:30:00;51;74;11;0;66;46;7;21
2019-10-09 15:45:00;55;66;5;0;49;49;1;31
2019-10-09 16:00:00;52;63;6;0;54;57;5;9
2019-10-09 16:15:00;55;79;10;0;83;52;3;13
2019-10-09 16:30:00;68;80;9;0;62;60;15;15
2019-10-09 16:45:00;109;99;9;0;64;68;5;9
2019-10-09 17:00:00;45;59;6;0;84;51;46;10
2019-10-09 17:15:00;63;106;6;0;55;41;6;4
2019-10-09 17:30:00;84;106;12;0;58;46;6;5
2019-10-09 17:45:00;46;43;4;0;58;38;0;6
2019-10-09 18:00:00;42;52;8;0;54;38;1;3
2019-10-09 18:15:00;36;48;11;0;39;26;3;9
2019-10-09 18:30:00;32;50;4;0;39;14;0;11
2019-10-09 18:45:00;34;37;4;0;27;25;0;3
2019-10-09 19:00:00;22;33;5;0;25;15;0;1
2019-10-09 19:15:00;13;25;4;0;27;24;0;12
2019-10-09 19:30:00;21;24;5;0;23;23;0;0
2019-10-09 19:45:00;19;18;3;0;22;15;0;1
2019-10-09 20:00:00;21;27;3;0;24;16;1;1
2019-10-09 20:15:00;10;22;2;0;25;11;0;3
2019-10-09 20:30:00;14;21;5;0;18;23;6;2
2019-10-09 20:45:00;9;12;2;0;34;38;18;3
2019-10-09 21:00:00;11;21;3;0;45;70;23;0
2019-10-09 21:15:00;8;19;3;0;76;84;23;0
2019-10-09 21:30:00;24;53;3;0;40;66;17;8
2019-10-09 21:45:00;56;107;10;0;40;36;10;22
2019-10-09 22:00:00;87;154;5;0;45;28;0;25
2019-10-09 22:15:00;24;25;4;0;14;17;0;4
2019-10-09 22:30:00;12;11;2;0;11;6;0;2
