DATUM;1(DA1);2(DA2);3(DC2);4(DC1);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC);13(MP12D01);14(MP12D02);15(MP12D03);16(MP12D04);17(MP12D05);18(MP12D06);19(MP12D07);20(MP12D08)
2020-01-16 00:00:00;9;9;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 00:15:00;6;6;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 00:30:00;15;3;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 00:45:00;4;2;5;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 01:00:00;6;7;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 01:15:00;8;7;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 01:30:00;3;8;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 01:45:00;5;3;11;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 02:00:00;7;2;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 02:15:00;5;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 02:30:00;8;2;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 02:45:00;7;4;11;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 03:00:00;3;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 03:15:00;5;5;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 03:30:00;4;4;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 03:45:00;4;1;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 04:00:00;6;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 04:15:00;7;2;5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 04:30:00;16;5;13;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 04:45:00;20;7;14;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 05:00:00;30;16;14;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 05:15:00;37;21;15;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 05:30:00;72;50;33;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 05:45:00;78;62;29;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 06:00:00;60;62;38;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 06:15:00;78;74;52;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 06:30:00;117;93;51;140;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 06:45:00;88;118;47;116;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
2020-01-16 07:00:00;89;137;54;135;2;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 07:15:00;100;120;59;145;12;3;0;0;0;4;0;0;0;0;0;0;0;0;0;0
2020-01-16 07:30:00;118;121;70;183;9;1;0;0;4;1;0;0;0;0;0;0;0;0;0;0
2020-01-16 07:45:00;128;134;95;197;12;1;0;0;2;16;0;0;0;0;0;0;0;0;0;0
2020-01-16 08:00:00;103;118;99;162;17;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0
2020-01-16 08:15:00;109;131;79;147;2;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0
2020-01-16 08:30:00;88;123;80;137;10;1;0;0;4;1;0;0;0;0;0;0;0;0;0;0
2020-01-16 08:45:00;90;105;67;112;4;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0
2020-01-16 09:00:00;87;93;43;125;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
2020-01-16 09:15:00;104;92;69;110;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 09:30:00;80;127;75;121;3;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 09:45:00;93;93;61;113;5;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
2020-01-16 10:00:00;99;116;77;106;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-01-16 10:15:00;98;140;68;139;4;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0
2020-01-16 10:30:00;105;117;74;133;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 10:45:00;108;118;87;159;20;4;0;0;3;4;0;2;0;0;0;0;0;0;0;0
2020-01-16 11:00:00;103;89;63;119;0;12;0;0;54;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 11:15:00;112;88;62;120;6;3;0;0;2;2;0;0;0;0;0;0;0;0;0;0
2020-01-16 11:30:00;96;105;59;127;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 11:45:00;85;87;58;127;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-01-16 12:00:00;84;90;80;147;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 12:15:00;83;99;71;158;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-01-16 12:30:00;81;87;73;158;8;9;0;2;15;0;1;0;0;0;0;0;0;0;0;0
2020-01-16 12:45:00;111;122;71;160;7;1;0;0;8;5;0;0;0;0;0;0;0;0;0;0
2020-01-16 13:00:00;79;88;68;175;2;5;0;1;0;7;0;0;0;0;0;0;0;0;0;0
2020-01-16 13:15:00;104;109;76;143;20;30;1;0;8;6;0;0;0;0;0;0;0;0;0;0
2020-01-16 13:30:00;122;117;89;169;5;2;0;0;12;39;0;0;0;0;0;0;0;0;0;0
2020-01-16 13:45:00;101;102;79;158;0;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 14:00:00;84;103;82;157;19;1;0;0;1;6;0;0;0;0;0;0;0;0;0;0
2020-01-16 14:15:00;93;115;97;183;7;4;3;0;8;6;1;0;0;0;0;0;0;0;0;0
2020-01-16 14:30:00;90;101;78;176;8;6;0;0;3;5;0;0;0;0;0;0;0;0;0;0
2020-01-16 14:45:00;104;126;83;179;3;16;0;0;5;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 15:00:00;117;112;92;186;3;2;0;0;3;4;0;0;0;0;0;0;0;0;0;0
2020-01-16 15:15:00;116;112;84;211;2;0;0;0;3;3;0;4;0;0;0;0;0;0;0;0
2020-01-16 15:30:00;155;136;97;230;8;11;0;0;4;4;0;0;0;0;0;0;0;0;0;0
2020-01-16 15:45:00;116;120;94;199;0;17;0;0;18;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 16:00:00;121;142;103;220;1;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 16:15:00;115;124;109;228;1;5;0;0;7;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 16:30:00;118;156;83;229;8;0;0;0;19;1;0;0;0;0;0;0;0;0;0;0
2020-01-16 16:45:00;133;134;98;215;0;2;0;0;6;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 17:00:00;136;135;82;212;15;1;0;4;3;1;1;0;0;0;0;0;0;0;0;0
2020-01-16 17:15:00;142;136;96;204;11;9;1;0;6;3;0;1;0;0;0;0;0;0;0;0
2020-01-16 17:30:00;139;147;113;245;0;2;0;0;7;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 17:45:00;99;109;87;172;0;2;0;0;11;1;0;0;0;0;0;0;0;0;0;0
2020-01-16 18:00:00;135;128;110;214;5;2;13;1;4;0;1;0;0;0;0;0;0;0;0;0
2020-01-16 18:15:00;97;103;92;184;3;18;2;0;7;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 18:30:00;99;121;96;167;7;0;0;0;13;0;1;0;0;0;0;0;0;0;0;0
2020-01-16 18:45:00;101;98;54;190;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 19:00:00;105;83;62;153;0;4;0;0;5;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 19:15:00;83;96;56;130;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 19:30:00;60;72;61;112;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 19:45:00;57;46;58;99;0;2;0;0;1;3;0;0;0;0;0;0;0;0;0;0
2020-01-16 20:00:00;76;63;71;133;11;0;0;0;1;5;3;0;0;0;0;0;0;0;0;0
2020-01-16 20:15:00;49;60;46;101;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 20:30:00;32;31;31;80;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 20:45:00;57;42;41;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 21:00:00;53;33;37;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 21:15:00;57;36;33;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 21:30:00;51;29;50;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 21:45:00;45;24;24;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 22:00:00;41;38;46;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 22:15:00;34;34;23;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 22:30:00;34;32;44;67;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
2020-01-16 22:45:00;21;26;21;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 23:00:00;24;11;17;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 23:15:00;18;13;12;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 23:30:00;14;27;16;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-16 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
