DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFGB);10(TAFBB)
2020-11-03 00:00:00;1;2;1;3;0;1;9;7;0;0
2020-11-03 00:15:00;1;2;0;1;1;1;1;2;0;0
2020-11-03 00:30:00;2;3;0;0;1;0;0;2;0;0
2020-11-03 00:45:00;1;4;0;0;0;0;1;4;0;0
2020-11-03 01:00:00;3;3;1;1;0;1;0;0;0;0
2020-11-03 01:15:00;4;5;0;2;0;0;1;0;0;0
2020-11-03 01:30:00;1;1;0;0;0;1;1;0;0;0
2020-11-03 01:45:00;1;0;1;1;0;0;0;0;0;0
2020-11-03 02:00:00;2;3;1;1;1;0;1;1;0;0
2020-11-03 02:15:00;3;0;2;2;0;0;0;1;0;0
2020-11-03 02:30:00;0;2;2;2;0;0;1;0;0;0
2020-11-03 02:45:00;1;2;0;0;0;0;1;1;0;0
2020-11-03 03:00:00;3;3;0;0;0;0;0;0;0;0
2020-11-03 03:15:00;1;1;0;0;1;0;0;0;0;0
2020-11-03 03:30:00;1;3;3;3;1;0;0;0;0;0
2020-11-03 03:45:00;7;4;6;6;3;1;1;0;0;0
2020-11-03 04:00:00;4;4;2;2;2;0;0;1;0;0
2020-11-03 04:15:00;4;2;6;5;0;0;0;0;0;0
2020-11-03 04:30:00;11;7;6;6;1;0;0;1;0;0
2020-11-03 04:45:00;22;11;19;17;0;1;0;3;0;0
2020-11-03 05:00:00;57;8;51;34;1;2;1;6;0;0
2020-11-03 05:15:00;123;8;164;142;1;3;4;9;0;0
2020-11-03 05:30:00;150;25;156;127;8;15;12;22;0;0
2020-11-03 05:45:00;99;30;55;46;26;4;87;73;2;0
2020-11-03 06:00:00;41;28;54;42;70;1;109;107;1;0
2020-11-03 06:15:00;53;21;59;47;19;3;38;31;0;0
2020-11-03 06:30:00;66;41;79;55;6;3;12;12;0;0
2020-11-03 06:45:00;62;27;49;55;6;0;8;9;0;0
2020-11-03 07:00:00;51;24;55;42;3;2;6;5;0;0
2020-11-03 07:15:00;57;34;74;60;2;1;9;11;0;0
2020-11-03 07:30:00;60;43;63;55;2;4;12;9;1;0
2020-11-03 07:45:00;44;37;58;46;4;4;8;13;0;0
2020-11-03 08:00:00;45;40;61;49;2;2;14;11;0;0
2020-11-03 08:15:00;37;47;45;42;1;3;9;6;1;0
2020-11-03 08:30:00;49;44;36;29;3;3;14;7;1;0
2020-11-03 08:45:00;37;39;60;53;3;8;11;10;0;0
2020-11-03 09:00:00;29;33;35;25;6;2;13;7;0;0
2020-11-03 09:15:00;30;38;50;28;3;4;14;12;0;0
2020-11-03 09:30:00;25;36;36;23;8;8;12;9;0;0
2020-11-03 09:45:00;25;40;34;28;2;5;10;8;1;0
2020-11-03 10:00:00;32;43;40;52;6;1;16;9;0;0
2020-11-03 10:15:00;27;51;48;75;8;3;8;10;0;0
2020-11-03 10:30:00;33;46;53;64;6;7;16;12;0;0
2020-11-03 10:45:00;30;40;54;66;1;1;11;11;0;0
2020-11-03 11:00:00;34;54;42;58;7;5;7;9;0;0
2020-11-03 11:15:00;38;62;68;76;6;5;10;13;0;0
2020-11-03 11:30:00;37;59;60;69;4;2;9;5;4;0
2020-11-03 11:45:00;45;63;69;76;5;4;17;12;3;0
2020-11-03 12:00:00;37;46;57;71;10;4;18;17;0;0
2020-11-03 12:15:00;41;47;74;83;6;4;15;8;0;0
2020-11-03 12:30:00;32;32;61;77;4;3;19;14;1;0
2020-11-03 12:45:00;42;68;47;81;5;5;14;18;0;0
2020-11-03 13:00:00;54;40;81;72;7;3;16;10;0;0
2020-11-03 13:15:00;69;27;101;98;3;4;17;8;0;0
2020-11-03 13:30:00;79;51;108;114;6;9;18;13;0;0
2020-11-03 13:45:00;74;46;99;104;3;8;22;24;2;0
2020-11-03 14:00:00;63;66;98;136;20;4;75;76;1;0
