DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC3);7(DD12);8(TAFBB);9(TAFBC);10(TAFBD);11(TARDB);12(TARDD)
2019-09-14 00:00:00;5;6;24;4;0;15;0;0;0;0;0;0
2019-09-14 00:15:00;6;8;24;1;5;19;0;0;0;0;0;0
2019-09-14 00:30:00;5;10;25;2;1;20;0;0;0;0;0;0
2019-09-14 00:45:00;4;12;29;0;1;14;0;0;0;0;0;0
2019-09-14 01:00:00;9;13;24;4;1;10;0;0;0;0;0;0
2019-09-14 01:15:00;1;7;14;0;4;11;0;0;0;0;0;0
2019-09-14 01:30:00;7;15;29;1;1;14;0;0;0;0;0;0
2019-09-14 01:45:00;3;6;18;0;1;11;0;0;0;0;0;0
2019-09-14 02:00:00;5;12;23;0;0;9;0;0;0;0;0;0
2019-09-14 02:15:00;7;10;15;0;3;8;0;0;0;0;0;0
2019-09-14 02:30:00;7;7;13;2;0;6;0;0;0;0;0;0
2019-09-14 02:45:00;3;5;11;2;2;7;0;0;0;0;0;0
2019-09-14 03:00:00;6;7;14;0;0;8;0;0;0;0;0;0
2019-09-14 03:15:00;3;8;13;0;3;7;0;0;0;0;0;0
2019-09-14 03:30:00;7;8;14;0;0;7;0;0;0;0;0;0
2019-09-14 03:45:00;6;13;12;2;1;1;0;0;0;0;0;0
2019-09-14 04:00:00;3;5;11;1;1;4;0;0;0;0;0;0
2019-09-14 04:15:00;6;10;19;0;0;7;0;0;0;0;0;0
2019-09-14 04:30:00;5;5;11;0;0;7;0;0;0;0;0;0
2019-09-14 04:45:00;2;9;17;0;0;4;0;0;0;0;0;0
2019-09-14 05:00:00;6;8;15;0;0;10;0;0;0;0;0;0
2019-09-14 05:15:00;7;6;9;1;0;7;0;0;0;0;0;0
2019-09-14 05:30:00;7;7;13;1;0;6;0;0;0;0;0;0
2019-09-14 05:45:00;5;4;19;1;1;16;0;0;0;0;0;0
2019-09-14 06:00:00;10;8;8;1;2;5;0;0;0;0;0;0
2019-09-14 06:15:00;12;9;17;2;4;10;0;0;0;0;0;0
2019-09-14 06:30:00;11;11;13;0;1;10;0;0;0;0;0;0
2019-09-14 06:45:00;23;15;20;2;4;14;0;0;2;0;0;0
2019-09-14 07:00:00;20;16;30;2;4;17;0;0;0;0;0;0
2019-09-14 07:15:00;17;20;27;5;3;16;0;0;0;0;0;0
2019-09-14 07:30:00;18;20;30;10;4;20;0;0;0;0;0;0
2019-09-14 07:45:00;21;24;42;11;4;25;0;0;0;0;0;0
2019-09-14 08:00:00;23;25;39;8;4;19;0;0;0;0;0;0
2019-09-14 08:15:00;24;22;39;7;5;25;0;0;0;0;0;0
2019-09-14 08:30:00;27;29;42;10;6;20;1;0;0;0;0;0
2019-09-14 08:45:00;45;45;66;12;4;30;0;0;0;0;0;0
2019-09-14 09:00:00;35;39;54;6;6;35;1;0;0;0;0;0
2019-09-14 09:15:00;45;39;53;8;5;31;0;1;10;0;0;0
2019-09-14 09:30:00;44;43;67;19;5;42;0;0;2;0;0;0
2019-09-14 09:45:00;70;51;81;17;8;50;0;0;0;0;0;0
2019-09-14 10:00:00;49;44;72;14;5;52;0;0;6;1;0;0
2019-09-14 10:15:00;51;51;70;13;5;45;0;0;0;0;0;0
2019-09-14 10:30:00;60;60;89;14;7;65;1;0;0;0;0;0
2019-09-14 10:45:00;58;57;74;21;5;50;1;0;0;0;0;0
2019-09-14 11:00:00;46;56;80;24;5;61;2;0;0;0;0;0
2019-09-14 11:15:00;41;45;71;29;6;57;0;0;2;0;0;0
2019-09-14 11:30:00;52;59;84;20;7;61;0;0;0;0;0;0
2019-09-14 11:45:00;45;45;74;24;5;65;0;3;2;0;0;0
2019-09-14 12:00:00;37;40;90;23;5;60;0;0;0;0;0;0
2019-09-14 12:15:00;45;55;83;23;5;55;1;0;1;0;0;0
2019-09-14 12:30:00;41;41;69;22;6;55;0;1;1;1;0;0
2019-09-14 12:45:00;37;35;80;19;4;67;1;0;0;1;0;0
2019-09-14 13:00:00;34;35;78;26;5;69;0;0;1;0;0;0
2019-09-14 13:15:00;28;33;82;24;4;69;2;0;0;0;0;0
2019-09-14 13:30:00;44;39;71;22;5;58;1;7;1;0;0;0
2019-09-14 13:45:00;29;40;78;15;4;48;0;0;2;1;0;0
2019-09-14 14:00:00;37;44;96;31;5;72;0;0;1;0;0;0
2019-09-14 14:15:00;33;35;93;27;6;69;0;0;6;0;0;0
2019-09-14 14:30:00;48;42;73;18;6;65;1;0;0;0;0;0
2019-09-14 14:45:00;35;42;67;22;5;55;0;0;15;0;0;0
2019-09-14 15:00:00;38;46;80;15;6;51;2;0;2;0;0;0
2019-09-14 15:15:00;36;42;76;26;5;54;4;0;12;1;0;0
2019-09-14 15:30:00;21;38;72;24;6;50;1;0;19;0;0;0
2019-09-14 15:45:00;28;44;69;18;5;45;2;0;10;0;0;0
2019-09-14 16:00:00;29;36;84;17;6;63;0;0;0;1;0;0
2019-09-14 16:15:00;22;27;72;19;6;54;0;0;1;3;0;0
2019-09-14 16:30:00;22;32;80;17;8;61;1;5;11;0;0;0
2019-09-14 16:45:00;29;40;75;17;6;44;2;0;30;0;0;0
2019-09-14 17:00:00;26;35;62;23;7;51;0;3;2;0;0;0
2019-09-14 17:15:00;24;28;56;14;4;47;0;0;1;0;0;0
2019-09-14 17:30:00;26;31;69;14;6;49;6;0;1;0;0;0
2019-09-14 17:45:00;25;43;73;19;5;51;0;0;9;0;0;0
2019-09-14 18:00:00;22;34;77;29;4;50;0;0;3;0;0;0
2019-09-14 18:15:00;27;35;79;26;5;61;1;1;7;0;0;0
2019-09-14 18:30:00;20;25;81;15;5;66;0;0;5;0;0;0
2019-09-14 18:45:00;24;28;57;11;6;45;0;0;6;1;0;0
2019-09-14 19:00:00;29;32;57;20;4;37;0;3;0;0;0;0
2019-09-14 19:15:00;20;28;60;12;4;38;0;0;1;0;0;0
2019-09-14 19:30:00;35;30;59;15;8;51;2;1;4;0;0;0
2019-09-14 19:45:00;24;38;65;18;7;48;2;0;1;0;0;0
2019-09-14 20:00:00;18;36;64;23;7;44;0;0;35;0;0;0
2019-09-14 20:15:00;19;35;67;18;4;42;1;0;0;0;0;0
2019-09-14 20:30:00;21;21;59;21;5;47;1;0;1;0;0;0
2019-09-14 20:45:00;24;28;49;15;4;30;0;0;2;0;0;0
2019-09-14 21:00:00;20;29;53;17;5;38;0;0;2;0;0;0
2019-09-14 21:15:00;14;14;41;15;1;32;1;0;0;0;0;0
2019-09-14 21:30:00;15;12;38;10;1;26;0;1;6;0;0;0
2019-09-14 21:45:00;10;22;40;11;1;21;1;0;0;0;0;0
2019-09-14 22:00:00;11;22;50;12;4;31;4;2;1;0;0;0
2019-09-14 22:15:00;18;24;47;14;4;26;2;0;0;0;0;0
2019-09-14 22:30:00;7;20;44;14;1;28;0;0;0;0;0;0
2019-09-14 22:45:00;15;19;50;18;1;30;1;0;1;0;0;0
2019-09-14 23:00:00;11;22;44;13;4;25;1;0;0;0;0;0
2019-09-14 23:15:00;12;14;45;10;1;26;3;0;2;0;0;0
2019-09-14 23:30:00;11;15;40;4;1;30;0;0;0;0;0;0
2019-09-14 23:45:00;9;10;39;13;1;28;1;0;0;0;0;0
