DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DBL1);7(DBL2);8(DC1);9(DC2);10(DC3);11(DC4);12(DC5);13(DC6);14(DC7);15(TAFGA);16(TAFGB);17(TAFBA);18(TAFBB);19(TAFBC);20(TAFBD)
2020-09-28 00:00:00;0;4;2;3;2;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0
2020-09-28 00:15:00;0;3;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-28 00:30:00;1;7;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-28 00:45:00;0;5;0;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-28 01:00:00;0;2;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-28 01:15:00;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-28 01:30:00;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-28 01:45:00;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-28 02:00:00;0;6;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-09-28 02:15:00;0;3;0;7;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-28 02:30:00;0;2;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-28 02:45:00;0;5;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-28 03:00:00;0;3;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-28 03:15:00;1;4;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-28 03:30:00;0;4;1;1;1;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0
2020-09-28 03:45:00;2;7;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-28 04:00:00;0;2;0;3;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-09-28 04:15:00;1;12;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-28 04:30:00;0;9;0;8;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-09-28 04:45:00;2;15;2;7;9;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-09-28 05:00:00;1;40;4;14;4;1;3;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-09-28 05:15:00;2;42;10;25;12;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-09-28 05:30:00;3;52;5;23;8;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0
2020-09-28 05:45:00;23;65;13;36;13;0;1;0;0;2;0;0;2;0;0;0;0;0;0;0
2020-09-28 06:00:00;6;55;15;41;10;1;0;0;0;4;2;0;4;2;0;0;0;0;0;0
2020-09-28 06:15:00;13;86;23;55;28;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-28 06:30:00;20;90;36;57;17;3;2;3;1;2;2;0;2;2;0;0;0;0;0;0
2020-09-28 06:45:00;43;112;43;51;31;5;5;1;0;2;1;0;2;1;1;4;0;6;0;0
2020-09-28 07:00:00;33;104;45;47;22;6;4;3;1;10;1;0;10;1;1;0;0;7;0;0
2020-09-28 07:15:00;23;113;52;43;37;3;3;5;2;5;3;3;4;2;0;0;0;0;6;0
2020-09-28 07:30:00;24;133;50;40;31;6;3;1;1;7;2;0;7;1;0;0;0;0;0;0
