DATUM;1(TAFGA);2(TAFBA)
2020-11-28 00:00:00;0;0
2020-11-28 00:15:00;0;0
2020-11-28 00:30:00;0;0
2020-11-28 00:45:00;0;0
2020-11-28 01:00:00;0;0
2020-11-28 01:15:00;0;0
2020-11-28 01:30:00;0;0
2020-11-28 01:45:00;0;0
2020-11-28 02:00:00;0;0
2020-11-28 02:15:00;0;0
2020-11-28 02:30:00;0;0
2020-11-28 02:45:00;0;0
2020-11-28 03:00:00;0;0
2020-11-28 03:15:00;0;0
2020-11-28 03:30:00;0;0
2020-11-28 03:45:00;0;0
2020-11-28 04:00:00;0;0
2020-11-28 04:15:00;0;0
2020-11-28 04:30:00;0;0
2020-11-28 04:45:00;0;0
2020-11-28 05:00:00;0;0
2020-11-28 05:15:00;0;0
2020-11-28 05:30:00;0;0
2020-11-28 05:45:00;0;0
2020-11-28 06:00:00;0;0
2020-11-28 06:15:00;0;0
2020-11-28 06:30:00;0;0
2020-11-28 06:45:00;0;0
2020-11-28 07:00:00;0;0
2020-11-28 07:15:00;0;0
2020-11-28 07:30:00;0;0
2020-11-28 07:45:00;1;0
2020-11-28 08:00:00;0;0
2020-11-28 08:15:00;0;4
2020-11-28 08:30:00;5;1
2020-11-28 08:45:00;4;3
2020-11-28 09:00:00;9;0
2020-11-28 09:15:00;9;0
2020-11-28 09:30:00;12;2
2020-11-28 09:45:00;17;0
2020-11-28 10:00:00;12;2
2020-11-28 10:15:00;17;5
2020-11-28 10:30:00;18;5
2020-11-28 10:45:00;20;2
2020-11-28 11:00:00;15;3
2020-11-28 11:15:00;16;3
2020-11-28 11:30:00;15;16
2020-11-28 11:45:00;16;6
2020-11-28 12:00:00;25;4
2020-11-28 12:15:00;12;2
2020-11-28 12:30:00;14;2
2020-11-28 12:45:00;16;3
2020-11-28 13:00:00;14;5
2020-11-28 13:15:00;18;1
2020-11-28 13:30:00;18;2
2020-11-28 13:45:00;11;5
2020-11-28 14:00:00;10;5
2020-11-28 14:15:00;18;7
2020-11-28 14:30:00;22;2
2020-11-28 14:45:00;16;2
2020-11-28 15:00:00;23;0
2020-11-28 15:15:00;15;6
2020-11-28 15:30:00;13;3
2020-11-28 15:45:00;24;7
2020-11-28 16:00:00;19;6
2020-11-28 16:15:00;15;7
2020-11-28 16:30:00;10;6
2020-11-28 16:45:00;15;1
2020-11-28 17:00:00;16;2
2020-11-28 17:15:00;13;4
2020-11-28 17:30:00;12;3
2020-11-28 17:45:00;7;11
2020-11-28 18:00:00;13;6
2020-11-28 18:15:00;11;3
2020-11-28 18:30:00;11;4
2020-11-28 18:45:00;10;1
2020-11-28 19:00:00;7;11
2020-11-28 19:15:00;11;4
2020-11-28 19:30:00;10;3
2020-11-28 19:45:00;7;6
2020-11-28 20:00:00;6;1
2020-11-28 20:15:00;4;2
2020-11-28 20:30:00;3;4
2020-11-28 20:45:00;2;0
2020-11-28 21:00:00;0;0
2020-11-28 21:15:00;0;0
2020-11-28 21:30:00;2;0
2020-11-28 21:45:00;1;1
2020-11-28 22:00:00;0;0
2020-11-28 22:15:00;2;0
2020-11-28 22:30:00;0;0
2020-11-28 22:45:00;0;0
2020-11-28 23:00:00;0;0
2020-11-28 23:15:00;0;0
2020-11-28 23:30:00;0;0
2020-11-28 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
