DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(TA);16(DB4);17(DB5)
2020-07-11 00:00:00;12;16;10;0;1;0;0;15;11;9;1;7;10;4;20;1;0
2020-07-11 00:15:00;9;32;16;3;1;1;2;10;19;7;4;8;17;6;7;3;0
2020-07-11 00:30:00;14;15;9;1;0;3;3;15;9;11;3;14;11;3;2;0;0
2020-07-11 00:45:00;10;16;8;3;1;1;4;10;12;5;2;8;12;4;4;3;0
2020-07-11 01:00:00;10;27;5;0;0;0;1;9;18;3;4;11;10;4;4;0;0
2020-07-11 01:15:00;14;14;7;2;0;0;3;8;7;4;2;4;14;4;4;6;0
2020-07-11 01:30:00;10;15;3;2;2;1;1;10;8;5;1;7;15;3;0;4;0
2020-07-11 01:45:00;4;7;1;2;0;2;2;6;5;7;0;4;5;3;0;2;0
2020-07-11 02:00:00;13;15;4;1;4;0;0;3;5;4;0;11;17;5;3;0;0
2020-07-11 02:15:00;8;15;4;0;0;0;0;7;4;6;1;7;5;0;0;1;0
2020-07-11 02:30:00;11;4;1;1;0;1;0;6;8;2;1;4;6;0;0;1;0
2020-07-11 02:45:00;8;12;2;0;0;0;0;6;4;4;1;5;7;0;0;3;0
2020-07-11 03:00:00;7;6;3;0;1;0;0;7;10;2;0;10;5;0;3;0;0
2020-07-11 03:15:00;6;6;1;0;0;0;0;4;5;1;0;4;3;1;11;1;0
2020-07-11 03:30:00;5;5;2;0;0;1;0;3;2;0;1;4;8;2;0;1;0
2020-07-11 03:45:00;5;6;1;2;0;0;2;6;3;1;0;1;6;3;0;3;0
2020-07-11 04:00:00;7;11;1;0;0;0;0;3;5;2;0;4;3;0;0;0;0
2020-07-11 04:15:00;8;7;2;0;0;0;2;3;4;2;0;4;4;4;0;1;0
2020-07-11 04:30:00;2;8;3;0;0;1;0;1;4;5;1;3;6;1;0;1;0
2020-07-11 04:45:00;19;14;4;0;0;0;0;11;4;5;1;6;4;1;0;1;0
2020-07-11 05:00:00;7;9;4;1;0;0;0;3;6;4;1;5;4;5;1;1;0
2020-07-11 05:15:00;19;16;9;1;0;0;1;8;14;4;4;9;8;2;5;0;0
2020-07-11 05:30:00;14;23;15;0;0;2;0;13;27;5;4;17;10;2;7;1;0
2020-07-11 05:45:00;18;20;8;1;0;0;0;39;48;13;9;13;10;3;2;1;0
2020-07-11 06:00:00;14;17;5;0;0;0;1;28;35;20;8;6;9;2;0;1;0
2020-07-11 06:15:00;16;25;4;1;0;2;1;16;31;10;5;7;8;6;5;2;0
2020-07-11 06:30:00;18;21;10;0;0;0;0;11;19;8;3;17;12;7;10;0;0
2020-07-11 06:45:00;12;31;14;0;0;0;1;22;16;8;2;15;6;2;10;0;0
2020-07-11 07:00:00;10;24;9;1;0;0;1;34;22;7;3;13;18;8;7;3;0
2020-07-11 07:15:00;21;29;19;1;0;0;1;13;18;6;2;17;17;4;0;3;0
2020-07-11 07:30:00;25;37;24;3;1;0;1;22;27;6;4;18;24;4;2;3;0
2020-07-11 07:45:00;34;38;40;4;0;0;0;25;26;19;9;19;25;11;7;5;0
2020-07-11 08:00:00;32;33;28;2;0;3;1;37;23;17;13;17;19;8;7;5;0
2020-07-11 08:15:00;35;45;32;5;0;0;2;22;31;13;8;15;14;13;3;5;0
2020-07-11 08:30:00;41;54;26;6;0;0;0;29;39;9;9;26;20;9;14;8;0
2020-07-11 08:45:00;44;56;33;7;1;3;2;66;50;19;14;29;39;27;11;15;0
2020-07-11 09:00:00;55;60;36;9;2;0;2;47;43;20;17;29;25;23;18;11;0
2020-07-11 09:15:00;56;63;41;6;0;0;3;35;43;23;17;57;29;24;12;8;0
2020-07-11 09:30:00;79;77;72;9;0;1;5;45;53;32;22;41;40;21;2;21;0
2020-07-11 09:45:00;80;78;68;10;2;4;6;56;66;32;21;52;41;28;13;13;0
2020-07-11 10:00:00;78;82;59;11;2;4;4;81;71;40;32;56;67;28;16;17;0
2020-07-11 10:15:00;84;81;67;13;0;3;3;66;75;38;33;59;47;36;8;15;0
2020-07-11 10:30:00;94;86;73;17;0;7;4;62;68;32;22;67;50;42;5;27;0
2020-07-11 10:45:00;85;100;74;20;1;4;7;64;79;44;27;76;47;51;11;32;0
2020-07-11 11:00:00;104;83;59;21;3;8;5;68;79;43;31;54;53;46;9;37;0
2020-07-11 11:15:00;100;89;66;18;1;9;11;80;77;42;29;60;65;47;13;23;0
2020-07-11 11:30:00;91;99;81;19;5;7;6;73;76;30;28;84;55;34;9;34;0
