DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DD1);7(DE1);8(DE2);9(TAFBC);10(TAFGDE);11(TAFBDE);12(DC3);13(TARDB);14(TARDC);15(TARDD)
2020-02-10 00:00:00;5;6;0;0;0;0;9;7;0;0;0;0;0;0;0
2020-02-10 00:15:00;7;15;0;1;0;0;17;11;0;0;0;1;0;0;0
2020-02-10 00:30:00;20;7;1;0;0;0;6;5;0;0;0;0;0;0;0
2020-02-10 00:45:00;14;6;0;0;0;0;15;15;0;0;0;0;0;0;0
2020-02-10 01:00:00;9;4;0;0;0;0;13;10;0;0;0;0;0;0;0
2020-02-10 01:15:00;4;5;0;0;0;0;10;10;0;0;0;0;0;0;0
2020-02-10 01:30:00;7;5;1;0;0;0;10;11;0;0;0;0;0;0;0
2020-02-10 01:45:00;1;3;3;0;1;0;12;10;0;0;0;1;0;0;0
2020-02-10 02:00:00;7;5;0;0;0;0;14;10;0;0;0;0;0;0;0
2020-02-10 02:15:00;1;4;0;0;0;0;11;10;0;0;0;0;0;0;0
2020-02-10 02:30:00;1;2;0;0;0;0;4;3;0;0;0;0;0;0;0
2020-02-10 02:45:00;1;1;2;0;0;0;16;13;0;0;0;0;0;0;0
2020-02-10 03:00:00;5;7;0;0;0;0;8;7;0;0;0;0;0;0;0
2020-02-10 03:15:00;6;10;2;0;0;0;7;6;0;0;0;0;0;0;0
2020-02-10 03:30:00;6;2;0;0;0;0;23;16;0;0;0;0;0;0;0
2020-02-10 03:45:00;7;8;0;0;0;0;10;6;0;0;0;0;0;0;0
2020-02-10 04:00:00;9;8;0;0;0;0;19;15;0;0;0;1;0;0;0
2020-02-10 04:15:00;20;11;1;0;0;0;29;24;0;0;0;0;0;0;0
2020-02-10 04:30:00;28;15;0;0;0;0;29;30;0;0;0;0;0;0;0
2020-02-10 04:45:00;39;21;2;0;1;0;33;30;0;0;0;1;0;0;0
2020-02-10 05:00:00;71;47;0;0;1;0;46;43;0;0;0;1;0;0;0
2020-02-10 05:15:00;139;76;0;0;1;0;46;56;0;0;0;1;0;0;0
2020-02-10 05:30:00;112;70;0;0;0;1;60;65;0;0;0;0;0;0;0
2020-02-10 05:45:00;134;84;3;0;3;0;50;63;0;0;0;3;0;0;0
2020-02-10 06:00:00;102;63;0;1;2;0;52;58;0;0;0;2;0;0;0
2020-02-10 06:15:00;146;79;2;0;3;0;56;79;0;0;0;4;0;0;0
2020-02-10 06:30:00;158;91;11;0;2;1;55;105;0;0;0;2;0;0;0
2020-02-10 06:45:00;126;79;4;0;4;2;43;95;0;0;0;4;0;0;0
2020-02-10 07:00:00;67;33;7;0;2;2;38;83;0;0;0;4;0;0;0
2020-02-10 07:15:00;33;11;21;0;6;3;52;100;0;0;0;7;0;0;0
2020-02-10 07:30:00;13;48;20;2;5;0;47;146;0;0;0;5;0;0;0
2020-02-10 07:45:00;95;111;3;1;8;2;52;153;0;0;0;8;0;0;0
2020-02-10 08:00:00;90;112;18;2;7;2;43;145;0;0;0;7;0;0;0
2020-02-10 08:15:00;92;111;3;0;2;2;54;169;0;0;0;2;0;0;0
2020-02-10 08:30:00;92;96;5;0;9;1;44;143;0;0;0;10;0;0;0
2020-02-10 08:45:00;87;73;22;0;7;2;50;123;0;0;0;6;0;0;0
2020-02-10 09:00:00;68;87;3;1;2;1;59;138;0;0;0;2;0;0;0
2020-02-10 09:15:00;82;93;8;1;4;2;56;127;0;0;0;7;0;0;0
2020-02-10 09:30:00;85;93;6;0;3;1;73;164;0;0;0;4;0;0;0
2020-02-10 09:45:00;94;81;4;0;5;1;62;169;0;0;0;7;0;0;0
2020-02-10 10:00:00;96;100;4;0;3;1;65;148;0;0;0;2;0;0;2
2020-02-10 10:15:00;75;83;11;0;10;5;47;144;0;0;0;9;0;0;0
2020-02-10 10:30:00;91;101;10;2;4;2;74;165;0;0;0;10;0;0;0
2020-02-10 10:45:00;92;95;15;0;3;1;99;155;0;0;0;6;0;0;0
2020-02-10 11:00:00;60;70;6;0;4;1;64;180;0;0;0;6;0;0;0
2020-02-10 11:15:00;64;64;14;1;4;3;74;174;0;0;0;4;0;0;0
2020-02-10 11:30:00;62;65;4;1;9;5;54;164;0;0;0;11;0;0;0
2020-02-10 11:45:00;75;80;11;1;4;1;94;168;0;0;0;5;0;0;0
2020-02-10 12:00:00;79;98;8;0;7;1;73;179;0;0;0;7;0;0;0
2020-02-10 12:15:00;77;87;4;1;6;1;94;209;0;0;0;8;0;0;0
2020-02-10 12:30:00;78;103;8;0;3;1;84;176;0;0;0;4;0;0;3
2020-02-10 12:45:00;82;85;4;0;6;2;98;164;0;0;0;6;2;0;0
2020-02-10 13:00:00;82;100;14;0;10;2;71;198;0;0;0;10;0;0;0
2020-02-10 13:15:00;91;111;11;0;10;2;93;216;0;0;0;11;0;0;0
2020-02-10 13:30:00;92;96;11;1;7;1;118;213;0;0;0;11;0;0;0
2020-02-10 13:45:00;97;115;7;0;6;2;65;157;0;0;0;8;0;0;1
2020-02-10 14:00:00;100;93;4;0;11;2;67;221;0;0;0;12;0;0;0
2020-02-10 14:15:00;74;95;8;0;10;4;58;191;0;0;0;11;0;0;0
2020-02-10 14:30:00;106;103;1;1;6;0;51;263;0;0;0;4;6;0;0
2020-02-10 14:45:00;98;85;13;0;11;5;62;229;0;0;0;13;0;0;0
2020-02-10 15:00:00;84;100;6;0;10;3;68;239;0;0;0;11;0;0;0
2020-02-10 15:15:00;88;102;4;0;10;3;52;229;0;0;0;10;0;0;0
2020-02-10 15:30:00;75;116;5;1;21;1;42;223;0;0;0;21;0;0;0
2020-02-10 15:45:00;101;112;7;0;11;1;63;229;0;0;0;11;0;0;0
2020-02-10 16:00:00;111;121;5;0;17;2;55;234;0;0;0;18;0;0;0
2020-02-10 16:15:00;83;110;11;0;18;3;70;255;0;0;0;17;0;0;0
2020-02-10 16:30:00;69;81;6;1;12;2;35;148;0;0;0;11;3;0;0
2020-02-10 16:45:00;
2020-02-10 17:00:00;
2020-02-10 17:15:00;25;19;0;0;2;0;5;49;0;0;0;2;0;0;0
2020-02-10 17:30:00;107;98;16;0;20;3;86;233;0;0;0;20;0;0;2
2020-02-10 17:45:00;114;71;8;2;10;3;70;225;0;0;0;9;0;0;3
2020-02-10 18:00:00;132;71;19;0;12;2;52;189;0;0;0;12;0;0;0
2020-02-10 18:15:00;132;78;9;1;11;2;73;205;0;0;0;12;0;5;0
2020-02-10 18:30:00;118;65;5;0;2;0;54;143;0;0;0;5;0;0;0
2020-02-10 18:45:00;99;70;29;0;7;4;54;143;0;0;0;9;0;0;0
2020-02-10 19:00:00;89;49;3;1;5;0;47;101;0;0;0;5;0;0;0
2020-02-10 19:15:00;88;56;6;1;4;0;55;109;0;0;0;5;0;0;0
2020-02-10 19:30:00;96;58;7;0;8;0;52;95;0;0;0;10;0;0;0
2020-02-10 19:45:00;65;52;3;0;5;1;53;98;0;0;0;5;0;0;0
2020-02-10 20:00:00;71;50;9;0;2;1;58;93;0;0;0;2;0;0;0
2020-02-10 20:15:00;69;39;4;1;2;0;53;83;0;0;0;2;0;0;0
2020-02-10 20:30:00;65;41;5;0;1;1;47;67;0;0;0;1;0;0;0
2020-02-10 20:45:00;66;38;2;0;1;2;41;51;0;0;0;1;0;0;0
2020-02-10 21:00:00;103;60;1;0;0;0;53;66;0;0;0;1;0;0;0
2020-02-10 21:15:00;85;44;6;0;1;0;35;46;0;0;0;3;0;0;0
2020-02-10 21:30:00;46;38;3;0;1;0;41;55;0;0;0;1;0;0;0
2020-02-10 21:45:00;36;28;1;0;0;1;57;84;0;0;0;1;0;0;0
2020-02-10 22:00:00;43;28;2;0;1;1;49;77;0;0;0;0;0;0;0
2020-02-10 22:15:00;28;21;1;0;0;0;53;78;0;0;0;0;0;0;0
2020-02-10 22:30:00;17;25;1;0;2;1;41;52;0;0;0;2;0;0;0
2020-02-10 22:45:00;33;31;4;0;0;0;39;40;0;0;0;0;0;0;0
2020-02-10 23:00:00;15;25;0;0;0;0;33;36;0;0;0;0;0;0;0
2020-02-10 23:15:00;21;25;5;0;2;0;24;25;0;0;0;3;0;0;0
2020-02-10 23:30:00;11;17;2;0;0;0;27;24;0;0;0;0;0;0;0
2020-02-10 23:45:00;17;21;0;0;0;0;27;24;0;0;0;0;0;0;0
