DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2020-04-27 00:00:00;0;1;1;2;4;0;0;0;0;0;0;0;0
2020-04-27 00:15:00;0;7;3;6;6;2;3;4;0;0;0;0;0
2020-04-27 00:30:00;0;3;1;9;1;1;2;1;0;0;0;0;0
2020-04-27 00:45:00;0;3;2;6;1;0;0;0;0;0;0;0;0
2020-04-27 01:00:00;0;9;1;3;1;0;0;0;0;0;0;0;0
2020-04-27 01:15:00;0;4;1;0;2;0;0;0;0;0;0;0;0
2020-04-27 01:30:00;0;1;0;3;0;0;0;0;0;0;0;0;0
2020-04-27 01:45:00;0;5;3;2;1;0;0;0;0;0;0;0;0
2020-04-27 02:00:00;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-04-27 02:15:00;0;7;1;4;1;1;0;0;0;0;0;0;0
2020-04-27 02:30:00;0;3;0;4;3;0;0;1;0;0;0;0;0
2020-04-27 02:45:00;0;4;2;3;3;0;0;0;0;0;0;0;0
2020-04-27 03:00:00;0;3;0;1;2;0;0;0;0;0;0;0;0
2020-04-27 03:15:00;0;5;0;1;3;0;0;0;0;0;0;0;0
2020-04-27 03:30:00;1;7;0;5;0;0;0;1;0;0;0;0;0
2020-04-27 03:45:00;0;5;2;3;2;0;0;0;0;0;0;0;0
2020-04-27 04:00:00;0;4;3;7;3;0;0;0;0;0;0;0;0
2020-04-27 04:15:00;0;10;0;9;1;2;1;1;0;0;0;0;0
2020-04-27 04:30:00;2;8;2;9;1;0;1;0;0;0;0;0;0
2020-04-27 04:45:00;1;12;4;24;9;2;1;2;0;0;0;0;0
2020-04-27 05:00:00;0;29;14;52;18;0;0;0;0;0;0;0;0
2020-04-27 05:15:00;1;40;21;80;34;3;2;5;0;0;0;0;0
2020-04-27 05:30:00;3;54;36;100;88;1;0;1;0;0;0;0;0
2020-04-27 05:45:00;10;45;39;77;87;4;0;5;0;0;0;0;0
2020-04-27 06:00:00;6;70;38;61;52;4;7;7;0;0;9;0;0
2020-04-27 06:15:00;6;56;45;111;77;4;5;10;1;0;2;0;0
2020-04-27 06:30:00;13;71;64;102;99;4;4;11;0;0;5;0;0
2020-04-27 06:45:00;5;70;63;112;108;8;4;4;0;0;0;0;0
2020-04-27 07:00:00;12;55;61;95;100;23;9;10;0;0;0;0;0
2020-04-27 07:15:00;17;74;42;99;109;14;13;15;2;0;5;0;0
2020-04-27 07:30:00;27;56;46;107;93;13;12;14;6;0;1;0;0
2020-04-27 07:45:00;24;74;50;102;108;19;12;14;5;0;7;0;0
2020-04-27 08:00:00;18;58;32;78;69;30;14;21;4;2;1;0;0
2020-04-27 08:15:00;18;62;41;86;47;15;16;25;1;0;14;0;0
2020-04-27 08:30:00;28;61;43;71;64;16;17;26;0;0;4;0;0
2020-04-27 08:45:00;24;49;39;62;61;26;17;24;1;0;5;0;0
2020-04-27 09:00:00;29;68;56;68;54;22;17;26;5;0;2;0;0
2020-04-27 09:15:00;33;67;49;70;57;21;27;30;17;0;13;0;0
2020-04-27 09:30:00;18;61;37;73;57;15;23;28;8;0;6;0;0
2020-04-27 09:45:00;30;69;54;55;49;16;20;24;4;0;0;0;0
2020-04-27 10:00:00;37;58;47;64;37;12;21;26;1;0;1;0;0
