DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2);10(DE1);11(DF1);12(TAFGA)
2019-08-18 00:00:00;3;3;5;2;2;6;11;1;2;0;0;0
2019-08-18 00:15:00;2;8;11;5;1;6;13;2;4;0;0;0
2019-08-18 00:30:00;3;3;4;5;3;3;9;1;1;0;0;0
2019-08-18 00:45:00;4;9;13;7;1;4;8;0;1;0;0;0
2019-08-18 01:00:00;2;6;6;2;0;6;12;0;0;0;0;0
2019-08-18 01:15:00;1;3;3;0;1;4;9;0;0;0;0;0
2019-08-18 01:30:00;1;4;5;1;4;3;10;0;1;0;0;0
2019-08-18 01:45:00;1;5;4;2;2;3;12;0;0;0;0;0
2019-08-18 02:00:00;1;7;8;0;3;4;7;0;0;0;0;0
2019-08-18 02:15:00;3;2;2;0;0;2;7;0;0;0;0;0
2019-08-18 02:30:00;3;6;8;2;2;3;8;1;4;0;0;0
2019-08-18 02:45:00;1;3;4;0;0;2;3;0;0;0;0;0
2019-08-18 03:00:00;2;3;5;0;7;0;7;2;5;0;0;0
2019-08-18 03:15:00;3;7;8;1;1;2;9;0;1;0;0;0
2019-08-18 03:30:00;2;3;3;1;0;0;1;0;0;0;0;0
2019-08-18 03:45:00;0;0;0;0;0;0;5;1;1;0;0;0
2019-08-18 04:00:00;1;1;1;0;2;0;1;0;0;0;0;0
2019-08-18 04:15:00;0;3;3;2;0;0;1;0;0;0;0;0
2019-08-18 04:30:00;0;0;1;2;1;0;2;0;0;0;0;0
2019-08-18 04:45:00;2;2;2;0;0;0;3;0;0;0;0;0
2019-08-18 05:00:00;0;1;1;0;0;0;1;0;0;0;0;0
2019-08-18 05:15:00;2;1;2;1;1;0;1;0;1;0;0;0
2019-08-18 05:30:00;4;1;2;0;0;0;0;0;0;0;0;0
2019-08-18 05:45:00;3;4;3;0;0;0;1;0;0;0;0;0
2019-08-18 06:00:00;2;4;4;2;2;1;2;0;0;0;0;0
2019-08-18 06:15:00;2;1;1;1;3;0;4;0;0;0;0;0
2019-08-18 06:30:00;4;3;5;2;3;3;9;0;0;0;0;0
2019-08-18 06:45:00;2;3;3;2;1;1;7;0;0;0;0;0
2019-08-18 07:00:00;5;5;7;0;2;4;4;0;0;0;0;0
2019-08-18 07:15:00;2;3;2;0;0;2;3;0;1;0;0;0
2019-08-18 07:30:00;3;4;4;0;1;6;7;0;0;0;0;0
2019-08-18 07:45:00;4;7;9;0;0;0;9;0;0;0;0;0
2019-08-18 08:00:00;2;9;8;1;2;1;4;0;4;0;0;0
2019-08-18 08:15:00;7;14;14;1;0;5;7;0;0;0;0;0
2019-08-18 08:30:00;6;10;10;2;2;5;8;0;0;0;0;0
2019-08-18 08:45:00;8;15;19;2;0;1;14;0;0;0;0;0
2019-08-18 09:00:00;4;12;13;0;0;1;5;0;0;0;0;0
2019-08-18 09:15:00;15;28;28;0;0;8;14;1;1;0;0;0
2019-08-18 09:30:00;11;21;23;0;1;6;17;0;2;1;0;0
2019-08-18 09:45:00;15;25;28;0;0;5;16;2;1;0;0;0
2019-08-18 10:00:00;13;20;22;0;2;12;28;0;0;0;0;0
2019-08-18 10:15:00;10;19;23;1;1;4;24;1;1;2;0;0
2019-08-18 10:30:00;18;17;22;1;0;5;27;0;0;0;0;0
2019-08-18 10:45:00;16;17;23;2;0;12;28;0;0;0;0;0
2019-08-18 11:00:00;16;34;37;5;2;11;30;0;0;0;0;0
2019-08-18 11:15:00;23;25;30;1;1;12;42;0;0;1;0;0
2019-08-18 11:30:00;9;15;18;0;2;6;27;0;2;2;0;0
2019-08-18 11:45:00;15;19;27;3;4;11;36;0;0;2;0;0
2019-08-18 12:00:00;9;20;28;1;2;10;30;0;1;1;0;0
2019-08-18 12:15:00;14;13;17;2;4;13;42;0;1;2;0;0
2019-08-18 12:30:00;9;11;16;2;5;5;24;0;0;1;0;0
2019-08-18 12:45:00;23;26;31;2;3;13;29;0;0;0;0;0
2019-08-18 13:00:00;14;25;28;2;3;11;33;0;3;2;0;0
2019-08-18 13:15:00;11;27;23;4;4;15;32;1;3;1;0;0
2019-08-18 13:30:00;16;22;23;0;1;8;31;0;0;0;0;0
2019-08-18 13:45:00;16;21;26;1;1;10;33;0;0;0;0;0
2019-08-18 14:00:00;25;31;40;2;2;13;49;0;0;1;0;0
2019-08-18 14:15:00;13;16;19;0;0;8;35;0;0;0;0;0
2019-08-18 14:30:00;16;33;38;0;5;11;28;0;1;2;0;0
2019-08-18 14:45:00;19;27;33;5;4;14;29;1;2;1;0;0
2019-08-18 15:00:00;20;29;30;8;3;9;35;0;0;1;0;0
2019-08-18 15:15:00;17;23;28;7;2;10;21;0;7;1;0;0
2019-08-18 15:30:00;13;24;29;1;4;10;29;0;0;0;0;0
2019-08-18 15:45:00;17;25;33;1;0;11;32;0;2;0;0;0
2019-08-18 16:00:00;16;31;31;4;5;8;21;0;1;1;0;4
2019-08-18 16:15:00;13;21;28;0;2;20;24;0;0;1;0;0
2019-08-18 16:30:00;13;21;26;2;1;9;29;3;5;0;0;0
2019-08-18 16:45:00;15;24;25;5;2;13;33;0;0;1;0;0
2019-08-18 17:00:00;12;20;26;1;0;9;42;0;0;0;0;0
2019-08-18 17:15:00;14;39;45;1;3;8;29;0;0;0;0;0
2019-08-18 17:30:00;15;31;27;2;1;14;42;1;4;0;0;1
2019-08-18 17:45:00;10;23;26;0;3;6;21;0;2;3;0;0
2019-08-18 18:00:00;9;29;32;5;2;12;33;1;2;0;0;1
2019-08-18 18:15:00;11;33;31;4;6;8;22;0;0;2;0;0
2019-08-18 18:30:00;22;44;42;6;11;10;37;0;1;3;0;1
2019-08-18 18:45:00;9;25;28;4;8;10;45;0;1;0;0;0
2019-08-18 19:00:00;24;47;51;2;6;16;50;2;1;0;0;2
2019-08-18 19:15:00;19;46;48;8;5;13;46;0;0;0;0;0
2019-08-18 19:30:00;13;32;35;3;6;10;33;0;2;3;0;0
2019-08-18 19:45:00;20;36;41;8;5;17;39;0;3;5;0;0
2019-08-18 20:00:00;15;32;35;1;7;6;27;1;1;0;0;0
2019-08-18 20:15:00;9;25;30;7;4;13;38;1;2;1;0;1
2019-08-18 20:30:00;11;19;23;4;8;14;32;2;5;0;0;0
2019-08-18 20:45:00;12;18;24;4;2;6;36;1;3;1;0;0
2019-08-18 21:00:00;10;16;21;3;8;10;26;0;0;2;0;0
2019-08-18 21:15:00;9;19;19;4;5;6;27;0;2;0;0;0
2019-08-18 21:30:00;11;11;12;1;2;7;16;1;2;0;0;0
2019-08-18 21:45:00;12;14;18;1;2;10;31;0;1;0;0;0
2019-08-18 22:00:00;4;18;21;9;8;14;40;0;4;0;0;0
2019-08-18 22:15:00;4;18;20;3;3;5;23;0;4;0;0;0
2019-08-18 22:30:00;8;11;13;0;1;12;37;0;1;0;0;0
2019-08-18 22:45:00;4;6;12;3;5;7;21;1;2;0;0;0
2019-08-18 23:00:00;6;16;16;4;10;11;22;3;4;0;0;0
2019-08-18 23:15:00;3;6;7;1;5;4;9;0;0;0;0;0
2019-08-18 23:30:00;0;1;3;0;5;8;15;0;0;0;0;0
2019-08-18 23:45:00;4;7;11;3;7;4;19;0;0;0;0;0
