DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DE3);12(DE4);13(TAFBA);14(TAFBB);15(TAFBC);16(TAFBD)
2020-07-20 00:00:00;15;14;11;4;7;12;0;1;1;1;1;1;0;0;0;0
2020-07-20 00:15:00;18;20;15;2;5;19;1;6;2;2;3;3;0;0;0;0
2020-07-20 00:30:00;7;16;15;4;3;17;0;0;3;3;1;2;0;0;0;0
2020-07-20 00:45:00;12;9;8;0;2;7;1;7;4;5;4;4;0;0;0;0
2020-07-20 01:00:00;7;15;13;0;1;16;0;1;2;2;2;2;0;0;0;0
2020-07-20 01:15:00;9;11;11;0;0;10;0;4;1;1;1;1;0;0;0;0
2020-07-20 01:30:00;7;3;4;1;1;4;0;2;0;0;0;0;0;0;0;0
2020-07-20 01:45:00;18;13;12;0;1;8;0;3;0;0;0;0;0;0;0;0
2020-07-20 02:00:00;5;12;11;1;2;10;0;4;0;0;0;0;0;0;0;0
2020-07-20 02:15:00;4;7;6;2;3;5;0;3;1;1;1;1;0;0;0;0
2020-07-20 02:30:00;6;4;1;0;0;0;2;7;0;0;0;0;0;0;0;0
2020-07-20 02:45:00;2;4;6;0;1;3;2;2;1;1;2;4;0;0;0;0
2020-07-20 03:00:00;5;3;3;0;1;5;0;0;0;0;0;0;0;0;0;0
2020-07-20 03:15:00;1;3;3;0;1;3;1;2;0;0;0;0;0;0;0;0
2020-07-20 03:30:00;6;2;2;0;5;2;1;2;2;2;2;2;0;0;0;0
2020-07-20 03:45:00;4;3;4;1;3;3;0;0;0;0;0;0;0;0;0;0
2020-07-20 04:00:00;8;7;7;0;1;8;0;0;0;0;0;0;0;0;0;0
2020-07-20 04:15:00;10;8;12;0;5;10;0;0;1;1;1;1;0;0;0;0
2020-07-20 04:30:00;7;12;14;0;3;12;0;3;3;2;2;2;0;0;0;0
2020-07-20 04:45:00;14;16;13;2;4;12;0;2;2;2;2;2;0;0;0;0
2020-07-20 05:00:00;12;14;13;0;7;19;0;2;7;7;6;9;0;0;0;0
2020-07-20 05:15:00;32;44;29;3;8;40;1;10;17;17;17;17;0;0;0;0
2020-07-20 05:30:00;51;59;34;3;17;55;0;17;33;34;36;35;0;0;3;0
2020-07-20 05:45:00;54;73;46;0;10;77;2;11;27;27;26;29;0;0;0;0
2020-07-20 06:00:00;49;41;31;5;11;36;1;5;17;17;16;16;0;0;0;0
2020-07-20 06:15:00;93;63;44;2;25;66;0;19;35;34;34;35;0;0;0;0
2020-07-20 06:30:00;89;115;62;5;25;111;2;24;33;33;35;33;0;0;0;0
2020-07-20 06:45:00;104;118;70;10;33;121;3;37;57;60;53;54;0;0;0;0
2020-07-20 07:00:00;101;117;95;19;32;109;5;47;38;37;39;35;0;5;0;3
2020-07-20 07:15:00;151;134;121;272;50;130;3;39;58;55;54;56;0;0;0;0
2020-07-20 07:30:00;155;161;175;30;61;132;7;64;63;62;61;62;0;2;0;0
2020-07-20 07:45:00;156;194;187;32;49;171;6;79;55;57;57;54;0;0;0;0
2020-07-20 08:00:00;145;187;129;26;44;173;10;51;78;71;69;64;1;0;1;0
2020-07-20 08:15:00;136;121;99;35;54;108;8;43;53;55;54;56;0;5;2;0
2020-07-20 08:30:00;148;113;88;39;63;96;7;50;57;59;50;49;0;0;0;0
2020-07-20 08:45:00;160;138;93;40;53;132;11;49;54;52;34;35;0;0;0;0
2020-07-20 09:00:00;112;149;103;37;56;128;8;60;67;65;59;65;0;0;0;0
2020-07-20 09:15:00;127;175;114;39;40;145;20;45;58;54;48;49;1;1;2;2
2020-07-20 09:30:00;166;178;94;46;44;200;16;46;44;47;38;40;0;0;0;0
2020-07-20 09:45:00;125;148;96;43;49;127;7;47;49;50;47;48;0;0;0;1
2020-07-20 10:00:00;141;160;94;48;52;148;12;56;49;50;42;43;0;0;4;2
2020-07-20 10:15:00;174;176;90;56;53;146;16;63;78;70;312;58;0;0;0;0
2020-07-20 10:30:00;168;211;113;39;27;182;14;50;63;60;53;54;0;3;0;0
2020-07-20 10:45:00;173;154;99;47;36;130;14;57;41;41;41;40;0;0;1;0
2020-07-20 11:00:00;173;166;105;43;37;161;15;70;62;59;48;51;1;0;0;0
2020-07-20 11:15:00;183;183;106;53;52;152;13;61;48;44;42;42;0;0;0;0
2020-07-20 11:30:00;178;204;117;146;56;183;13;63;67;63;59;60;0;0;14;1
