DATUM;1(DB1);2(DB2);3(DB3);4(DB4);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFBB);11(TAFBC);12(TAFBC2);13(TAFGD);14(TAFBD)
2020-02-20 00:00:00;0;1;2;4;0;1;0;3;10;0;0;0;0;0
2020-02-20 00:15:00;1;6;1;4;1;0;0;3;9;0;0;0;0;0
2020-02-20 00:30:00;4;5;0;0;0;2;1;0;3;0;0;0;0;0
2020-02-20 00:45:00;1;6;3;4;2;0;1;1;7;0;0;0;0;0
2020-02-20 01:00:00;5;3;0;4;0;0;0;0;3;0;0;0;0;0
2020-02-20 01:15:00;1;1;0;1;1;0;0;0;6;0;0;0;0;0
2020-02-20 01:30:00;3;9;2;4;0;1;0;3;5;0;0;0;0;0
2020-02-20 01:45:00;4;6;1;3;0;0;0;0;3;0;0;0;1;2
2020-02-20 02:00:00;5;3;0;3;0;0;0;0;6;0;0;0;0;0
2020-02-20 02:15:00;1;2;1;3;0;0;0;2;3;0;0;0;0;0
2020-02-20 02:30:00;0;3;1;6;0;0;0;2;5;0;0;0;0;0
2020-02-20 02:45:00;0;1;0;2;0;0;0;0;1;0;0;0;0;0
2020-02-20 03:00:00;3;3;0;1;0;2;0;2;6;0;0;0;0;0
2020-02-20 03:15:00;4;6;1;0;1;0;0;0;2;0;0;0;0;0
2020-02-20 03:30:00;2;2;1;4;0;0;0;0;4;0;0;0;0;0
2020-02-20 03:45:00;5;12;1;1;0;0;0;1;6;0;0;0;0;0
2020-02-20 04:00:00;6;6;0;3;0;0;0;4;7;0;0;0;0;0
2020-02-20 04:15:00;3;5;1;1;0;0;0;3;7;0;0;0;0;0
2020-02-20 04:30:00;6;10;2;2;3;0;0;3;6;0;0;0;0;0
2020-02-20 04:45:00;10;10;0;2;0;0;0;11;29;0;0;0;0;0
2020-02-20 05:00:00;5;8;258;7;3;0;0;39;62;0;0;0;3;1
2020-02-20 05:15:00;8;12;18;22;10;1;0;74;132;0;0;0;1;3
2020-02-20 05:30:00;28;72;27;26;20;4;6;99;149;0;0;0;2;1
2020-02-20 05:45:00;56;112;43;35;7;9;12;78;99;0;0;0;1;0
2020-02-20 06:00:00;37;78;29;30;7;1;6;59;56;0;0;0;0;0
2020-02-20 06:15:00;22;31;44;45;11;2;0;68;89;0;0;0;1;3
2020-02-20 06:30:00;23;29;83;67;18;6;1;102;114;0;0;0;10;8
2020-02-20 06:45:00;26;30;58;51;26;2;1;88;117;0;0;0;2;5
2020-02-20 07:00:00;25;32;41;35;11;2;1;92;117;0;0;0;5;1
2020-02-20 07:15:00;44;51;49;48;11;4;1;110;132;0;0;0;2;3
2020-02-20 07:30:00;47;49;53;49;21;5;2;100;133;1;0;0;2;4
2020-02-20 07:45:00;44;43;45;46;20;8;0;105;158;2;0;0;4;0
2020-02-20 08:00:00;48;52;50;55;18;7;1;111;135;6;0;0;5;3
2020-02-20 08:15:00;44;47;44;55;13;2;0;124;141;0;0;1;2;0
