DATUM;1(TAA);2(TAFBA);3(MP3711);4(MP3712);5(MP3713);6(MP3714);7(MP3715);8(MP3716);9(MP3717);10(MP3718);11(MP3719);12(MP3720);13(MP3721);14(MP3722)
2020-07-07 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 00:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 00:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 00:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 01:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 01:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 03:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 03:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 04:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 04:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 04:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 05:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 05:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 05:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 05:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 06:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 06:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 06:30:00;8;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 06:45:00;4;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 07:00:00;3;3;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 07:15:00;7;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 07:30:00;14;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 07:45:00;33;13;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 08:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 08:15:00;6;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 08:30:00;8;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 08:45:00;9;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-07 09:00:00;7;0;0;0;0;0;0;0;0;0;0;0;0;0
