DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2020-03-05 00:00:00;2;3;1;1;3;2;0;2
2020-03-05 00:15:00;2;1;1;4;2;6;0;4
2020-03-05 00:30:00;3;3;2;2;1;2;0;1
2020-03-05 00:45:00;2;3;2;4;1;3;0;4
2020-03-05 01:00:00;2;1;0;3;3;2;0;2
2020-03-05 01:15:00;1;1;2;0;0;1;0;0
2020-03-05 01:30:00;3;3;1;2;2;0;0;2
2020-03-05 01:45:00;2;0;0;0;1;0;0;1
2020-03-05 02:00:00;0;0;0;0;0;0;0;2
2020-03-05 02:15:00;2;1;0;2;1;0;0;0
2020-03-05 02:30:00;0;1;1;1;1;1;0;0
2020-03-05 02:45:00;0;1;1;0;0;0;0;0
2020-03-05 03:00:00;1;1;1;0;0;1;0;0
2020-03-05 03:15:00;0;3;1;1;0;0;0;3
2020-03-05 03:30:00;3;0;0;1;1;1;0;1
2020-03-05 03:45:00;4;2;1;0;1;0;0;2
2020-03-05 04:00:00;4;3;2;2;2;1;0;0
2020-03-05 04:15:00;2;2;3;1;0;1;0;3
2020-03-05 04:30:00;2;4;2;1;2;1;0;1
2020-03-05 04:45:00;7;12;10;4;7;3;0;2
2020-03-05 05:00:00;8;18;31;7;7;15;0;4
2020-03-05 05:15:00;15;38;86;8;5;36;0;20
2020-03-05 05:30:00;31;35;69;10;7;25;0;17
2020-03-05 05:45:00;63;53;93;50;28;25;0;21
2020-03-05 06:00:00;34;25;52;35;23;14;0;16
2020-03-05 06:15:00;21;19;48;7;5;12;0;12
2020-03-05 06:30:00;55;42;98;23;30;39;0;26
2020-03-05 06:45:00;58;45;97;18;27;37;0;48
2020-03-05 07:00:00;87;68;115;18;46;39;0;53
2020-03-05 07:15:00;110;74;111;28;49;59;0;47
2020-03-05 07:30:00;138;103;99;36;73;56;0;66
2020-03-05 07:45:00;124;93;108;32;52;62;0;78
2020-03-05 08:00:00;97;77;125;38;54;54;0;63
2020-03-05 08:15:00;89;64;86;36;41;36;0;55
2020-03-05 08:30:00;67;60;78;32;45;29;0;39
2020-03-05 08:45:00;78;53;52;28;42;40;0;68
2020-03-05 09:00:00;55;39;36;31;37;30;0;30
2020-03-05 09:15:00;74;41;32;28;51;27;0;30
2020-03-05 09:30:00;61;46;24;30;45;34;0;37
2020-03-05 09:45:00;60;42;19;33;37;47;0;40
2020-03-05 10:00:00;67;45;20;26;33;33;0;33
2020-03-05 10:15:00;61;44;25;24;56;33;0;38
