DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2019-11-26 00:00:00;9;6;0;1;3;9;5
2019-11-26 00:15:00;12;6;1;2;6;13;4
2019-11-26 00:30:00;6;3;0;1;4;9;2
2019-11-26 00:45:00;7;3;0;0;3;19;4
2019-11-26 01:00:00;8;4;0;1;3;11;1
2019-11-26 01:15:00;7;8;0;2;2;8;0
2019-11-26 01:30:00;7;3;0;0;0;3;2
2019-11-26 01:45:00;10;3;0;1;2;5;2
2019-11-26 02:00:00;6;4;0;0;2;6;1
2019-11-26 02:15:00;6;7;0;1;3;8;3
2019-11-26 02:30:00;5;4;0;2;2;12;4
2019-11-26 02:45:00;6;2;0;1;1;3;2
2019-11-26 03:00:00;8;3;0;0;0;8;6
2019-11-26 03:15:00;8;4;1;1;1;7;6
2019-11-26 03:30:00;9;6;0;0;0;14;6
2019-11-26 03:45:00;7;7;1;1;2;10;1
2019-11-26 04:00:00;9;10;0;1;1;6;3
2019-11-26 04:15:00;9;7;0;2;2;16;5
2019-11-26 04:30:00;12;10;0;3;5;26;16
2019-11-26 04:45:00;19;14;1;5;7;35;22
2019-11-26 05:00:00;25;19;0;8;9;86;79
2019-11-26 05:15:00;37;36;2;5;7;131;127
2019-11-26 05:30:00;50;54;4;17;20;119;114
2019-11-26 05:45:00;98;83;7;9;24;145;132
2019-11-26 06:00:00;138;118;5;7;15;129;148
2019-11-26 06:15:00;145;117;6;10;24;157;174
2019-11-26 06:30:00;94;88;2;12;32;151;174
2019-11-26 06:45:00;90;92;7;9;30;160;151
2019-11-26 07:00:00;71;76;5;21;40;168;202
2019-11-26 07:15:00;83;89;4;21;51;160;175
2019-11-26 07:30:00;74;74;2;29;67;144;164
2019-11-26 07:45:00;92;87;5;19;49;192;199
2019-11-26 08:00:00;77;76;7;18;45;150;168
2019-11-26 08:15:00;75;83;8;28;43;138;139
2019-11-26 08:30:00;87;80;6;15;33;136;152
2019-11-26 08:45:00;85;75;6;10;35;125;144
2019-11-26 11:45:00;54;36;2;5;12;40;36
2019-11-26 12:00:00;112;100;5;17;26;79;68
2019-11-26 12:15:00;115;101;8;14;34;95;114
2019-11-26 12:30:00;116;84;8;16;33;76;79
2019-11-26 12:45:00;109;82;4;26;41;90;99
2019-11-26 13:00:00;124;110;14;17;43;110;119
2019-11-26 13:15:00;112;82;11;22;31;120;136
2019-11-26 13:30:00;136;92;4;9;29;135;132
2019-11-26 13:45:00;129;119;9;20;42;114;125
2019-11-26 14:00:00;124;119;11;26;38;102;99
2019-11-26 14:15:00;171;145;10;22;51;77;87
2019-11-26 14:30:00;191;187;8;23;34;85;105
2019-11-26 14:45:00;180;166;4;19;35;92;108
2019-11-26 15:00:00;189;152;5;19;37;85;97
2019-11-26 15:15:00;216;171;13;12;44;90;104
2019-11-26 15:30:00;167;155;5;24;56;99;118
2019-11-26 15:45:00;206;184;8;17;54;105;111
2019-11-26 16:00:00;194;146;8;26;44;107;113
2019-11-26 16:15:00;198;182;5;27;54;102;97
2019-11-26 16:30:00;172;177;6;34;51;117;124
2019-11-26 16:45:00;203;159;6;22;48;111;128
2019-11-26 17:00:00;199;164;9;15;53;106;124
2019-11-26 17:15:00;214;197;6;23;43;109;123
2019-11-26 17:30:00;183;182;9;22;47;109;113
2019-11-26 17:45:00;153;182;6;30;57;97;118
2019-11-26 18:00:00;152;159;11;24;55;98;93
2019-11-26 18:15:00;147;154;7;18;38;94;86
2019-11-26 18:30:00;125;124;8;16;39;79;66
2019-11-26 18:45:00;102;118;7;14;36;81;78
2019-11-26 19:00:00;105;86;13;16;35;84;67
2019-11-26 19:15:00;88;99;11;17;37;66;48
2019-11-26 19:30:00;84;58;4;13;34;67;53
2019-11-26 19:45:00;63;41;2;12;27;60;50
2019-11-26 20:00:00;75;54;8;13;28;54;35
2019-11-26 20:15:00;78;52;3;6;16;56;38
2019-11-26 20:30:00;56;33;2;9;24;52;29
2019-11-26 20:45:00;57;45;7;10;25;69;49
2019-11-26 21:00:00;72;46;6;12;27;95;78
2019-11-26 21:15:00;49;41;3;7;17;79;77
2019-11-26 21:30:00;63;37;3;5;12;63;45
2019-11-26 21:45:00;121;69;8;10;28;49;27
2019-11-26 22:00:00;131;113;7;15;26;44;27
2019-11-26 22:15:00;111;65;4;10;25;40;19
2019-11-26 22:30:00;45;24;3;4;14;35;21
2019-11-26 22:45:00;33;27;3;7;16;29;10
2019-11-26 23:00:00;26;14;0;7;14;33;12
2019-11-26 23:15:00;26;11;2;8;13;15;9
2019-11-26 23:30:00;14;8;1;1;6;21;12
