DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2020-07-21 00:00:00;12;5;1;7;2;10;5;1;1;5;1
2020-07-21 00:15:00;10;5;6;2;1;19;6;1;0;2;2
2020-07-21 00:30:00;8;4;2;4;1;9;6;2;2;5;0
2020-07-21 00:45:00;10;7;2;3;1;10;5;2;2;2;0
2020-07-21 01:00:00;8;10;1;1;0;6;4;0;0;4;0
2020-07-21 01:15:00;11;7;2;6;2;14;3;1;1;3;0
2020-07-21 01:30:00;10;6;0;2;1;5;1;0;0;0;0
2020-07-21 01:45:00;5;4;1;1;0;4;5;1;1;1;0
2020-07-21 02:00:00;13;10;0;3;0;5;1;0;1;4;0
2020-07-21 02:15:00;10;7;0;0;0;8;8;3;0;2;1
2020-07-21 02:30:00;3;2;1;1;0;9;4;0;1;5;2
2020-07-21 02:45:00;7;5;1;0;1;4;2;0;1;3;2
2020-07-21 03:00:00;3;3;2;0;2;6;1;0;0;3;0
2020-07-21 03:15:00;7;10;3;1;2;5;5;0;1;0;0
2020-07-21 03:30:00;5;3;0;1;0;6;6;2;0;0;0
2020-07-21 03:45:00;7;3;0;3;0;8;8;0;0;0;0
2020-07-21 04:00:00;10;6;1;2;2;5;5;0;0;0;0
2020-07-21 04:15:00;11;13;1;1;1;16;11;1;0;0;0
2020-07-21 04:30:00;13;7;3;2;0;11;8;4;0;0;0
2020-07-21 04:45:00;17;9;0;8;6;34;13;0;2;10;8
2020-07-21 05:00:00;29;23;1;11;6;72;47;2;4;6;2
2020-07-21 05:15:00;36;24;9;17;3;113;115;3;6;15;10
2020-07-21 05:30:00;37;37;21;24;7;119;106;5;8;23;12
2020-07-21 05:45:00;100;102;23;31;20;101;110;7;11;12;9
2020-07-21 06:00:00;107;129;22;27;14;87;103;4;9;14;5
2020-07-21 06:15:00;89;105;24;31;17;105;123;4;12;23;13
2020-07-21 06:30:00;68;69;26;41;25;127;130;9;19;32;12
2020-07-21 06:45:00;67;77;23;40;21;127;147;17;13;29;14
2020-07-21 07:00:00;61;62;11;50;27;114;136;16;17;25;7
2020-07-21 07:15:00;50;77;14;75;20;132;147;20;15;34;11
2020-07-21 07:30:00;74;84;9;71;25;107;147;22;25;37;11
2020-07-21 07:45:00;84;88;21;81;29;118;135;26;35;34;19
2020-07-21 08:00:00;73;66;23;64;20;116;119;27;19;44;20
2020-07-21 08:15:00;70;71;24;64;29;106;146;22;17;32;16
2020-07-21 08:30:00;70;74;28;54;23;96;91;23;22;51;20
2020-07-21 08:45:00;67;70;15;65;21;85;93;18;21;45;20
2020-07-21 09:00:00;58;57;25;48;10;74;81;16;26;34;16
2020-07-21 09:15:00;70;74;26;61;22;73;88;16;25;43;19
2020-07-21 09:30:00;72;80;25;62;22;64;59;20;15;42;13
2020-07-21 09:45:00;73;67;25;52;16;70;93;17;18;34;15
2020-07-21 10:00:00;72;74;27;53;19;61;66;22;18;58;27
2020-07-21 10:15:00;84;77;13;104;12;65;66;21;30;52;18
2020-07-21 10:30:00;87;85;26;50;17;58;86;17;31;68;30
2020-07-21 10:45:00;74;73;20;61;17;64;67;25;34;48;27
2020-07-21 11:00:00;71;88;25;54;19;71;59;23;26;51;16
2020-07-21 11:15:00;86;89;20;54;17;74;79;19;38;52;22
2020-07-21 11:30:00;72;101;27;47;15;62;69;30;26;45;20
2020-07-21 11:45:00;85;96;30;81;23;70;64;18;31;54;23
2020-07-21 12:00:00;89;105;36;48;18;76;72;19;24;48;20
2020-07-21 12:15:00;80;97;21;42;18;69;72;19;20;60;21
2020-07-21 12:30:00;70;78;21;41;19;59;67;15;27;35;14
2020-07-21 12:45:00;82;99;23;50;18;67;58;25;20;41;13
2020-07-21 13:00:00;86;101;25;51;20;84;97;19;28;55;13
2020-07-21 13:15:00;85;95;18;32;19;93;114;19;31;55;23
2020-07-21 13:30:00;103;86;23;49;13;120;117;29;22;57;27
2020-07-21 13:45:00;103;121;32;60;16;108;119;26;30;52;21
2020-07-21 14:00:00;121;141;33;50;29;88;93;18;23;49;20
2020-07-21 14:15:00;143;178;26;48;20;78;67;25;27;46;13
2020-07-21 14:30:00;152;184;29;62;23;64;81;27;31;59;25
2020-07-21 14:45:00;136;155;27;44;14;69;58;24;35;55;14
2020-07-21 15:00:00;137;160;24;55;25;68;63;21;40;53;19
2020-07-21 15:15:00;149;179;26;59;17;72;63;29;24;57;19
