DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DE1);10(DE2);11(DA4);12(TAA);13(TAFBA);14(TAFBB);15(TAC);16(TAFBC);17(TAFBD);18(TAFBE)
2019-10-24 00:00:00;1;5;3;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0
2019-10-24 00:15:00;7;7;3;1;1;7;12;0;0;0;0;0;0;0;0;0;0;0
2019-10-24 00:30:00;2;0;1;2;2;2;7;1;0;0;0;0;0;0;0;0;0;0
2019-10-24 00:45:00;6;2;0;0;1;9;5;1;0;0;1;0;0;0;0;0;0;0
2019-10-24 01:00:00;7;9;2;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0
2019-10-24 01:15:00;4;1;2;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0
2019-10-24 01:30:00;2;2;2;1;1;4;2;0;0;0;0;0;0;0;0;0;0;0
2019-10-24 01:45:00;1;2;2;1;1;4;8;0;0;0;1;0;0;0;0;0;0;0
2019-10-24 02:00:00;5;7;0;0;1;3;6;0;0;0;0;0;0;0;0;0;0;0
2019-10-24 02:15:00;4;6;1;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0
2019-10-24 02:30:00;2;2;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2019-10-24 02:45:00;2;3;0;1;1;3;5;1;0;0;0;0;0;0;0;0;0;0
2019-10-24 03:00:00;3;4;4;1;2;3;5;0;0;0;0;0;0;0;0;0;0;0
2019-10-24 03:15:00;6;3;0;1;1;4;3;0;0;0;0;0;0;0;0;0;0;0
2019-10-24 03:30:00;1;3;1;0;0;3;4;0;0;0;0;0;0;0;0;0;0;0
2019-10-24 03:45:00;6;6;0;2;2;4;6;0;0;0;0;0;0;0;0;0;0;0
2019-10-24 04:00:00;4;0;4;1;1;3;3;2;0;0;1;0;0;0;0;0;0;0
2019-10-24 04:15:00;2;3;2;1;1;2;5;0;0;0;0;0;0;0;0;0;0;0
2019-10-24 04:30:00;7;11;2;5;5;5;7;0;0;0;0;0;0;0;0;0;0;0
2019-10-24 04:45:00;22;31;1;5;5;5;6;1;0;0;1;0;0;0;0;0;0;0
2019-10-24 05:00:00;35;53;4;20;20;12;20;3;1;1;5;3;0;0;6;0;0;0
2019-10-24 05:15:00;78;147;6;29;25;10;34;1;2;2;9;18;1;0;38;0;5;0
2019-10-24 05:30:00;100;124;12;43;40;26;57;3;3;3;4;15;0;0;40;0;0;0
2019-10-24 05:45:00;80;83;23;34;9;78;138;2;3;2;3;18;2;0;31;0;0;1
