DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2019-10-04 00:00:00;4;0;2;0;0;0
2019-10-04 00:15:00;9;0;5;0;0;0
2019-10-04 00:30:00;7;1;2;0;0;0
2019-10-04 00:45:00;3;0;7;0;0;0
2019-10-04 01:00:00;6;0;7;0;0;0
2019-10-04 01:15:00;5;0;1;0;0;0
2019-10-04 01:30:00;6;0;5;0;0;0
2019-10-04 01:45:00;4;0;1;0;0;0
2019-10-04 02:00:00;1;0;4;0;0;0
2019-10-04 02:15:00;3;0;2;0;0;0
2019-10-04 02:30:00;1;0;3;0;0;0
2019-10-04 02:45:00;1;0;5;0;0;0
2019-10-04 03:00:00;3;0;2;0;0;0
2019-10-04 03:15:00;5;0;4;0;0;0
2019-10-04 03:30:00;2;0;3;0;0;0
2019-10-04 03:45:00;2;0;2;0;0;0
2019-10-04 04:00:00;5;0;8;0;0;0
2019-10-04 04:15:00;3;0;3;0;0;0
2019-10-04 04:30:00;5;2;6;1;0;0
2019-10-04 04:45:00;2;0;8;0;0;0
2019-10-04 05:00:00;5;4;28;0;0;0
2019-10-04 05:15:00;10;11;55;0;3;9
2019-10-04 05:30:00;14;11;50;0;5;4
2019-10-04 05:45:00;10;7;38;0;1;3
2019-10-04 06:00:00;25;0;30;3;0;0
2019-10-04 06:15:00;17;7;50;5;0;0
2019-10-04 06:30:00;22;3;62;4;6;0
2019-10-04 06:45:00;29;2;62;0;1;4
2019-10-04 07:00:00;35;1;47;1;2;1
2019-10-04 07:15:00;34;2;98;0;1;2
2019-10-04 07:30:00;45;2;65;1;4;0
2019-10-04 07:45:00;46;2;72;0;1;0
2019-10-04 08:00:00;47;0;85;0;1;2
2019-10-04 08:15:00;51;0;94;0;0;2
2019-10-04 08:30:00;50;2;71;2;1;0
2019-10-04 08:45:00;58;1;68;2;1;0
2019-10-04 09:00:00;48;1;70;0;0;0
2019-10-04 09:15:00;50;0;64;0;0;0
2019-10-04 09:30:00;67;0;76;1;0;0
2019-10-04 09:45:00;60;0;74;1;0;0
2019-10-04 10:00:00;63;3;58;2;0;0
2019-10-04 10:15:00;59;0;66;0;0;0
2019-10-04 10:30:00;48;3;75;0;2;0
2019-10-04 10:45:00;85;0;69;2;2;1
2019-10-04 11:00:00;62;0;70;1;0;0
2019-10-04 11:15:00;63;1;70;1;1;3
2019-10-04 11:30:00;67;0;79;2;0;0
2019-10-04 11:45:00;86;1;88;3;1;0
2019-10-04 12:00:00;80;2;91;8;6;6
2019-10-04 12:15:00;81;2;106;4;0;0
2019-10-04 12:30:00;93;0;87;6;1;1
2019-10-04 12:45:00;84;2;91;1;3;0
2019-10-04 13:00:00;99;1;89;3;3;0
2019-10-04 13:15:00;87;5;90;4;2;1
2019-10-04 13:30:00;99;7;102;2;9;25
2019-10-04 13:45:00;59;3;95;4;3;5
2019-10-04 14:00:00;92;3;77;17;9;5
2019-10-04 14:15:00;95;1;72;47;7;9
2019-10-04 14:30:00;75;0;74;8;3;8
2019-10-04 14:45:00;92;1;77;3;0;1
2019-10-04 15:00:00;71;0;59;10;0;7
2019-10-04 15:15:00;55;0;64;5;0;0
2019-10-04 15:30:00;83;0;61;1;0;1
2019-10-04 15:45:00;72;1;63;2;0;0
2019-10-04 16:00:00;71;0;43;2;0;1
2019-10-04 16:15:00;53;1;54;4;0;0
2019-10-04 16:30:00;59;0;55;2;3;0
2019-10-04 16:45:00;54;0;52;3;0;0
2019-10-04 17:00:00;68;3;51;2;0;1
2019-10-04 17:15:00;53;2;38;6;0;0
2019-10-04 17:30:00;48;1;37;3;1;0
2019-10-04 17:45:00;46;1;59;1;0;0
2019-10-04 18:00:00;46;0;39;0;0;0
2019-10-04 18:15:00;37;1;41;2;0;0
2019-10-04 18:30:00;43;0;43;0;0;0
2019-10-04 18:45:00;44;0;32;0;0;0
2019-10-04 19:00:00;26;0;33;0;0;0
2019-10-04 19:15:00;33;0;44;2;0;0
2019-10-04 19:30:00;25;0;31;0;0;0
2019-10-04 19:45:00;31;2;31;0;0;0
2019-10-04 20:00:00;34;0;22;0;0;0
2019-10-04 20:15:00;31;0;25;0;0;0
2019-10-04 20:30:00;20;0;30;1;0;1
2019-10-04 20:45:00;31;0;24;0;0;0
2019-10-04 21:00:00;22;5;25;2;4;3
2019-10-04 21:15:00;21;2;39;1;3;0
2019-10-04 21:30:00;25;1;47;16;4;0
2019-10-04 21:45:00;26;1;21;18;2;2
2019-10-04 22:00:00;37;2;15;8;0;9
2019-10-04 22:15:00;46;0;9;2;0;0
2019-10-04 22:30:00;17;1;6;0;0;0
2019-10-04 22:45:00;27;0;10;0;0;0
2019-10-04 23:00:00;27;0;3;1;0;0
2019-10-04 23:15:00;11;0;9;0;0;0
2019-10-04 23:30:00;10;0;7;1;0;0
2019-10-04 23:45:00;5;0;16;0;0;0
