DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(TAFBA);10(TAFBB);11(TAFBC)
2020-03-06 00:00:00;1;2;0;6;0;6;0;0;0;0;0
2020-03-06 00:15:00;4;3;0;12;2;7;0;3;0;0;0
2020-03-06 00:30:00;2;5;0;6;1;5;0;0;0;0;0
2020-03-06 00:45:00;1;6;0;7;1;5;0;0;0;0;0
2020-03-06 01:00:00;0;0;0;3;1;3;0;0;0;0;0
2020-03-06 01:15:00;3;2;0;6;0;5;0;1;0;0;0
2020-03-06 01:30:00;2;5;0;2;0;2;0;0;0;0;0
2020-03-06 01:45:00;1;3;0;4;0;4;0;0;0;0;0
2020-03-06 02:00:00;0;1;0;6;0;5;0;0;0;0;0
2020-03-06 02:15:00;0;1;0;2;0;2;0;0;0;0;0
2020-03-06 02:30:00;1;2;0;2;0;2;0;0;0;0;0
2020-03-06 02:45:00;1;2;0;2;0;1;0;0;0;0;0
2020-03-06 03:00:00;1;3;0;2;1;2;0;0;0;0;0
2020-03-06 03:15:00;0;1;0;2;0;2;0;0;0;0;0
2020-03-06 03:30:00;0;1;0;3;0;2;1;1;0;0;0
2020-03-06 03:45:00;1;1;0;1;0;1;0;1;0;0;0
2020-03-06 04:00:00;1;3;0;1;0;0;0;1;0;0;0
2020-03-06 04:15:00;0;0;0;4;1;4;0;0;0;0;0
2020-03-06 04:30:00;1;2;0;2;1;3;0;1;0;0;0
2020-03-06 04:45:00;2;1;0;4;0;2;0;2;0;0;0
2020-03-06 05:00:00;5;5;0;3;1;3;2;2;0;0;0
2020-03-06 05:15:00;6;3;0;8;1;8;4;3;0;0;0
2020-03-06 05:30:00;9;9;0;16;6;13;2;12;0;0;0
2020-03-06 05:45:00;13;27;0;13;3;9;2;7;0;0;0
2020-03-06 06:00:00;11;22;0;15;4;9;0;9;0;0;0
2020-03-06 06:15:00;36;42;0;37;18;30;5;24;0;0;0
2020-03-06 06:30:00;34;31;0;28;5;20;6;17;0;0;0
2020-03-06 06:45:00;49;71;0;37;8;26;5;19;0;0;0
2020-03-06 07:00:00;50;100;0;42;11;33;4;28;0;0;0
2020-03-06 07:15:00;88;139;0;61;26;54;10;53;0;0;0
2020-03-06 07:30:00;99;171;0;65;17;61;9;49;9;0;0
2020-03-06 07:45:00;85;128;0;98;16;96;11;30;7;8;0
2020-03-06 08:00:00;65;58;0;61;21;48;9;32;0;0;0
2020-03-06 08:15:00;65;61;0;45;11;36;7;22;8;2;0
2020-03-06 08:30:00;74;62;0;59;8;46;8;17;3;0;0
2020-03-06 08:45:00;58;68;0;64;12;47;6;16;5;1;0
2020-03-06 09:00:00;58;53;0;43;7;38;12;9;0;6;0
2020-03-06 09:15:00;51;48;0;47;8;38;2;10;0;0;0
2020-03-06 09:30:00;48;48;0;66;11;53;5;15;0;0;0
2020-03-06 09:45:00;51;51;0;64;8;63;7;18;0;0;2
2020-03-06 10:00:00;53;41;0;60;10;48;3;16;0;11;0
2020-03-06 10:15:00;35;60;0;74;10;52;6;5;0;0;0
2020-03-06 10:30:00;46;46;0;75;14;47;7;19;5;0;0
2020-03-06 10:45:00;54;58;0;70;8;54;7;13;0;0;0
2020-03-06 11:00:00;34;41;0;80;13;65;4;16;0;40;0
2020-03-06 11:15:00;41;54;0;76;10;67;4;12;0;10;0
2020-03-06 11:30:00;32;40;0;116;17;99;8;24;0;0;0
2020-03-06 11:45:00;47;54;0;75;14;59;11;30;0;1;0
2020-03-06 12:00:00;39;44;0;92;10;80;4;14;2;0;1
2020-03-06 12:15:00;28;51;0;86;7;71;6;11;0;0;0
2020-03-06 12:30:00;40;60;0;123;10;98;14;32;0;0;0
2020-03-06 12:45:00;31;57;0;95;20;72;15;30;0;0;0
2020-03-06 13:00:00;41;54;0;116;13;102;12;18;0;4;0
2020-03-06 13:15:00;42;51;0;156;29;123;9;32;0;0;4
2020-03-06 13:30:00;40;53;0;98;15;71;8;22;0;0;0
2020-03-06 13:45:00;39;54;0;104;10;65;8;18;0;0;0
2020-03-06 14:00:00;40;49;0;79;10;60;4;22;0;0;0
2020-03-06 14:15:00;39;53;0;84;5;64;8;15;0;0;0
2020-03-06 14:30:00;38;57;0;115;14;78;5;10;0;4;0
2020-03-06 14:45:00;54;68;0;116;8;87;7;16;0;5;0
2020-03-06 15:00:00;46;43;0;113;9;91;6;20;8;16;0
2020-03-06 15:15:00;42;55;0;100;3;81;3;13;0;1;0
2020-03-06 15:30:00;35;39;0;129;26;110;11;20;7;2;0
2020-03-06 15:45:00;41;64;0;122;12;90;10;20;0;6;0
2020-03-06 16:00:00;35;37;0;105;8;81;4;25;3;0;0
2020-03-06 16:15:00;36;59;0;92;11;69;11;21;1;30;5
2020-03-06 16:30:00;29;34;0;97;10;80;3;21;0;0;0
2020-03-06 16:45:00;31;63;0;97;7;78;5;18;0;0;0
2020-03-06 17:00:00;42;40;0;96;6;68;5;20;11;0;0
2020-03-06 17:15:00;41;49;0;87;8;66;5;18;0;3;0
2020-03-06 17:30:00;42;44;0;94;16;73;9;16;3;0;0
2020-03-06 17:45:00;51;55;0;92;7;93;7;26;6;0;0
2020-03-06 18:00:00;41;37;0;82;8;69;3;17;0;0;0
2020-03-06 18:15:00;62;48;0;85;10;68;1;22;7;1;0
2020-03-06 18:30:00;42;43;0;74;6;47;6;15;0;0;0
2020-03-06 18:45:00;59;74;0;53;6;45;2;8;1;0;0
2020-03-06 19:00:00;55;47;0;56;13;51;4;15;0;8;0
2020-03-06 19:15:00;38;31;0;42;6;41;0;7;0;2;0
2020-03-06 19:30:00;31;39;0;37;4;29;4;12;0;0;0
2020-03-06 19:45:00;29;35;0;34;8;33;3;9;4;0;0
2020-03-06 20:00:00;23;26;0;45;4;34;1;10;0;0;0
2020-03-06 20:15:00;18;19;0;50;10;41;4;11;0;0;0
2020-03-06 20:30:00;14;23;0;34;10;26;1;6;0;0;0
2020-03-06 20:45:00;20;20;0;40;7;31;3;6;0;0;0
2020-03-06 21:00:00;13;22;0;34;4;30;3;4;0;0;0
2020-03-06 21:15:00;12;13;0;36;5;30;3;11;0;0;0
2020-03-06 21:30:00;4;12;0;27;3;21;3;2;0;0;0
2020-03-06 21:45:00;13;22;0;49;3;38;1;3;0;0;0
2020-03-06 22:00:00;10;16;0;44;6;31;0;5;0;0;0
2020-03-06 22:15:00;12;12;0;39;2;29;4;6;0;0;0
2020-03-06 22:30:00;7;12;0;79;5;62;1;4;0;0;0
2020-03-06 22:45:00;12;15;0;53;3;41;0;5;0;0;0
2020-03-06 23:00:00;2;10;0;25;4;20;1;4;0;0;0
2020-03-06 23:15:00;5;9;0;22;2;17;0;1;0;0;0
2020-03-06 23:30:00;6;8;0;16;1;13;0;1;0;0;0
2020-03-06 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
