DATUM;1(TAFGA);2(MP0701);3(MP0702);4(MP0703);5(MP0704);6(MP0705);7(MP0706);8(MP0707);9(MP0708)
2020-07-17 00:00:00;0;0;0;0;0;0;0;0;0
2020-07-17 00:15:00;0;0;0;0;0;0;0;0;0
2020-07-17 00:30:00;0;0;0;0;0;0;0;0;0
2020-07-17 00:45:00;0;0;0;0;0;0;0;0;0
2020-07-17 01:00:00;0;0;0;0;0;0;0;0;0
2020-07-17 01:15:00;0;0;0;0;0;0;0;0;0
2020-07-17 01:30:00;0;0;0;0;0;0;0;0;0
2020-07-17 01:45:00;0;0;0;0;0;0;0;0;0
2020-07-17 02:00:00;0;0;0;0;0;0;0;0;0
2020-07-17 02:15:00;0;0;0;0;0;0;0;0;0
2020-07-17 02:30:00;0;0;0;0;0;0;0;0;0
2020-07-17 02:45:00;0;0;0;0;0;0;0;0;0
2020-07-17 03:00:00;0;0;0;0;0;0;0;0;0
2020-07-17 03:15:00;0;0;0;0;0;0;0;0;0
2020-07-17 03:30:00;0;0;0;0;0;0;0;0;0
2020-07-17 03:45:00;0;0;0;0;0;0;0;0;0
2020-07-17 04:00:00;0;0;0;0;0;0;0;0;0
2020-07-17 04:15:00;0;0;0;0;0;0;0;0;0
2020-07-17 04:30:00;0;0;0;0;0;0;0;0;0
2020-07-17 04:45:00;0;0;0;0;0;0;0;0;0
2020-07-17 05:00:00;0;0;0;0;0;0;0;0;0
2020-07-17 05:15:00;0;0;0;0;0;0;0;0;0
2020-07-17 05:30:00;0;0;0;0;0;0;0;0;0
2020-07-17 05:45:00;0;0;0;0;0;0;0;0;0
2020-07-17 06:00:00;0;0;0;0;0;0;0;0;0
2020-07-17 06:15:00;0;0;0;0;0;0;0;0;0
2020-07-17 06:30:00;0;0;0;0;0;0;0;0;0
2020-07-17 06:45:00;2;0;0;0;0;0;0;0;0
2020-07-17 07:00:00;12;0;0;0;0;0;0;0;0
2020-07-17 07:15:00;0;0;0;0;0;0;0;0;0
2020-07-17 07:30:00;24;7;0;0;0;0;0;0;0
2020-07-17 07:45:00;45;0;0;0;0;0;0;0;0
2020-07-17 08:00:00;40;3;0;0;0;0;0;0;0
2020-07-17 08:15:00;49;10;0;0;0;0;0;0;0
2020-07-17 08:30:00;12;0;0;0;0;0;0;0;0
2020-07-17 08:45:00;0;0;0;0;0;0;0;0;0
