DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2020-03-10 00:00:00;3;1;3;2;0;7;5;0;0;0;0
2020-03-10 00:15:00;13;6;2;1;0;14;1;1;1;1;0
2020-03-10 00:30:00;7;6;0;1;2;8;5;0;1;2;0
2020-03-10 00:45:00;7;5;0;0;0;8;4;2;0;2;1
2020-03-10 01:00:00;1;2;0;3;2;8;2;0;0;2;0
2020-03-10 01:15:00;6;5;1;0;0;10;8;2;1;1;0
2020-03-10 01:30:00;7;8;1;0;0;8;5;1;0;0;0
2020-03-10 01:45:00;4;1;0;1;0;3;1;1;0;1;1
2020-03-10 02:00:00;8;4;0;0;0;6;1;0;0;0;0
2020-03-10 02:15:00;5;5;1;0;0;8;5;0;0;1;0
2020-03-10 02:30:00;9;4;0;2;2;5;3;1;2;2;0
2020-03-10 02:45:00;2;2;0;1;2;11;4;0;0;2;2
2020-03-10 03:00:00;5;3;1;0;0;9;4;2;0;0;0
2020-03-10 03:15:00;4;3;0;1;1;9;7;0;0;2;2
2020-03-10 03:30:00;8;9;1;0;0;4;1;1;0;1;1
2020-03-10 03:45:00;8;8;0;1;0;15;10;1;0;0;0
2020-03-10 04:00:00;12;9;0;2;1;4;2;1;1;1;1
2020-03-10 04:15:00;11;11;3;8;3;13;7;0;2;2;0
2020-03-10 04:30:00;10;12;1;3;5;20;11;0;2;4;2
2020-03-10 04:45:00;20;10;3;7;5;55;23;3;1;3;1
2020-03-10 05:00:00;29;24;6;11;4;89;79;1;4;14;8
2020-03-10 05:15:00;34;32;11;22;8;137;140;3;4;17;9
2020-03-10 05:30:00;50;49;21;31;18;137;137;7;7;20;7
2020-03-10 05:45:00;99;111;48;40;19;116;133;8;8;29;9
2020-03-10 06:00:00;113;130;21;43;26;111;135;3;11;26;11
2020-03-10 06:15:00;97;110;25;41;15;137;167;10;12;26;8
2020-03-10 06:30:00;80;79;28;60;28;137;156;15;17;41;20
2020-03-10 06:45:00;79;88;25;60;24;132;155;20;22;39;12
2020-03-10 07:00:00;67;66;21;59;32;129;173;19;30;34;14
2020-03-10 07:15:00;64;86;15;98;25;121;140;34;19;48;14
2020-03-10 07:30:00;74;74;14;105;33;148;150;46;23;48;11
2020-03-10 07:45:00;85;107;30;92;35;111;143;38;25;60;21
2020-03-10 08:00:00;69;85;24;85;32;115;144;26;27;47;22
2020-03-10 08:15:00;57;66;17;69;24;94;122;19;22;41;23
2020-03-10 08:30:00;90;87;24;70;32;102;131;20;20;44;22
2020-03-10 08:45:00;74;88;15;82;30;85;100;30;32;38;16
2020-03-10 09:00:00;68;46;17;45;25;68;96;21;18;31;16
2020-03-10 09:15:00;72;69;21;48;18;66;74;22;32;40;20
2020-03-10 09:30:00;69;72;19;69;21;80;92;18;20;47;19
2020-03-10 09:45:00;69;78;23;49;16;70;81;12;30;43;21
2020-03-10 10:00:00;69;75;21;48;17;68;70;23;20;46;22
2020-03-10 10:15:00;71;85;29;51;17;77;75;16;31;64;31
2020-03-10 10:30:00;86;90;26;56;24;69;81;25;31;41;15
2020-03-10 10:45:00;86;75;25;50;13;65;86;23;36;61;22
2020-03-10 11:00:00;78;90;26;58;21;78;78;21;37;73;28
2020-03-10 11:15:00;73;74;24;46;17;59;82;23;27;50;19
2020-03-10 11:30:00;78;84;20;47;16;60;61;15;25;58;19
2020-03-10 11:45:00;79;82;30;39;15;71;87;31;43;63;28
2020-03-10 12:00:00;94;93;20;40;17;70;74;27;31;72;23
2020-03-10 12:15:00;103;127;27;54;17;71;75;22;35;44;23
2020-03-10 12:30:00;93;107;26;43;12;59;83;30;36;57;23
2020-03-10 12:45:00;87;95;30;45;13;73;86;23;29;55;12
2020-03-10 13:00:00;94;114;24;42;21;87;96;31;32;62;22
2020-03-10 13:15:00;101;112;29;51;16;108;133;16;23;54;23
