DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(DA4);11(DA5);12(DC4);13(DC5);14(DA6);15(DC6);16(TA1FBA);17(TA2FBA);18(TA1FBB);19(TA2FBB);20(TA1FBC);21(TA2FBC);22(TA1FBD);23(TA2FBD)
2020-07-11 00:00:00;10;9;5;3;25;15;1;2;4;0;0;0;0;14;32;0;0;0;0;0;0;0;0
2020-07-11 00:15:00;36;28;3;9;36;19;4;7;9;0;3;4;4;45;44;0;0;0;0;0;0;0;0
2020-07-11 00:30:00;25;17;0;3;20;11;2;4;6;0;0;0;0;31;24;0;0;0;0;0;0;0;0
2020-07-11 00:45:00;20;13;3;3;25;15;2;1;4;0;1;0;0;24;31;0;0;0;0;0;0;0;0
2020-07-11 01:00:00;15;11;2;1;16;8;3;3;2;0;0;0;0;20;17;0;0;0;0;0;0;0;0
2020-07-11 01:15:00;7;11;3;2;21;11;1;3;3;0;0;1;1;12;28;0;0;0;0;0;0;0;0
2020-07-11 01:30:00;15;14;2;3;21;8;2;2;4;0;0;1;1;19;22;0;0;0;0;0;0;0;0
2020-07-11 01:45:00;6;9;1;1;17;8;6;2;2;0;1;0;0;8;22;0;0;0;0;0;0;0;0
2020-07-11 02:00:00;10;7;0;0;12;3;0;2;3;0;0;0;0;13;14;0;0;0;0;0;0;0;0
2020-07-11 02:15:00;11;9;1;1;14;11;4;3;0;0;0;0;0;14;18;0;0;0;0;0;0;0;0
2020-07-11 02:30:00;5;2;0;3;5;8;1;0;0;0;0;2;1;7;7;0;0;0;0;0;0;0;0
2020-07-11 02:45:00;6;6;0;2;6;7;2;1;2;0;1;0;0;9;9;0;0;0;0;0;0;0;0
2020-07-11 03:00:00;4;6;0;2;9;8;0;0;0;0;0;0;0;9;13;0;0;0;0;0;0;0;0
2020-07-11 03:15:00;5;10;2;1;16;13;1;1;1;0;0;1;0;11;21;0;0;0;0;0;0;0;0
2020-07-11 03:30:00;3;7;0;1;6;3;0;0;0;0;0;0;0;5;7;0;0;0;0;0;0;0;0
2020-07-11 03:45:00;3;7;2;1;7;5;1;0;0;0;0;0;0;5;9;0;0;0;0;0;0;0;0
2020-07-11 04:00:00;2;6;0;0;7;7;2;2;1;0;0;0;0;4;8;0;0;0;0;0;0;0;0
2020-07-11 04:15:00;3;3;1;6;8;6;1;0;1;0;0;1;1;3;11;0;0;0;0;0;0;0;0
2020-07-11 04:30:00;6;4;0;0;8;5;0;3;1;0;0;0;0;7;10;0;0;0;0;0;0;0;0
2020-07-11 04:45:00;10;8;0;1;4;7;3;1;3;0;0;0;0;12;6;0;0;0;0;0;0;0;0
2020-07-11 05:00:00;9;7;1;2;5;2;0;2;3;0;1;1;1;11;7;0;0;0;0;0;0;0;0
2020-07-11 05:15:00;19;13;1;4;14;14;1;1;5;0;4;0;0;25;22;0;0;0;0;0;0;0;0
2020-07-11 05:30:00;26;30;0;3;19;11;3;4;5;0;0;1;1;37;22;0;0;0;0;0;0;0;0
2020-07-11 05:45:00;23;22;2;4;52;29;1;5;8;0;1;0;0;32;63;0;0;0;0;0;0;0;0
2020-07-11 06:00:00;18;18;1;4;42;31;4;1;3;0;3;2;1;25;50;0;0;0;0;0;0;0;0
2020-07-11 06:15:00;35;24;2;7;51;38;7;9;3;0;4;3;3;44;59;0;0;0;0;0;0;0;0
2020-07-11 06:30:00;24;18;0;6;29;18;4;5;6;0;5;1;1;30;35;0;0;0;0;0;0;0;0
