DATUM;1(DA1);2(DB1);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBD)
2020-02-14 00:00:00;18;0;6;0;0;0;0;0;0;0;0;0
2020-02-14 00:15:00;17;0;7;0;0;0;0;0;0;0;0;0
2020-02-14 00:30:00;4;0;3;0;0;0;0;0;0;0;0;0
2020-02-14 00:45:00;9;0;5;0;0;0;0;0;0;0;0;0
2020-02-14 01:00:00;5;0;3;0;0;0;0;0;0;0;0;0
2020-02-14 01:15:00;10;0;5;0;0;0;0;0;0;0;0;0
2020-02-14 01:30:00;7;0;6;0;0;0;0;0;0;0;0;0
2020-02-14 01:45:00;6;0;3;0;0;0;0;0;0;0;0;0
2020-02-14 02:00:00;3;0;3;0;0;0;0;0;0;0;0;0
2020-02-14 02:15:00;4;0;0;0;0;0;0;0;0;0;0;0
2020-02-14 02:30:00;4;0;3;0;0;0;0;0;0;0;0;0
2020-02-14 02:45:00;1;0;3;0;0;0;0;0;0;0;0;0
2020-02-14 03:00:00;2;0;0;0;0;0;0;0;0;0;0;0
2020-02-14 03:15:00;1;0;6;0;0;0;0;0;0;0;0;0
2020-02-14 03:30:00;5;0;2;0;0;0;0;0;0;0;0;0
2020-02-14 03:45:00;5;0;4;0;0;0;0;0;0;0;0;0
2020-02-14 04:00:00;3;0;10;0;0;0;0;0;0;0;0;0
2020-02-14 04:15:00;2;0;8;0;0;0;0;0;0;0;0;0
2020-02-14 04:30:00;6;0;22;0;0;0;0;0;0;0;0;0
2020-02-14 04:45:00;2;0;40;0;0;0;0;0;0;0;0;0
2020-02-14 05:00:00;5;0;60;0;0;0;0;0;0;0;0;0
2020-02-14 05:15:00;16;0;126;0;0;0;0;0;0;0;0;0
2020-02-14 05:30:00;14;0;152;0;0;0;0;0;0;0;0;0
2020-02-14 05:45:00;52;0;159;0;0;0;0;0;0;0;0;0
2020-02-14 06:00:00;59;0;142;0;1;0;0;0;0;0;0;0
2020-02-14 06:15:00;56;0;193;0;5;0;0;0;0;0;0;0
2020-02-14 06:30:00;45;0;209;0;10;0;0;0;0;4;2;0
2020-02-14 06:45:00;51;0;220;0;7;0;0;0;0;1;0;0
2020-02-14 07:00:00;45;0;219;0;7;1;0;0;0;1;0;0
2020-02-14 07:15:00;49;0;172;0;8;0;0;0;0;6;4;0
2020-02-14 07:30:00;77;0;140;0;9;7;0;0;0;5;9;0
2020-02-14 07:45:00;86;0;180;0;9;3;0;0;0;0;0;0
2020-02-14 08:00:00;92;0;183;0;11;0;0;0;0;2;0;0
2020-02-14 08:15:00;57;0;173;0;5;1;0;0;0;4;0;0
2020-02-14 08:30:00;68;0;192;0;8;2;0;0;0;3;5;0
2020-02-14 08:45:00;66;0;137;0;4;0;0;0;0;3;0;0
2020-02-14 09:00:00;72;0;134;0;4;0;0;0;0;2;0;0
2020-02-14 09:15:00;81;0;119;0;4;0;0;0;0;4;4;0
2020-02-14 09:30:00;71;0;132;0;3;0;0;0;0;2;0;0
2020-02-14 09:45:00;82;0;133;0;3;0;0;0;0;4;0;0
2020-02-14 10:00:00;81;0;122;0;5;1;0;0;0;4;0;0
2020-02-14 10:15:00;78;0;138;0;6;0;0;0;0;1;0;0
2020-02-14 10:30:00;84;0;122;0;1;1;0;0;0;0;0;0
2020-02-14 10:45:00;105;0;120;0;1;1;0;0;0;0;0;0
2020-02-14 11:00:00;121;0;103;0;2;4;0;0;0;3;0;0
2020-02-14 11:15:00;128;0;128;0;4;2;0;0;0;5;0;0
2020-02-14 11:30:00;141;0;123;0;1;5;0;0;0;0;0;0
2020-02-14 11:45:00;134;0;129;0;3;4;0;0;0;0;0;0
2020-02-14 12:00:00;145;0;111;0;2;4;0;0;0;2;0;0
2020-02-14 12:15:00;152;0;123;0;2;3;0;0;0;5;0;0
2020-02-14 12:30:00;166;0;125;0;4;6;0;0;0;4;23;0
2020-02-14 12:45:00;174;0;146;0;5;6;0;0;0;2;0;0
2020-02-14 13:00:00;196;0;165;0;6;11;0;0;0;4;3;0
2020-02-14 13:15:00;188;0;141;0;2;6;0;0;0;1;0;0
2020-02-14 13:30:00;199;0;158;0;2;3;0;0;0;5;0;0
2020-02-14 13:45:00;171;0;150;0;2;6;0;0;0;5;4;0
2020-02-14 14:00:00;195;0;131;0;0;5;0;0;0;6;1;0
2020-02-14 14:15:00;201;0;106;0;8;5;0;0;0;0;0;0
2020-02-14 14:30:00;198;0;128;0;7;6;0;0;0;2;2;0
2020-02-14 14:45:00;218;0;136;0;3;4;0;0;0;4;7;0
2020-02-14 15:00:00;205;0;130;0;3;3;0;0;0;8;1;0
2020-02-14 15:15:00;236;0;121;0;0;5;0;0;0;7;0;0
2020-02-14 15:30:00;205;0;131;0;2;6;0;0;0;3;0;0
2020-02-14 15:45:00;78;0;47;0;0;4;0;0;0;1;0;0
2020-02-14 16:00:00;196;0;117;0;2;3;0;0;0;4;1;0
2020-02-14 16:15:00;205;0;123;0;0;6;0;0;0;3;0;0
2020-02-14 16:30:00;209;0;136;0;4;2;0;0;0;7;1;0
2020-02-14 16:45:00;171;0;142;0;3;18;0;0;0;2;0;0
