DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2020-08-21 00:00:00;9;9;0;0;13;5;2;2;0;0;7;9;5;17;5;0;0
2020-08-21 00:15:00;14;5;0;0;9;6;1;1;0;0;13;4;6;15;6;0;0
2020-08-21 00:30:00;18;9;0;0;12;0;2;2;1;0;19;9;2;12;2;0;0
2020-08-21 00:45:00;9;2;0;0;11;3;0;0;0;0;8;2;3;13;3;0;0
2020-08-21 01:00:00;11;5;0;0;11;4;1;1;0;0;10;5;4;16;5;0;0
2020-08-21 01:15:00;6;4;0;1;6;5;0;0;0;0;6;4;5;10;5;0;0
2020-08-21 01:30:00;6;5;0;0;7;0;1;1;0;0;6;4;0;7;0;0;0
2020-08-21 01:45:00;7;1;0;0;4;3;0;0;0;0;7;1;3;7;3;0;0
2020-08-21 02:00:00;6;4;0;0;7;2;0;0;0;0;6;4;2;9;2;0;0
2020-08-21 02:15:00;9;4;0;0;11;4;2;2;0;0;8;4;4;15;4;0;0
2020-08-21 02:30:00;11;2;0;0;6;1;2;2;0;0;11;2;1;7;1;0;0
2020-08-21 02:45:00;11;1;0;0;8;2;1;1;0;0;9;1;2;10;2;0;0
2020-08-21 03:00:00;6;2;0;0;7;1;2;2;0;0;5;2;1;7;1;0;0
2020-08-21 03:15:00;7;4;0;0;4;5;3;3;1;0;7;3;5;9;5;0;0
2020-08-21 03:30:00;13;2;0;0;9;1;0;0;0;0;10;3;0;8;0;0;0
2020-08-21 03:45:00;12;2;0;0;9;1;1;1;0;0;13;3;1;10;1;0;0
2020-08-21 04:00:00;4;4;0;0;9;0;2;2;0;0;4;3;0;9;1;0;0
2020-08-21 04:15:00;13;2;0;0;11;1;1;1;0;0;12;2;1;12;3;0;0
2020-08-21 04:30:00;12;4;0;0;9;1;1;1;1;1;11;4;1;10;1;0;0
2020-08-21 04:45:00;24;6;0;1;17;0;4;4;3;0;19;6;1;16;1;0;0
2020-08-21 05:00:00;25;10;1;1;19;3;3;3;1;1;20;9;3;21;3;0;0
2020-08-21 05:15:00;36;19;2;0;31;5;9;9;8;3;36;19;5;37;6;0;0
2020-08-21 05:30:00;51;40;1;3;38;17;2;2;3;1;51;41;16;47;16;0;0
2020-08-21 05:45:00;49;35;2;4;49;24;5;5;4;6;47;35;27;70;27;0;0
2020-08-21 06:00:00;50;38;0;0;46;17;1;1;0;0;48;38;17;59;17;0;0
2020-08-21 06:15:00;57;55;2;0;67;33;0;0;0;0;51;56;33;91;33;0;0
2020-08-21 06:30:00;78;80;1;0;64;34;3;3;1;0;72;79;34;87;34;0;0
2020-08-21 06:45:00;111;102;0;0;65;37;4;4;0;0;98;104;38;94;37;0;5
2020-08-21 07:00:00;82;74;5;1;72;37;2;2;1;3;80;75;34;96;35;0;0
2020-08-21 07:15:00;86;81;1;2;73;41;5;5;3;1;82;83;47;103;45;4;1
2020-08-21 07:30:00;118;104;2;2;75;71;5;6;4;3;87;112;81;138;80;1;0
2020-08-21 07:45:00;102;118;2;1;64;62;7;8;4;2;96;119;56;113;56;0;1
2020-08-21 08:00:00;82;97;1;0;69;51;7;8;3;6;74;99;52;110;50;1;0
2020-08-21 08:15:00;93;93;4;1;80;50;7;7;4;2;82;102;46;122;46;0;2
2020-08-21 08:30:00;98;78;0;2;65;52;10;10;5;5;86;80;46;110;48;0;0
2020-08-21 08:45:00;102;98;3;6;76;54;13;14;6;4;98;98;49;114;51;0;0
2020-08-21 09:00:00;89;82;0;0;88;50;6;7;7;2;84;79;46;128;45;0;0
2020-08-21 09:15:00;124;96;3;0;103;58;10;11;7;5;116;97;61;146;61;0;0
2020-08-21 09:30:00;102;105;4;2;111;84;8;8;7;3;95;105;88;184;89;0;1
2020-08-21 09:45:00;112;116;3;1;102;74;11;11;7;8;99;129;72;151;69;0;0
2020-08-21 10:00:00;108;91;1;1;106;63;11;11;8;3;94;92;66;145;61;2;0
2020-08-21 10:15:00;102;120;0;0;121;75;13;14;5;4;97;120;72;180;75;2;1
2020-08-21 10:30:00;101;108;1;0;132;83;21;22;6;4;96;113;83;197;81;0;0
2020-08-21 10:45:00;137;116;3;2;129;75;16;16;10;6;124;116;82;184;81;1;0
2020-08-21 11:00:00;119;113;1;1;129;71;17;17;7;2;107;120;73;175;73;0;0
2020-08-21 11:15:00;116;126;6;1;129;81;13;13;8;6;98;126;72;196;78;0;0
2020-08-21 11:30:00;114;112;1;3;138;85;19;19;6;7;102;116;82;192;84;12;2
2020-08-21 11:45:00;112;114;3;3;148;95;15;15;8;6;109;114;83;218;95;0;9
2020-08-21 12:00:00;111;94;2;3;136;85;12;11;13;2;98;105;86;195;87;4;5
2020-08-21 12:15:00;128;124;1;0;153;119;12;12;9;1;116;132;123;232;129;0;2
2020-08-21 12:30:00;132;132;1;2;150;88;16;16;15;3;123;136;80;213;84;11;0
