DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2019-10-01 00:00:00;2;5;2;4;4;4;0;6
2019-10-01 00:15:00;3;8;4;3;4;5;0;6
2019-10-01 00:30:00;4;5;2;1;0;3;0;5
2019-10-01 00:45:00;3;3;2;2;3;8;0;6
2019-10-01 01:00:00;2;0;1;1;2;2;0;2
2019-10-01 01:15:00;3;1;1;3;2;1;0;3
2019-10-01 01:30:00;3;4;3;2;1;2;0;2
2019-10-01 01:45:00;1;2;2;2;3;0;0;0
2019-10-01 02:00:00;0;0;0;0;0;3;0;0
2019-10-01 02:15:00;0;1;1;2;1;2;0;0
2019-10-01 02:30:00;1;1;0;3;2;1;0;0
2019-10-01 02:45:00;1;2;1;1;2;1;0;1
2019-10-01 03:00:00;1;1;3;2;2;1;0;0
2019-10-01 03:15:00;2;2;1;0;3;0;0;1
2019-10-01 03:30:00;3;2;1;2;1;2;0;0
2019-10-01 03:45:00;4;2;1;1;2;1;0;1
2019-10-01 04:00:00;2;2;3;2;1;2;0;1
2019-10-01 04:15:00;1;1;2;2;1;2;0;1
2019-10-01 04:30:00;3;7;5;1;0;2;0;1
2019-10-01 04:45:00;3;14;15;6;7;3;0;4
2019-10-01 05:00:00;8;11;30;9;7;15;0;3
2019-10-01 05:15:00;21;41;93;7;6;30;0;10
2019-10-01 05:30:00;24;36;64;21;12;23;0;15
2019-10-01 05:45:00;45;37;64;55;26;21;0;29
2019-10-01 06:00:00;34;31;47;34;25;21;0;23
2019-10-01 06:15:00;44;38;70;29;22;21;0;18
2019-10-01 06:30:00;51;55;93;25;43;36;0;38
2019-10-01 06:45:00;48;59;75;21;20;32;0;50
2019-10-01 07:00:00;67;76;102;23;40;32;0;44
2019-10-01 07:15:00;88;76;96;27;43;40;0;61
2019-10-01 07:30:00;115;98;98;39;64;61;0;77
2019-10-01 07:45:00;99;95;108;23;33;53;0;86
2019-10-01 08:00:00;90;76;95;33;51;58;0;61
2019-10-01 08:15:00;77;68;103;25;34;47;0;52
2019-10-01 08:30:00;60;53;67;34;55;28;0;48
2019-10-01 08:45:00;64;53;53;34;44;33;0;57
2019-10-01 09:00:00;65;47;45;33;39;37;0;35
2019-10-01 09:15:00;57;52;34;29;46;27;0;40
2019-10-01 09:30:00;62;45;31;33;50;30;0;49
2019-10-01 09:45:00;62;59;36;39;47;24;0;38
2019-10-01 10:00:00;44;44;27;24;69;42;0;43
2019-10-01 10:15:00;64;62;42;31;117;19;0;37
2019-10-01 10:30:00;59;50;29;26;32;25;0;53
2019-10-01 10:45:00;68;41;28;46;47;32;0;57
2019-10-01 11:00:00;56;39;22;33;77;25;0;52
2019-10-01 11:15:00;62;49;36;31;46;34;0;34
2019-10-01 11:30:00;62;43;32;26;38;37;0;48
2019-10-01 11:45:00;51;35;27;37;43;34;0;46
2019-10-01 12:00:00;49;50;30;41;42;24;0;47
2019-10-01 12:15:00;63;54;24;32;35;38;0;59
2019-10-01 12:30:00;53;40;25;31;49;40;0;49
2019-10-01 12:45:00;70;43;29;44;38;36;0;40
2019-10-01 13:00:00;62;65;38;30;87;38;0;60
2019-10-01 13:15:00;66;70;51;30;63;39;0;44
2019-10-01 13:30:00;63;48;56;37;49;61;0;54
2019-10-01 13:45:00;69;57;52;39;47;44;0;36
2019-10-01 14:00:00;62;59;38;58;50;23;0;49
2019-10-01 14:15:00;68;53;28;75;69;23;0;40
2019-10-01 14:30:00;60;60;39;65;77;52;0;56
2019-10-01 14:45:00;80;59;26;61;73;36;0;49
2019-10-01 15:00:00;66;66;39;65;70;43;0;55
2019-10-01 15:15:00;63;66;25;66;48;39;0;55
2019-10-01 15:30:00;89;71;32;62;57;37;0;58
2019-10-01 15:45:00;80;80;33;80;67;55;0;77
2019-10-01 16:00:00;68;76;34;88;70;49;0;70
2019-10-01 16:15:00;71;93;31;65;69;36;0;84
2019-10-01 16:30:00;100;72;27;76;68;44;0;85
2019-10-01 16:45:00;80;79;38;70;78;41;0;74
2019-10-01 17:00:00;86;80;32;73;55;44;0;68
2019-10-01 17:15:00;63;56;29;58;105;39;0;66
2019-10-01 17:30:00;77;70;38;59;57;36;0;61
2019-10-01 17:45:00;67;70;40;68;76;38;0;64
2019-10-01 18:00:00;55;53;35;59;71;37;0;58
2019-10-01 18:15:00;47;49;32;74;51;40;0;51
2019-10-01 18:30:00;57;39;37;71;91;38;0;54
2019-10-01 18:45:00;62;52;36;56;39;33;0;50
2019-10-01 19:00:00;53;41;27;31;29;33;0;47
2019-10-01 19:15:00;46;36;39;39;32;36;0;40
2019-10-01 19:30:00;53;30;24;37;36;19;0;36
2019-10-01 19:45:00;46;25;29;31;24;25;0;29
2019-10-01 20:00:00;44;24;20;23;18;25;0;35
2019-10-01 20:15:00;37;33;23;29;20;17;0;26
2019-10-01 20:30:00;31;25;24;19;23;18;0;32
2019-10-01 20:45:00;37;26;30;17;27;21;0;22
2019-10-01 21:00:00;29;17;32;28;16;18;0;30
2019-10-01 21:15:00;17;16;31;15;37;27;0;19
2019-10-01 21:30:00;25;21;25;25;19;35;0;19
2019-10-01 21:45:00;21;18;17;42;33;20;0;12
2019-10-01 22:00:00;17;22;14;52;28;19;0;18
2019-10-01 22:15:00;21;16;14;21;19;8;0;11
2019-10-01 22:30:00;13;15;11;15;16;16;0;12
2019-10-01 22:45:00;14;15;11;15;20;8;0;13
2019-10-01 23:00:00;12;9;7;13;12;13;0;12
2019-10-01 23:15:00;10;11;10;10;4;6;0;11
2019-10-01 23:30:00;6;8;6;9;7;3;0;3
2019-10-01 23:45:00;5;2;0;6;6;2;0;2
