DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(DRES1);12(DRES2);13(DRES3);14(DRES4);15(TARDB);16(TAFGA);17(TAFBA);18(TAFBB);19(TAFBD)
2019-11-20 00:00:00;5;11;11;1;13;15;1;4;0;0;0;0;0;0;0;0;0;0;0
2019-11-20 00:15:00;7;8;5;0;15;16;3;5;0;0;0;0;0;0;0;0;0;0;0
2019-11-20 00:30:00;13;12;2;1;14;10;1;2;0;0;0;0;0;0;0;0;0;0;0
2019-11-20 00:45:00;8;13;8;2;6;10;2;4;0;0;0;0;0;0;0;0;0;0;0
2019-11-20 01:00:00;6;16;8;2;8;8;3;10;0;0;0;0;0;0;0;0;0;0;0
2019-11-20 01:15:00;3;2;3;1;10;9;1;1;0;0;0;0;0;0;0;0;0;0;0
2019-11-20 01:30:00;4;8;5;0;7;6;3;3;0;0;0;0;0;0;0;0;0;0;0
2019-11-20 01:45:00;6;7;5;0;9;12;1;5;0;0;0;0;0;0;0;0;0;0;0
2019-11-20 02:00:00;8;10;4;0;5;5;2;4;0;0;0;0;0;0;0;0;0;0;0
2019-11-20 02:15:00;4;5;1;0;4;6;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-11-20 02:30:00;3;3;2;0;10;10;1;2;0;0;0;0;0;0;0;0;0;0;0
2019-11-20 02:45:00;4;5;2;0;9;8;2;2;0;0;0;0;0;0;0;0;0;0;0
2019-11-20 03:00:00;4;3;3;0;6;7;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-11-20 03:15:00;4;5;2;0;7;9;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-11-20 03:30:00;5;5;3;0;7;7;2;3;0;0;0;0;0;0;0;0;0;0;0
2019-11-20 03:45:00;3;2;3;0;5;7;1;3;0;0;0;0;0;0;0;0;0;0;0
2019-11-20 04:00:00;4;4;3;0;7;9;0;2;0;0;0;0;0;0;0;0;0;0;0
2019-11-20 04:15:00;13;10;4;2;14;15;2;5;0;0;0;0;0;0;0;0;0;0;0
2019-11-20 04:30:00;21;19;6;0;17;20;1;4;0;0;0;0;0;0;0;0;0;0;0
2019-11-20 04:45:00;22;23;13;2;14;19;7;14;0;0;0;0;0;0;0;0;0;0;0
2019-11-20 05:00:00;52;60;25;4;38;37;14;24;0;0;0;0;0;0;0;0;0;0;0
2019-11-20 05:15:00;78;100;48;9;44;35;33;46;0;0;0;0;0;0;0;0;0;0;0
2019-11-20 05:30:00;70;91;65;11;49;33;35;61;0;0;0;0;0;0;0;1;0;0;0
2019-11-20 05:45:00;70;90;52;11;54;38;26;54;0;0;0;0;0;0;0;0;0;0;0
2019-11-20 06:00:00;77;83;63;7;92;67;32;65;2;1;0;0;0;0;0;0;0;0;0
2019-11-20 06:15:00;88;97;77;14;94;77;34;66;2;2;0;0;0;0;2;0;0;0;0
2019-11-20 06:30:00;88;122;82;12;67;63;56;89;3;4;0;0;0;0;0;4;0;0;0
2019-11-20 06:45:00;102;124;88;21;84;79;31;82;8;7;0;0;0;0;0;9;0;0;0
2019-11-20 07:00:00;102;110;60;15;82;53;27;62;2;2;0;0;0;0;0;8;0;0;0
2019-11-20 07:15:00;90;134;86;19;85;73;40;77;7;4;0;0;0;0;0;15;4;0;0
2019-11-20 07:30:00;101;134;98;22;88;86;54;109;4;2;0;0;0;0;0;11;1;0;0
2019-11-20 07:45:00;113;132;109;25;88;91;51;115;5;6;0;0;0;0;0;3;0;0;0
2019-11-20 08:00:00;87;116;86;27;95;93;42;85;7;3;0;0;0;0;0;6;0;0;0
2019-11-20 08:15:00;114;127;90;23;94;90;50;83;7;2;0;0;0;0;0;5;4;0;0
2019-11-20 08:30:00;110;134;79;21;72;89;47;97;9;6;0;0;0;0;0;33;0;0;0
2019-11-20 08:45:00;99;114;72;19;86;99;50;77;7;2;0;0;0;0;0;16;0;0;0
2019-11-20 09:00:00;104;109;78;11;80;98;52;75;8;8;0;0;0;0;1;17;1;0;0
2019-11-20 09:15:00;97;131;83;17;96;97;47;77;10;6;0;0;0;0;6;48;0;0;0
2019-11-20 09:30:00;106;146;103;35;94;108;50;92;9;6;0;0;0;0;0;10;0;0;0
2019-11-20 09:45:00;110;136;96;18;97;107;59;91;13;12;0;0;0;0;2;8;3;0;0
2019-11-20 10:00:00;106;115;79;14;93;88;33;74;15;18;0;0;0;0;0;22;0;0;1
2019-11-20 10:15:00;116;120;81;15;98;108;57;90;11;17;0;0;0;0;0;33;0;0;1
2019-11-20 10:30:00;102;121;74;15;115;101;55;81;10;8;0;0;0;0;0;35;1;0;0
2019-11-20 10:45:00;118;123;87;18;88;101;45;62;20;14;0;0;0;0;3;19;1;0;2
2019-11-20 11:00:00;94;123;76;12;109;106;44;80;15;13;0;0;0;0;0;6;0;0;0
2019-11-20 11:15:00;92;119;87;11;98;100;54;86;18;12;0;0;0;0;0;38;0;5;0
2019-11-20 11:30:00;101;117;100;18;129;130;54;78;18;11;0;0;0;0;0;18;0;0;3
2019-11-20 11:45:00;85;108;90;16;118;129;45;70;15;14;0;0;0;0;0;41;3;0;0
2019-11-20 12:00:00;89;95;88;19;133;121;43;73;23;22;0;0;0;0;0;20;3;0;0
2019-11-20 12:15:00;108;106;79;21;112;94;53;75;14;12;0;0;0;0;9;20;16;5;13
2019-11-20 12:30:00;82;85;78;23;122;119;45;81;23;19;0;0;0;0;0;4;1;0;0
2019-11-20 12:45:00;98;124;90;11;123;123;45;96;15;13;0;0;0;0;0;0;0;0;0
2019-11-20 13:00:00;93;130;76;20;148;131;44;83;22;22;0;0;0;0;0;0;0;0;0
2019-11-20 13:15:00;103;138;87;17;126;120;49;93;17;13;0;0;0;0;0;0;0;0;0
2019-11-20 13:30:00;84;88;62;19;114;104;37;100;14;5;0;0;0;0;0;0;0;0;0
2019-11-20 13:45:00;104;138;86;20;111;107;49;70;31;13;0;0;0;0;0;0;0;0;0
2019-11-20 14:00:00;95;119;89;17;127;111;44;90;20;12;0;0;0;0;0;0;0;0;0
2019-11-20 14:15:00;102;120;89;19;136;116;52;81;16;6;0;0;0;0;0;0;0;0;0
2019-11-20 14:30:00;92;117;78;22;143;139;46;146;16;18;0;0;0;0;0;0;0;0;0
2019-11-20 14:45:00;106;134;92;17;134;117;53;115;15;14;0;0;0;0;0;0;0;0;0
2019-11-20 15:00:00;102;115;75;24;136;141;51;87;63;13;0;0;0;0;0;0;0;0;0
2019-11-20 15:15:00;107;104;84;20;138;156;45;79;22;17;0;0;0;0;0;0;0;0;0
2019-11-20 15:30:00;93;128;101;11;133;117;52;99;15;13;0;0;0;0;1;7;9;2;2
2019-11-20 15:45:00;99;127;90;19;133;132;53;88;21;16;0;0;0;0;0;8;3;2;7
2019-11-20 16:00:00;99;101;77;20;157;134;43;102;20;12;0;0;0;0;0;9;0;0;0
2019-11-20 16:15:00;118;138;93;19;150;131;38;86;16;16;0;0;0;0;0;5;0;0;0
2019-11-20 16:30:00;109;129;88;23;158;141;47;80;17;13;0;0;0;0;1;10;0;0;0
2019-11-20 16:45:00;111;143;92;25;140;123;42;83;23;15;0;0;0;0;0;13;0;0;0
2019-11-20 17:00:00;111;134;81;20;159;115;47;81;13;12;0;0;0;0;0;18;0;0;9
2019-11-20 17:15:00;114;124;53;14;147;124;33;76;23;6;0;0;0;0;0;13;11;0;6
2019-11-20 17:30:00;106;135;89;11;124;115;45;83;18;9;0;0;0;0;0;15;0;0;0
2019-11-20 17:45:00;134;138;73;19;144;142;42;95;29;20;0;0;0;0;0;7;0;0;0
2019-11-20 18:00:00;88;111;61;12;138;127;32;79;14;16;0;0;0;0;0;5;4;0;0
2019-11-20 18:15:00;108;120;69;15;120;104;29;75;15;8;0;0;0;0;0;8;2;0;0
2019-11-20 18:30:00;102;104;81;14;122;122;36;85;8;8;0;0;0;0;0;3;0;0;0
2019-11-20 18:45:00;83;94;70;14;119;105;39;72;17;10;0;0;0;0;7;3;0;0;0
2019-11-20 19:00:00;86;98;76;17;93;82;33;75;18;10;0;0;0;0;0;2;0;0;0
