DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DFR)
2020-03-22 00:00:00;0;0;0;0;0;1;0;0;0;0;0;0;0
2020-03-22 00:15:00;0;0;0;0;1;0;1;2;0;0;0;0;0
2020-03-22 00:30:00;0;1;0;0;0;1;0;0;0;0;0;0;0
2020-03-22 00:45:00;0;0;0;0;0;0;0;2;0;0;0;0;0
2020-03-22 01:00:00;0;1;0;0;0;0;0;2;0;0;0;0;0
2020-03-22 01:15:00;1;1;0;0;1;0;1;0;0;0;0;0;0
2020-03-22 01:30:00;0;0;1;1;0;0;0;0;0;0;0;0;0
2020-03-22 01:45:00;0;0;0;0;0;1;0;0;0;0;0;0;0
2020-03-22 02:00:00;0;0;0;0;0;0;0;1;0;0;0;0;0
2020-03-22 02:15:00;0;0;0;0;1;0;1;0;0;0;0;0;0
2020-03-22 02:30:00;0;0;1;1;0;0;0;0;0;0;0;0;0
2020-03-22 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-22 03:00:00;1;1;0;0;0;0;0;1;0;0;0;0;0
2020-03-22 03:15:00;0;0;0;0;1;0;1;0;0;0;0;0;0
2020-03-22 03:30:00;0;0;0;0;0;0;0;1;0;0;0;0;0
2020-03-22 03:45:00;0;0;1;2;0;0;0;1;0;0;0;0;0
2020-03-22 04:00:00;0;0;0;0;0;0;0;1;0;0;0;0;0
2020-03-22 04:15:00;0;0;0;0;1;0;1;0;0;0;0;0;0
2020-03-22 04:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-22 04:45:00;0;0;0;0;0;0;0;1;0;0;0;0;0
2020-03-22 05:00:00;0;2;0;0;0;0;0;4;0;0;0;0;0
2020-03-22 05:15:00;0;0;1;1;1;0;1;3;0;0;0;0;0
2020-03-22 05:30:00;1;1;1;1;1;2;1;1;0;0;0;0;0
2020-03-22 05:45:00;0;1;0;0;0;0;0;6;0;0;0;0;0
2020-03-22 06:00:00;0;5;0;0;1;0;1;3;0;0;0;0;0
2020-03-22 06:15:00;0;3;0;0;1;0;1;3;0;0;0;0;0
2020-03-22 06:30:00;0;2;2;2;1;2;1;1;0;0;0;0;0
2020-03-22 06:45:00;0;0;0;0;0;0;0;4;0;0;0;0;0
2020-03-22 07:00:00;1;0;1;1;2;1;2;1;0;0;0;0;0
2020-03-22 07:15:00;1;0;0;0;0;2;0;2;0;0;0;0;0
2020-03-22 07:30:00;0;0;1;1;2;0;2;0;0;0;0;0;0
2020-03-22 07:45:00;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-03-22 08:00:00;0;3;0;0;0;0;0;3;0;0;0;0;0
2020-03-22 08:15:00;0;3;1;1;0;0;0;4;0;0;0;0;0
2020-03-22 08:30:00;0;2;0;0;0;2;0;2;0;0;0;0;0
2020-03-22 08:45:00;1;1;1;1;0;0;0;4;0;0;0;0;0
2020-03-22 09:00:00;2;3;0;0;1;1;1;3;0;0;0;0;0
2020-03-22 09:15:00;0;2;0;0;0;1;0;5;0;0;0;0;0
2020-03-22 09:30:00;0;5;0;0;0;3;1;4;0;0;0;0;0
2020-03-22 09:45:00;0;2;0;0;2;2;2;3;0;0;0;0;0
2020-03-22 10:00:00;0;5;1;1;2;1;2;5;0;0;0;0;0
2020-03-22 10:15:00;0;9;1;1;1;2;2;7;0;0;0;0;0
2020-03-22 10:30:00;0;11;0;0;0;1;0;6;0;0;0;0;0
2020-03-22 10:45:00;0;7;1;1;1;3;1;6;0;0;0;0;0
2020-03-22 11:00:00;0;8;2;2;2;2;3;8;0;0;0;0;0
2020-03-22 11:15:00;0;6;1;1;2;4;2;14;0;0;0;0;0
2020-03-22 11:30:00;0;8;0;0;1;2;2;4;0;0;0;0;0
2020-03-22 11:45:00;0;7;0;1;0;3;0;9;0;0;0;0;0
2020-03-22 12:00:00;0;10;1;1;2;5;2;5;0;0;0;0;0
2020-03-22 12:15:00;0;8;0;0;2;4;2;16;0;0;0;0;0
2020-03-22 12:30:00;0;8;2;3;1;2;2;10;0;0;0;0;0
2020-03-22 12:45:00;0;5;1;1;2;1;2;5;0;0;0;0;0
2020-03-22 13:00:00;0;9;1;1;1;5;1;13;0;0;0;0;0
2020-03-22 13:15:00;0;9;3;3;2;2;2;10;0;0;0;0;0
2020-03-22 13:30:00;1;17;0;0;1;2;1;8;0;0;0;0;0
2020-03-22 13:45:00;0;7;0;0;2;0;2;10;0;0;0;0;0
2020-03-22 14:00:00;1;14;0;0;0;3;0;12;0;0;0;0;0
2020-03-22 14:15:00;0;10;1;1;2;2;2;9;0;0;0;0;0
2020-03-22 14:30:00;0;7;2;3;0;4;0;6;0;0;0;0;0
2020-03-22 14:45:00;0;5;0;0;2;0;2;8;0;0;0;0;0
2020-03-22 15:00:00;0;8;0;0;1;1;1;16;0;0;0;0;0
2020-03-22 15:15:00;0;10;1;1;4;1;4;10;0;0;0;0;0
2020-03-22 15:30:00;2;8;0;0;1;4;2;7;0;0;0;0;0
2020-03-22 15:45:00;1;12;1;2;2;2;2;14;0;0;0;0;0
2020-03-22 16:00:00;0;7;2;3;0;4;0;10;0;0;0;0;0
2020-03-22 16:15:00;0;2;0;0;2;2;2;13;0;0;0;0;0
2020-03-22 16:30:00;0;9;4;5;4;7;4;9;0;0;0;0;0
2020-03-22 16:45:00;1;9;0;0;2;2;2;10;0;0;0;0;0
2020-03-22 17:00:00;2;6;0;0;1;2;1;12;0;0;0;0;0
2020-03-22 17:15:00;0;7;1;3;0;1;0;15;0;0;0;0;0
2020-03-22 17:30:00;0;9;2;2;3;3;3;13;0;0;0;0;0
2020-03-22 17:45:00;2;4;3;3;0;2;0;8;0;0;0;0;0
2020-03-22 18:00:00;0;5;0;0;1;2;0;10;0;0;0;0;0
2020-03-22 18:15:00;0;6;0;0;0;1;0;14;0;0;0;0;0
2020-03-22 18:30:00;2;9;1;1;2;5;4;9;0;0;0;0;0
2020-03-22 18:45:00;1;7;1;1;0;1;0;8;0;0;0;0;0
2020-03-22 19:00:00;0;8;2;2;1;3;1;8;0;0;0;0;0
2020-03-22 19:15:00;0;6;1;1;2;3;2;12;0;0;0;0;0
2020-03-22 19:30:00;1;10;2;2;0;5;1;5;0;0;0;0;0
2020-03-22 19:45:00;0;6;0;0;0;3;0;7;0;0;0;0;0
