DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2020-05-29 00:00:00;5;5;2;4;2;3;0;4
2020-05-29 00:15:00;3;3;3;7;2;4;0;6
2020-05-29 00:30:00;4;5;2;1;1;1;0;3
2020-05-29 00:45:00;3;5;3;3;2;5;0;4
2020-05-29 01:00:00;6;4;2;0;1;1;0;4
2020-05-29 01:15:00;3;4;0;1;1;0;0;1
2020-05-29 01:30:00;2;1;0;2;0;0;0;1
2020-05-29 01:45:00;1;1;1;1;0;4;0;0
2020-05-29 02:00:00;2;1;0;1;0;1;0;2
2020-05-29 02:15:00;0;0;2;2;1;1;0;0
2020-05-29 02:30:00;4;2;1;1;1;0;0;0
2020-05-29 02:45:00;1;3;2;1;0;0;0;1
2020-05-29 03:00:00;4;2;0;3;3;2;0;0
2020-05-29 03:15:00;5;2;1;1;1;0;0;1
2020-05-29 03:30:00;1;1;0;1;1;1;0;0
2020-05-29 03:45:00;4;3;0;2;0;0;0;0
2020-05-29 04:00:00;1;0;0;0;2;2;0;0
2020-05-29 04:15:00;2;3;3;4;2;0;0;1
2020-05-29 04:30:00;3;0;3;1;1;2;0;1
2020-05-29 04:45:00;4;5;5;4;2;3;0;1
2020-05-29 05:00:00;9;14;13;3;4;6;0;1
2020-05-29 05:15:00;16;29;37;8;7;14;0;17
2020-05-29 05:30:00;23;35;51;8;10;16;0;11
2020-05-29 05:45:00;35;44;49;20;22;16;0;14
2020-05-29 06:00:00;23;20;29;28;17;13;0;10
2020-05-29 06:15:00;29;33;50;17;16;27;0;23
2020-05-29 06:30:00;51;48;67;13;28;21;0;16
2020-05-29 06:45:00;47;35;63;14;24;24;0;27
2020-05-29 07:00:00;51;34;52;11;19;25;0;30
2020-05-29 07:15:00;53;55;56;23;37;25;0;39
2020-05-29 07:30:00;72;56;63;29;41;41;0;40
2020-05-29 08:00:00;41;35;47;27;19;33;0;40
2020-05-29 08:15:00;45;37;42;31;37;25;0;37
2020-05-29 08:30:00;56;40;29;26;29;25;0;38
2020-05-29 08:45:00;56;42;43;23;26;30;0;26
2020-05-29 09:00:00;48;33;31;23;33;26;0;30
2020-05-29 09:15:00;52;39;27;30;33;25;0;27
2020-05-29 09:30:00;45;35;31;37;50;33;0;49
2020-05-29 09:45:00;51;45;36;28;47;34;0;42
2020-05-29 10:00:00;53;46;25;28;43;37;0;37
2020-05-29 10:15:00;55;43;23;34;30;43;0;46
